season,sport_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,pitching_GP,pitching_GS,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK
2026,MBA,-1,11238559,24.0,B. Clement,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238559,24.0,B. Clement,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238560,14.0,M. Schleider,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238561,31.0,R. Castillo,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238562,1.0,B. Jackson,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238563,19.0,E. Staroba,P,1,1,5.668,6,2,1,4,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,MBA,-1,11238564,3.0,E. Doyon,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238565,5.0,C. Stahlman,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238567,0.0,C. Gurzynski,P,1,0,5.668,8,2,2,2,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238577,33.0,D. Gregory,P,1,0,1.333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238585,20.0,L. Los,P,1,0,2.0,2,1,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238588,12.0,H. Niksch,P,1,0,3.0,1,0,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238590,38.0,C. Hillery,P,1,0,3.332,4,3,1,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238885,8.0,L. McGann,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238887,1.0,G. Williams,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238888,16.0,G. Burgos,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238889,5.0,L. Lott,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238891,33.0,D. Gattinell,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238892,3.0,S. Reeves,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238894,14.0,D. Harrelson,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238898,2.0,J. Burke,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238899,7.0,T. LaChapell,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238904,4.0,M. Muhlbauer,P,1,0,0.333,3,3,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238913,18.0,C. Helvey,P,1,0,0.0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2026,MBA,-1,11238914,22.0,B. Nichols,P,1,1,2.332,9,11,10,3,2,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2026,MBA,-1,11238922,17.0,A. Bailey,P,1,0,4.668,2,2,2,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9677184,19.0,Garrison Bullock,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9677184,19.0,Garrison Bullock,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9677184,19.0,Garrison Bullock,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9677184,19.0,Garrison Bullock,PH/DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9678551,5.0,Deacon Bowne,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9678891,42.0,Bryce Mitchell,P,2,0,2.333,6,8,8,5,2,18,1,0,1,2,1,0,0,3,2,0,1,1,0,0
2026,MBA,614563,9679795,20.0,AJ Murray,P,2,1,3.333,5,4,4,6,3,21,1,0,0,1,0,1,0,1,0,2,0,1,0,0
2026,MBA,614563,9680114,41.0,John Calabrese,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9680114,41.0,John Calabrese,PH/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9680114,41.0,John Calabrese,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9680989,16.0,Dante Pavone,P,3,0,5.001,6,11,8,7,3,30,1,0,0,0,0,2,1,2,1,1,0,0,0,0
2026,MBA,614563,9681023,24.0,Everett Garber,P,2,2,6.332,8,8,5,3,3,32,3,0,1,0,3,2,0,0,0,0,1,0,0,0
2026,MBA,614563,9681830,12.0,Ryan Facinelli,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9681830,12.0,Ryan Facinelli,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9683858,29.0,Kobe Julks,P,2,0,1.0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2026,MBA,614563,9685643,11.0,Billy Fluharty,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9687203,32.0,Michael Trommer,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9687203,32.0,Michael Trommer,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9689827,9.0,Mikey Myro,P,2,0,5.668,4,7,3,5,3,28,1,0,0,2,0,2,0,3,0,0,0,0,0,0
2026,MBA,614563,9690807,6.0,Lleyton Coupe,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9690807,6.0,Lleyton Coupe,PH/1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9691701,7.0,Luke Nascimento,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692178,22.0,Ethan Firestein,P,2,0,0.666,1,6,6,6,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692356,10.0,Chris Morabito,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692356,10.0,Chris Morabito,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692356,10.0,Chris Morabito,PH/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692356,10.0,Chris Morabito,PR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692356,10.0,Chris Morabito,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692607,13.0,Jaxon Beiswenger,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9692607,13.0,Jaxon Beiswenger,PH/3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9694195,44.0,Hadley Maxwell,P,2,0,2.333,1,0,0,0,2,8,1,0,0,0,0,1,0,3,3,0,0,0,0,0
2026,MBA,614563,9694220,4.0,Michael Chiaravallo,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9694220,4.0,Michael Chiaravallo,PH/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9694220,4.0,Michael Chiaravallo,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9694220,4.0,Michael Chiaravallo,RF/CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,9697281,35.0,Ryan DeLaney,P,4,0,2.666,5,2,2,0,4,14,1,0,0,0,1,1,0,8,6,0,0,1,0,0
2026,MBA,614563,9698340,17.0,Jonathan Adelmann,P,3,3,13.0,12,12,6,12,11,67,1,1,0,0,1,2,0,0,0,1,2,3,0,0
2026,MBA,614563,9704554,30.0,Tyler Hawkins,P,2,0,2.667,4,3,3,3,0,18,0,0,0,1,1,2,0,1,1,2,0,0,0,0
2026,MBA,614563,9705198,2.0,Andrew Swenson,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225483,8.0,Braden Green,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225483,8.0,Braden Green,PH/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225483,8.0,Braden Green,PR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225487,31.0,Brady Hoar,P,2,2,8.668,4,6,5,5,5,37,1,0,0,0,0,2,0,0,0,1,2,1,0,0
2026,MBA,614563,11225491,26.0,Liam Jones,P,2,0,4.001,9,4,4,3,3,20,3,0,0,0,0,1,0,2,1,1,0,0,0,2
2026,MBA,614563,11225496,3.0,Ty Lagoni,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225497,38.0,Garrett Mathias,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225497,38.0,Garrett Mathias,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225499,40.0,Luke Meyers,P,1,0,0.667,4,5,1,1,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0
2026,MBA,614563,11225510,1.0,Daniel Nawrocki,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225510,1.0,Daniel Nawrocki,PR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614563,11225512,23.0,Tyler Seidman,P,4,0,6.666,8,10,6,4,10,37,1,0,1,0,4,3,0,2,1,0,0,3,0,0
2026,MBA,614563,11228179,14.0,Zach Selfon,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9678773,1.0,Logan Crock,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9679140,28.0,Andrew Hendrickx,P,1,1,1.0,2,5,5,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,MBA,614564,9680987,33.0,Tre Benjamin,P,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,MBA,614564,9681378,31.0,Alex Thomas,P,1,1,0.333,0,3,3,2,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2026,MBA,614564,9682503,29.0,Connor Sackett,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9682503,29.0,Connor Sackett,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9682532,23.0,Simon Linde,P,4,0,13.004000000000001,10,4,4,6,13,56,3,1,0,0,1,1,0,2,2,0,0,5,0,0
2026,MBA,614564,9692293,12.0,Gunnar Duncan,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9692293,12.0,Gunnar Duncan,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696235,8.0,Ian Choi,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696235,8.0,Ian Choi,PH/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696235,8.0,Ian Choi,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696915,26.0,Will Burgess,CF/LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696915,26.0,Will Burgess,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9696915,26.0,Will Burgess,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9699136,2.0,David Ayers,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,9699670,37.0,Ian Regal,P,3,0,3.332,7,5,5,3,3,18,3,1,0,0,2,0,0,2,0,0,1,1,0,0
2026,MBA,614564,9701396,20.0,Alex Kanipe,P,2,0,2.0,7,8,7,2,4,16,1,0,0,0,1,0,1,1,0,0,1,1,0,0
2026,MBA,614564,11214369,4.0,Logan Baker,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214369,4.0,Logan Baker,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214369,4.0,Logan Baker,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214369,47.0,Logan Baker,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214375,30.0,Grayson Bradberry,P,3,1,4.333,8,7,7,2,4,23,3,0,0,0,1,1,0,0,0,0,1,1,0,0
2026,MBA,614564,11214377,21.0,Brock Buckley,P,4,3,15.998999999999999,24,12,10,5,14,75,5,0,0,0,1,2,1,1,0,3,0,3,0,1
2026,MBA,614564,11214379,25.0,Alex Christie,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214379,25.0,Alex Christie,PH/3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214382,27.0,Gavin Gilmore,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214384,16.0,Niko Kreuzer,P,1,0,0.333,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214385,19.0,Christopher Lewis,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214386,7.0,Matthew Rhoades,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214388,5.0,Charlie Schebler,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214388,5.0,Charlie Schebler,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214388,5.0,Charlie Schebler,PH/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214389,6.0,Aidan Thaxton,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214390,14.0,Jake Thomas,P,3,0,3.0,3,2,2,2,1,12,0,1,0,0,0,0,1,1,0,1,1,0,0,0
2026,MBA,614564,11214393,36.0,Will White,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214394,9.0,Zak White,P,2,0,2.667,8,4,4,1,2,16,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2026,MBA,614564,11214396,22.0,Logan Wiley,P,2,0,3.665,5,4,4,5,2,19,1,1,1,0,0,1,0,2,2,2,0,0,0,1
2026,MBA,614564,11214397,35.0,Max Winders,P,2,1,11.664,11,5,4,0,13,46,4,0,0,1,0,0,0,0,0,0,0,4,0,0
2026,MBA,614564,11214400,11.0,Jack Zeller,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214400,11.0,Jack Zeller,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214400,11.0,Jack Zeller,PH/LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214424,13.0,Corbin Snyder,P,2,2,8.332,16,10,10,8,4,49,1,1,0,1,3,1,1,0,0,1,0,1,0,0
2026,MBA,614564,11214426,3.0,Danny Gavin,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214426,3.0,Danny Gavin,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614564,11214428,17.0,Jack Hagen,P,3,0,6.667,7,1,1,2,5,28,2,0,0,0,0,0,0,1,1,0,1,1,0,0
2026,MBA,614565,9678661,17.0,Braxton Thomas,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9680708,47.0,Luke Kalfsbeek,P,1,0,1.0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,MBA,614565,9682143,2.0,Jake Downing,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9682143,2.0,Jake Downing,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9682143,2.0,Jake Downing,PR/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9682753,27.0,Griffin Naess,P,3,3,18.668,8,2,2,4,25,70,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2026,MBA,614565,9684178,25.0,Josh Morano,P,2,0,4.668,8,5,4,2,4,25,1,1,0,0,0,2,0,0,0,1,0,0,0,0
2026,MBA,614565,9686343,19.0,Chris Downs,P,3,0,8.332,7,5,3,4,9,40,1,2,0,0,1,5,0,3,1,0,0,0,0,0
2026,MBA,614565,9691324,32.0,Carson Turnquist,P,1,1,4.0,2,1,1,2,4,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2026,MBA,614565,9691738,24.0,Erik Kvidahl,P,1,0,0.667,1,0,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2026,MBA,614565,9692061,6.0,Dante Vachini,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9694710,45.0,Josh Volmerding,P,2,2,6.668,7,6,3,3,3,33,2,0,0,0,1,3,0,0,0,2,2,0,0,1
2026,MBA,614565,9695260,5.0,Alejandro Garza,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9698219,39.0,Vinnie Van der Wel,PH/DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9701492,20.0,Xander McLaurin,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9701492,20.0,Xander McLaurin,PH/CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9701492,20.0,Xander McLaurin,PH/DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,MBA,614565,9701492,20.0,Xander McLaurin,PH/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
