game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,1,top,L. Gill struck out swinging.,1,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,1,top,D. Goddard struck out swinging.,2,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,1,top,A. Israel struck out swinging.,3,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615487,1,bot,S. Ortiz reached first on an error by ss.,4,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615487,1,bot,T. Klaus-Kis struck out swinging.,5,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615487,1,bot,K. Clark struck out looking.,6,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615487,1,bot,B. Dinscore singled to right field3a S. Ortiz advanced to second.,7,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615487,1,bot,H. Smith grounded out to p.,8,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,2,top,N. Curtis grounded out to 2b.,9,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,2,top,C. Mize grounded out to 3b.,10,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,2,top,R. Morales walked.,11,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
6545696,615417,Dallas Crusaders,615487,Concordia (TX) Tornados,615417,2,top,C. Jenkins struck out looking.,12,2026-02-13T19:00:00-05:00,"Gardner-Boggs Field (Austin, TX)",0,MBA,2026
