season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426985,2,Avante Banks,Avante,Banks,So.,OF,-,,,,,,35,32,https://stats.ncaa.org/players/8426985
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426998,12,Joseph Hastings,Joseph,Hastings,Jr.,P,-,,RIGHT,RIGHT,,,12,11,https://stats.ncaa.org/players/8426998
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8272627,4,Dawsyn Hock,Dawsyn,Hock,Sr.,C,-,,,,,,29,24,https://stats.ncaa.org/players/8272627
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427022,22,Justis Crawley,Justis,Crawley,So.,INF,-,,,,,,23,12,https://stats.ncaa.org/players/8427022
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427027,23,Gavin Stevens,Gavin,Stevens,Fr.,P,6-3,,RIGHT,RIGHT,,,16,8,https://stats.ncaa.org/players/8427027
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427050,30,Jabril Scott,Jabril,Scott,Fr.,P,-,,,,,,6,0,https://stats.ncaa.org/players/8427050
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427052,31,Javion Whitfield,Javion,Whitfield,Fr.,P,-,,,,,,11,0,https://stats.ncaa.org/players/8427052
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427053,32,Chalres Jones,Chalres,Jones,Fr.,P,5-10,,RIGHT,RIGHT,,,4,0,https://stats.ncaa.org/players/8427053
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427673,13,Thomas Moore,Thomas,Moore,So.,OF,6-1,,,,,,14,14,https://stats.ncaa.org/players/8427673
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426993,10,Christian Henderson,Christian,Henderson,Sr.,INF,-,,,,,,39,39,https://stats.ncaa.org/players/8426993
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427003,16,Victor Johnson,Victor,Johnson,So.,OF,5-9,,RIGHT,RIGHT,,,34,32,https://stats.ncaa.org/players/8427003
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427009,19,Jalen Lovett,Jalen,Lovett,Sr.,INF,-,,,,,,11,2,https://stats.ncaa.org/players/8427009
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427029,25,Jaquan Tucker,Jaquan,Tucker,Jr.,INF,6-4,,RIGHT,RIGHT,,,30,21,https://stats.ncaa.org/players/8427029
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427048,27,Gene Ligon Jr.,Gene,Ligon Jr.,So.,P,5-8,,RIGHT,RIGHT,,,15,1,https://stats.ncaa.org/players/8427048
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426986,5,Bryce Wilmoth,Bryce,Wilmoth,Jr.,OF,-,,,,,,9,2,https://stats.ncaa.org/players/8426986
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427013,20,Jody Morris,Jody,Morris,So.,INF,-,,,,,,27,18,https://stats.ncaa.org/players/8427013
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427016,21,Alex Dayle,Alex,Dayle,So.,1B,5-10,,LEFT,LEFT,,,5,0,https://stats.ncaa.org/players/8427016
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427046,26,Coron Wallace,Coron,Wallace,Sr.,P,-,,,,,,4,1,https://stats.ncaa.org/players/8427046
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427049,28,Preston Branzelle,Preston,Branzelle,Fr.,P,6-1,,LEFT,LEFT,,,9,7,https://stats.ncaa.org/players/8427049
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8427054,33,TJ McGowan,TJ,McGowan,Jr.,INF,6-0,,RIGHT,RIGHT,,,30,24,https://stats.ncaa.org/players/8427054
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426991,9,Matthew May,Matthew,May,So.,C,5-11,,RIGHT,RIGHT,,,24,16,https://stats.ncaa.org/players/8426991
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426987,6,Norman Jackson,Norman,Jackson,So.,INF,5-8,,RIGHT,RIGHT,,,29,28,https://stats.ncaa.org/players/8426987
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426988,7,Thomas Chandler,Thomas,Chandler,Jr.,INF,5-7,,RIGHT,RIGHT,,,9,0,https://stats.ncaa.org/players/8426988
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426989,8,David Johnson,David,Johnson,Jr.,OF,5-7,,LEFT,LEFT,,,16,4,https://stats.ncaa.org/players/8426989
2024,2023-24,MBA,2,II,DII Independent,743,Virginia St.,8426995,11,Robert Hatcher,Robert,Hatcher,Sr.,P,-,,,,,,13,7,https://stats.ncaa.org/players/8426995
