season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8269933,7,Anthony Schooley,Anthony,Schooley,Sr.,INF,6-1,,LEFT,RIGHT,"Marlton, NJ",Cherokee,43,42,https://stats.ncaa.org/players/8269933
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8269980,44,Connor Stachowski,Connor,Stachowski,So.,INF,5-11,,RIGHT,RIGHT,"Robbinsville, NJ",Robbinsville,0,0,https://stats.ncaa.org/players/8269980
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8268953,1,Chris Serrano,Chris,Serrano,Jr.,INF,5-10,,BOTH,RIGHT,"Kearny, NJ",Kearny,29,23,https://stats.ncaa.org/players/8268953
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8275215,24,Marco Mannino,Marco,Mannino,Jr.,INF,6-1,,RIGHT,RIGHT,"Wrightstown, NJ",Northern Burlington,25,17,https://stats.ncaa.org/players/8275215
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8259929,11,Jake Reese,Jake,Reese,Sr.,P,6-4,,LEFT,LEFT,"Downingtown, PA",Downingtown West,7,3,https://stats.ncaa.org/players/8259929
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8266173,3,Matt Choi,Matt,Choi,Jr.,P,6-0,,RIGHT,RIGHT,"King Of Prussia, PA",Upper Merion,8,8,https://stats.ncaa.org/players/8266173
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8275429,26,Luke Bickunas,Luke,Bickunas,So.,C,6-1,,RIGHT,RIGHT,"South Plainfield, NJ",South Plainfield,9,4,https://stats.ncaa.org/players/8275429
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8263828,32,Phil Sedalis,Phil,Sedalis,Jr.,INF,6-2,,RIGHT,RIGHT,"Wenonah, NJ",Deptford,43,43,https://stats.ncaa.org/players/8263828
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8264918,19,Karson Harcourt,Karson,Harcourt,Jr.,C,5-11,,RIGHT,RIGHT,"Basking Ridge, NJ",Seton Hall Prep,40,40,https://stats.ncaa.org/players/8264918
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8260323,21,Dylan Maria,Dylan,Maria,Sr.,OF,5-10,,RIGHT,RIGHT,"Blackwood, NJ",Highland Regional,44,44,https://stats.ncaa.org/players/8260323
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8282811,8,Jason Morgan,Jason,Morgan,Jr.,OF,6-2,,RIGHT,RIGHT,"Logan Twp, NJ",Gloucester Catholic,44,44,https://stats.ncaa.org/players/8282811
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8285203,22,Charlie Russell,Charlie,Russell,So.,P,6-3,,RIGHT,RIGHT,"Hackettstown, NJ",Hackettstown,19,0,https://stats.ncaa.org/players/8285203
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8281805,23,Pat Defeciani,Pat,Defeciani,Sr.,INF,6-1,,LEFT,LEFT,"Congers, NY",Clarkstown North,35,35,https://stats.ncaa.org/players/8281805
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8283635,4,Mason Dorsey,Mason,Dorsey,So.,OF,6-0,,RIGHT,RIGHT,"Hammonton, NJ",St. Augustine Prep,27,17,https://stats.ncaa.org/players/8283635
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8287960,18,Nick Struble,Nick,Struble,So.,INF,6-1,,LEFT,RIGHT,"Hackettstown, NJ",Hackettstown,20,12,https://stats.ncaa.org/players/8287960
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8279916,10,Sean Colbert,Sean,Colbert,Jr.,P,6-1,,RIGHT,RIGHT,"Audubon, NJ",Audubon,20,0,https://stats.ncaa.org/players/8279916
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8282556,14,Kevin Cole,Kevin,Cole,So.,P,5-10,,LEFT,RIGHT,"Williamsburg, VA",Lafayette,6,1,https://stats.ncaa.org/players/8282556
2024,2023-24,MBA,3,III,NJAC,259,Rowan,8595193,29,Nick Cugino,Nick,Cugino,Fr.,P,5-9,,RIGHT,RIGHT,"West Chester, PA",Henderson,13,0,https://stats.ncaa.org/players/8595193
