,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825245,55,Jonathan Carlos,,,Sr,P,5-11,R/R,15000,21,0,,,,,,,,,0,,,,,,,,,,,,,,
1,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825248,22,Connor Burns,,,Jr,C,6-1,R/R,15000,55,55,0.307,0.374,0.608,38,199,61,14,2,121,14,50,23,1,4,5,58,3,,1,,1,3,
2,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825252,11,Jake Rons,,,Jr,P,6-1,R/R,15000,15,5,,,,,,,,,0,,,,,,,,,,,,,,
3,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825254,24,Jonathon Long,,,Jr,INF,6-0,R/R,15000,55,55,0.312,0.404,0.600,40,215,67,17,,129,15,52,29,7,4,,44,1,,,,5,1,
4,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825260,29,Ethan Clough,,,Sr,P,5-10,R/R,15000,19,0,,,,,,,,,0,,,,,,,,,,,,,,
5,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825266,5,Eddie Saldivar,,,So,INF,5-11,L/R,15000,55,55,0.292,0.336,0.398,42,226,66,9,3,90,3,28,8,9,4,5,43,9,5,1,7,,7,
6,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825267,36,Tyler White,,,So,OF,6-1,R/R,15000,27,11,0.231,0.344,0.385,13,52,12,2,,20,2,8,6,3,,,13,2,,,3,,2,
7,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825273,32,Dalton Ponce,,,Sr,P,6-2,R/R,15000,20,3,,,,,,,,,0,,,,,,,,,,,,,,
8,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825274,20,Josh Haley,,,Sr,P,6-0,L/L,15000,21,0,,,,,,,,,0,,,,,,,,,,,,,,
9,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7825275,27,Rocco Peppi,,,So,INF,5-11,R/R,15000,55,55,0.278,0.371,0.431,41,209,58,14,,90,6,33,21,12,3,2,30,3,2,1,5,2,3,
10,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7987444,37,Nick Wallerstedt,,,Jr,P,6-3,R/R,15000,7,0,,,,,,,,,0,,,,,,,,,,,,,,
11,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7975597,6,Jack Hammond,,,So,INF,6-0,R/R,15000,46,39,0.263,0.337,0.480,29,152,40,9,,73,8,29,11,7,2,2,41,5,2,,1,,4,
12,2023,2022-23,MBA,99,Long Beach St.,1,I,Big West,7975604,19,Sky Wells,,,Jr,P,6-2,L/L,15000,23,1,,,,,,,,,0,,,,,,,,,,,,,,
