season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807283,18,Cole Woods,,,Sr,P,6-3,R/R,15000,17,17,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807284,12,Ryan Cline,,,So,OF,5-10,R/R,15000,5,0,0.333,0.500,0.333,,3,1,,,1,,1,1,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807289,10,Jeremiah Kennedy,,,Jr,P,6-3,R/R,15000,10,0,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807292,25,Matt Miller,,,Sr,INF,6-4,L/L,15000,61,61,0.333,0.427,0.735,67,234,78,13,3,172,25,80,33,8,4,1,59,2,,,4,,1,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807293,34,Jacob Davis,,,Jr,P,6-6,L/L,15000,13,1,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807294,14,Chayton Beck,,,Jr,C,6-2,R/R,15000,58,58,0.291,0.416,0.549,51,182,53,12,1,100,11,40,41,,3,6,58,3,,,,,3,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807295,6,Henry Kusiak,,,Jr,INF,6-0,R/R,15000,62,62,0.313,0.410,0.550,63,249,78,18,1,137,13,58,29,13,2,2,52,12,3,,5,,9,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807297,32,Steen Lane,,,So,P,6-1,R/R,15000,9,5,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807300,1,Ethan Thompson,,,So,OF,5-8,R/R,15000,3,0,0.000,0.333,0.000,,2,,,,0,,,1,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807301,35,Laif Hultine,,,So,P,6-3,R/R,15000,28,0,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807302,15,Cale McCallister,,,Jr,P,5-10,L/L,15000,24,5,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807303,8,Ryan Doran,,,Sr,DH,6-3,L/R,15000,22,16,0.246,0.411,0.404,13,57,14,3,,23,2,10,12,4,,,10,2,1,,,,2,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807304,11,Tyler Ferguson,,,Jr,INF,5-10,R/R,15000,43,25,0.295,0.388,0.514,26,105,31,5,,54,6,22,10,6,,,30,,1,,3,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807305,2,Cole Gayman,,,So,P,5-10,R/R,15000,16,13,,,,,,,,,0,,,,,,,,,,,,,,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807307,23,Nate Mieszkowski,,,So,INF,6-0,R/R,15000,62,62,0.374,0.455,0.634,81,265,99,19,4,168,14,66,34,9,4,1,49,4,2,2,11,1,4,
2023,2022-23,MBA,9012,Mo. Southern St.,2,II,Mid-America Intercollegiate,7807308,5,Treghan Parker,,,So,INF,5-11,L/R,15000,62,56,0.329,0.458,0.676,71,210,69,13,3,142,18,62,32,20,2,1,58,3,,1,4,,2,
