,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003331,12,Nick Gregory,,,Jr,OF,5-10,L/R,15000,56,52,0.261,0.422,0.358,45,176,46,11,3,63,,21,46,5,3,4,33,1,1,2,6,,1,
1,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824725,8,Adam Tellier,,,Jr,INF,6-3,R/R,15000,59,59,0.316,0.394,0.515,56,237,75,14,3,122,9,46,24,7,1,4,49,,3,,12,,,
2,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824726,3,Aiden Hinds,,,Jr,INF,6-0,R/R,15000,9,0,0.500,0.636,0.875,1,8,4,,,7,1,2,1,2,,,2,,,,,,,
3,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824728,24,Ty Johnson,,,Jr,P,6-6,R/R,15000,16,10,,,,,,,,,0,,,,,,,,,,,,,,
4,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824733,28,Ty Weatherly,,,Sr,P,6-6,R/R,15000,19,9,,,,,,,,,0,,,,,,,,,,,,,,
5,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824734,43,Trennor O'Donnell,,,Jr,P,6-7,R/R,15000,16,15,,,,,,,,,0,,,,,,,,,,,,,,
6,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824735,7,Ryan Peltier,,,Sr,INF,6-1,R/R,15000,59,59,0.338,0.418,0.629,68,237,80,18,3,149,15,54,26,9,3,,59,3,4,,12,3,2,
7,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824736,26,Zach Lane,,,Jr,INF,6-0,R/R,15000,35,27,0.200,0.303,0.353,11,85,17,4,,30,3,13,13,,1,,21,2,,1,1,,2,
8,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824737,40,Sam Klein,,,Jr,P,6-5,R/R,15000,15,0,,,,,,,,,0,,,,,,,,,,,,,,
9,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824740,15,Justin Conant,,,Sr,INF,5-10,R/R,15000,55,51,0.299,0.411,0.396,28,164,49,6,2,65,2,17,27,5,1,5,41,3,1,,9,,1,
10,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824741,10,Decker Scheffler,,,Jr,OF,6-2,L/R,15000,57,54,0.378,0.453,0.597,46,196,74,13,3,117,8,49,23,8,5,1,23,3,1,2,5,,1,
11,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824743,19,Ryan Brown,,,Jr,P,6-2,R/R,15000,12,2,,,,,,,,,0,,,,,,,,,,,,,,
12,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824744,32,Hunter Dobbins,,,So,C,6-1,R/R,15000,55,51,0.209,0.313,0.395,31,177,37,4,1,70,9,29,25,3,3,,48,1,,,,,,
13,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824746,14,Jacob Hartlaub,,,So,P,6-4,R/R,15000,12,3,,,,,,,,,0,,,,,,,,,,,,,,
14,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824747,11,Zac Jones,,,So,INF,6-1,R/R,15000,4,0,0.500,0.500,0.500,1,2,1,,,1,,,,,,,1,,,,,,,
15,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824749,23,Matthew Rivera,,,So,C,6-1,R/R,15000,40,27,0.274,0.369,0.653,21,95,26,9,,62,9,28,11,4,1,,42,1,,,1,,,
16,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824751,1,Grant  Miller,,,So,OF,5-7,R/R,15000,25,0,0.111,0.111,0.111,7,9,1,,,1,,,,,,,4,1,,,3,,1,
17,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824753,45,Casey Bargo,,,So,P,6-8,R/R,15000,14,8,,,,,,,,,0,,,,,,,,,,,,,,
18,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824754,22,Tanner Knapp,,,So,P,6-4,R/R,15000,17,6,,,,,,,,,0,,,,,,,,,,,,,,
19,2023,2022-23,MBA,47,Ball St.,1,I,MAC,7824755,20,CJ Horn,,,So,C,5-9,R/R,15000,23,7,0.268,0.388,0.488,10,41,11,3,,20,2,9,6,2,,,13,,,,,,,
20,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003309,4,Logan Flood,,,Sr,OF,6-2,R/R,15000,45,31,0.252,0.401,0.426,23,115,29,5,,49,5,23,24,6,2,1,26,4,1,,1,,3,
21,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003310,9,Blake Bevis,,,Fr,P,6-3,R/R,15000,59,50,0.273,0.333,0.536,34,194,53,14,2,104,11,39,6,12,1,1,47,3,,,,,1,
22,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003315,25,Andrew Wilhite,,,Sr,OF,6-1,L/R,15000,47,35,0.209,0.297,0.333,16,129,27,4,,43,4,30,15,2,2,,38,3,2,,2,,1,
23,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003312,16,Clay Jacobs,,,Jr,OF,6-2,L/R,15000,5,0,0.333,0.571,0.333,1,3,1,,,1,,1,2,1,1,,2,,,,,,,
24,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003313,18,Will Jacobson,,,Jr,P,7-0,L/L,15000,13,1,,,,,,,,,0,,,,,,,,,,,,,,
25,2023,2022-23,MBA,47,Ball St.,1,I,MAC,8003337,29,Owen  Quinn,,,Fr,OF,6-4,R/R,15000,15,1,,,,,,,,,0,,,,,,,,,,,,,,
