,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011059,23,AC Cabrera,,,Fr,UT,5-10,R/R,15000,8,0,,,,,,,,,0,,,,,,,,,,,,,,
1,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011063,32,TJ Rogers,,,So,INF,6-2,R/R,15000,12,12,0.225,0.347,0.325,9,40,9,4,,13,,4,6,2,1,,13,2,1,1,2,,2,
2,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011065,40,Gabriel Barrett,,,Fr,P,6-0,R/R,15000,19,2,,,,,,,,,0,,,,,,,,,,,,,,
3,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830459,43,Kai Burdick,,,So,P,6-10,R/R,15000,6,0,,,,,,,,,0,,,,,,,,,,,,,,
4,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830461,20,Will Hearn,,,Sr,P,6-4,L/L,15000,12,2,,,,,,,,,0,,,,,,,,,,,,,,
5,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830462,25,Lane Oliphant,,,Jr,C,5-11,R/R,15000,12,7,0.115,0.138,0.115,1,26,3,,,3,,2,,1,2,2,8,1,,,,,1,
6,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830465,35,Matthew McConnell,,,Sr,P,6-1,R/R,15000,21,1,,,,,,,,,0,,,,,,,,,,,,,,
7,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830466,45,Kaleb Woltz,,,Jr,P,6-2,-/R,15000,8,1,,,,,,,,,0,,,,,,,,,,,,,,
8,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830467,2,Mario DeMera,,,Jr,INF,6-1,R/R,15000,47,47,0.346,0.425,0.438,37,185,64,14,,81,1,29,23,6,5,1,31,1,2,,9,1,1,
9,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830468,3,Tyler Martinez,,,Sr,OF,5-10,R/R,15000,30,25,0.307,0.347,0.455,23,88,27,3,2,40,2,11,2,4,1,2,18,,2,,12,,,
10,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830469,7,Christian Stapleton,,,Sr,INF,6-3,L/R,15000,44,41,0.268,0.366,0.522,24,157,42,13,,82,9,41,16,10,3,,66,1,,2,,,,
11,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830470,16,Max Jones,,,Jr,P,5-9,R/R,15000,13,7,,,,,,,,,0,,,,,,,,,,,,,,
12,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830472,41,Jesse Barron,,,Sr,P,6-0,R/R,15000,13,13,,,,,,,,,0,,,,,,,,,,,,,,
13,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830474,26,Oscar Lepe,,,Sr,P,6-1,L/L,15000,18,0,,,,,,,,,0,,,,,,,,,,,,,,
14,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830475,29,JT Amaral,,,So,C,6-0,R/R,15000,25,13,0.125,0.300,0.229,6,48,6,2,,11,1,5,7,5,,,14,,1,1,5,,,
15,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830476,38,Mike Campagna,,,Sr,C,6-2,R/R,15000,42,42,0.260,0.383,0.393,18,150,39,6,1,59,4,30,26,5,2,,34,4,,1,,,3,
16,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830477,1,Ryan Martinez,,,So,INF,5-10,R/R,15000,36,31,0.222,0.298,0.282,17,117,26,1,,33,2,12,12,1,1,1,25,1,1,3,3,,1,
17,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830478,10,Zach Griffin,,,Sr,C,6-2,R/R,15000,18,13,0.163,0.268,0.286,7,49,8,3,,14,1,4,5,2,,,19,1,,,,,,
18,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830480,37,Blake Wittman,,,So,P,6-0,R/R,15000,5,0,,,,,,,,,0,,,,,,,,,,,,,,
19,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830481,33,Patrick Keighran,,,So,INF,6-2,R/R,15000,34,31,0.255,0.394,0.480,23,102,26,3,1,49,6,18,18,6,1,,37,,,,1,,,
20,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830482,9,James Porter,,,So,INF,6-2,R/R,15000,1,0,0.000,0.000,0.000,,1,,,,0,,,,,,,1,,,,,,,
21,2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830483,24,Adam Shew,,,So,P,6-2,B/R,15000,12,12,,,,,,,,,0,,,,,,,,,,,,,,
22,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011062,30,Ryan Yerby,,,Sr,P,6-4,L/R,15000,17,6,,,,,,,,,0,,,,,,,,,,,,,,
23,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011066,44,Matt Thomas,,,So,INF,6-2,L/L,15000,16,10,0.238,0.347,0.452,5,42,10,1,1,19,2,4,7,,,,19,,,,,1,,
24,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011058,22,Blake Atkins,,,Sr,INF,6-1,R/R,15000,33,30,0.206,0.295,0.262,14,107,22,1,1,28,1,16,11,3,1,4,19,2,1,,2,1,1,
25,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011064,36,Aidan Schraeder,,,Sr,P,6-0,,15000,2,0,,,,,,,,,0,,,,,,,,,,,,,,
26,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011067,48,Logan Azem,,,Jr,OF,5-10,L/R,15000,14,8,0.265,0.381,0.294,4,34,9,1,,10,,2,5,2,1,1,7,1,,,1,,1,
27,2023,2022-23,MBA,629,San Francisco,1,I,WCC,8010183,8,Darius Foster,,,Sr,OF,6-0,L/R,15000,30,19,0.173,0.261,0.284,12,81,14,6,,23,1,5,8,2,1,2,26,1,4,1,9,,,
