,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7985446,20,Will Banks,,,Fr,UT,6-6,,15000,14,0,,,,,,,,,0,,,,,,,,,,,,,,
1,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825990,7,Jacob Hinderleider,,,Sr,SS,6-1,R/R,15000,48,44,0.282,0.335,0.481,36,181,51,15,,87,7,43,16,1,5,,48,4,2,1,5,,4,
2,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825992,1,Anthony Mase,,,Sr,UT,-,,15000,3,0,0.000,0.000,0.000,,4,,,,0,,,,,,,3,,,,,,,
3,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825993,12,Joe Haney,,,Jr,INF,6-1,,15000,15,2,0.083,0.214,0.083,4,12,1,,,1,,1,2,,,,8,1,,,,,1,
4,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825994,42,Bennett Flynn,,,Sr,P,6-1,R/R,15000,20,4,,,,,,,,,0,,,,,,,,,,,,,,
5,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825995,9,Jake Wilhoit,,,Jr,INF,6-0,,15000,39,34,0.298,0.418,0.524,30,124,37,11,1,65,5,28,19,8,2,2,27,2,,,1,,2,
6,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825996,5,Michael Carico,,,Jr,C,-,,15000,21,21,0.350,0.514,0.688,24,80,28,6,,55,7,18,17,10,,,14,2,,1,1,5,2,
7,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825997,35,Jacob Peaden,,,Sr,P,6-2,R/R,15000,13,11,,,,,,,,,0,,,,,,,,,,,,,,
8,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825998,26,Ryan Kutz,,,Sr,P,6-1,R/R,15000,1,1,,,,,,,,,0,,,,,,,,,,,,,,
9,2023,2022-23,MBA,173,Davidson,1,I,Atlantic 10,7825999,18,Jake Dunagan,,,Jr,INF,6-0,,15000,15,0,0.143,0.455,0.143,1,7,1,,,1,,,4,,,,5,,,,,,,
