,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447863,5,Matthew Pena,,,Fr,1B,6-0,L/L,15082,8,1,4,,4,,1.000,,,,,1,,
1,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447864,6,Will Linberg,,,So,UT,6-2,L/L,15082,36,25,233,8,242,1,0.996,,,,,18,,
2,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447869,12,Gerald Hanson,,,So,P,5-8,R/L,15082,11,0,1,,1,,1.000,,,1,,,,1.000
3,2024,2023-24,MBA,101,CSUN,1,I,Big West,8266906,3,Nathan Barraza,,,Sr,UT,6-3,R/R,15082,41,29,237,15,253,1,0.996,,,,,25,,
4,2024,2023-24,MBA,101,CSUN,1,I,Big West,8272629,21,Thomas Bainton,,,Jr,P,6-3,R/R,15082,15,15,3,9,12,,1.000,,,3,1,,,3.000
5,2024,2023-24,MBA,101,CSUN,1,I,Big West,8274996,51,Shunsuke Sakaino,,,Jr,INF,5-8,L/R,15082,52,52,86,144,232,2,0.991,,,,,41,,
6,2024,2023-24,MBA,101,CSUN,1,I,Big West,8267074,20,Neil Feist,,,Jr,P,6-3,R/R,15082,3,0,,,0,,,,,,,,,
7,2024,2023-24,MBA,101,CSUN,1,I,Big West,8274082,23,Jakob Simons,,,Sr,OF,5-9,R/R,15082,54,54,127,5,134,2,0.985,,,,,3,,
8,2024,2023-24,MBA,101,CSUN,1,I,Big West,8266105,9,Hayden Cody,,,Jr,P,6-2,R/R,15082,11,0,,3,3,,1.000,,,4,1,,,3.000
9,2024,2023-24,MBA,101,CSUN,1,I,Big West,8271835,27,Mason Le,,,Sr,INF,5-9,R/R,15082,52,46,56,156,216,4,0.981,,,,,28,,
10,2024,2023-24,MBA,101,CSUN,1,I,Big West,8266356,31,Ben Griffin,,,Sr,OF,6-1,R/R,15082,46,41,163,23,190,4,0.979,1,2,17,7,2,,10.333
11,2024,2023-24,MBA,101,CSUN,1,I,Big West,8260403,13,Kenji Pallares,,,Jr,P,6-2,R/R,15082,15,3,3,7,11,1,0.909,,,6,1,,,3.500
12,2024,2023-24,MBA,101,CSUN,1,I,Big West,8272157,16,Ryan Wentz,,,Sr,P,6-4,R/R,15082,14,1,1,4,5,,1.000,,,1,,,,1.000
13,2024,2023-24,MBA,101,CSUN,1,I,Big West,8275959,2,Andrew Sojka,,,Sr,OF,6-1,L/R,15082,44,35,91,4,97,2,0.979,,,,,1,,
14,2024,2023-24,MBA,101,CSUN,1,I,Big West,8286456,44,Joshua Romero,,,Sr,P,6-0,R/R,15082,24,0,1,2,3,,1.000,,,2,1,,,1.500
15,2024,2023-24,MBA,101,CSUN,1,I,Big West,8279325,33,Kevin Fitzer,,,Jr,INF,6-3,R/R,15082,46,45,32,2,35,1,0.971,,,,,,,
16,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447891,26,Conner Stewart,,,Jr,C,6-3,R/R,15082,24,16,130,14,146,2,0.986,,2,7,3,2,,5.500
17,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447895,30,Gabriel Hernandez,,,Fr,P,5-10,R/R,15082,11,0,,,2,2,0.000,,,,,,,
18,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447900,35,Smith Chandler,,,Fr,INF,5-10,R/R,15082,7,0,1,,1,,1.000,,,,,,,
19,2024,2023-24,MBA,101,CSUN,1,I,Big West,8283233,11,Bren Wilkinson,,,So,C,5-10,R/R,15082,21,10,83,8,93,2,0.978,2,4,7,3,,,3.800
20,2024,2023-24,MBA,101,CSUN,1,I,Big West,8283774,38,Brandon Leon,,,So,OF,6-0,L/L,15082,1,1,1,,1,,1.000,,,,,,,
21,2024,2023-24,MBA,101,CSUN,1,I,Big West,8281408,41,Diego Gutierrez,,,So,P,6-2,R/R,15082,16,5,2,7,9,,1.000,,,1,2,1,,1.000
22,2024,2023-24,MBA,101,CSUN,1,I,Big West,8280152,19,Kamau Neighbors,,,Sr,INF,5-9,B/R,15082,54,54,42,109,161,10,0.938,,,,,10,,
23,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447911,46,Trent Abel,,,Fr,INF,5-11,R/R,15082,17,5,11,21,33,1,0.970,,,,,3,,
24,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447878,18,Hayden Hall,,,So,P,5-11,R/R,15082,20,0,1,5,7,1,0.857,,,2,1,,,1.500
25,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447871,14,Braden Wauschek,,,Fr,P,6-3,R/R,15082,5,1,,1,1,,1.000,,,5,,,,3.000
26,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447885,25,Adan Perez,,,Jr,P,6-4,R/R,15082,9,0,,,0,,,,,,,,,
27,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447894,29,Andrew Parker,,,Fr,P,5-10,R/R,15082,3,0,,1,1,,1.000,,,,,,,
28,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447913,47,Jehee Lee,,,Fr,C,5-10,R/R,15082,2,1,,,0,,,,,,,,,
29,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447881,22,Destin Allen-Fox,,,Fr,P,5-11,L/L,15082,9,5,,1,1,,1.000,,,,1,,,
30,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447901,36,Blake Ignaciak,,,Jr,P,6-3,R/R,15082,20,0,1,4,5,,1.000,,,,,,,
31,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447915,50,Roberto Gonzalez,,,Jr,INF,5-7,L/R,15082,26,9,5,9,15,1,0.933,,,,,1,,
32,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447910,45,Jarren Sanderson,,,Fr,OF,6-6,R/R,15082,39,35,48,3,52,1,0.981,,,,,,,
33,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447862,4,Ryan Halamicek,,,Fr,P,6-4,L/R,15082,16,14,6,6,12,,1.000,,,2,2,,,2.000
34,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447865,10,Justin Vose,,,Jr,P,6-4,R/L,15082,18,7,,3,3,,1.000,,,3,1,,,3.000
35,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447898,34,Lucas Casey,,,Fr,P,6-2,R/R,15082,7,2,2,1,3,,1.000,,,1,1,,,1.000
36,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447908,43,Andrew Gauna,,,Jr,OF,6-4,R/R,15082,38,27,65,2,68,1,0.985,,,,,,,
37,2024,2023-24,MBA,101,CSUN,1,I,Big West,8447917,55,Joshua Martinez,,,Fr,P,6-2,L/L,15082,11,1,,1,1,,1.000,,,,1,,,
