,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8259508,28,Anthony DePino,,,Jr,INF,5-10,R/R,15082,47,46,40,107,161,14,0.913,,,,,9,,
1,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8259644,33,Jack Hopko,,,So,1B,6-0,L/L,15082,43,40,94,6,102,2,0.980,,,,,4,,
2,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8259712,42,Michael Anderson,,,So,UT,6-3,R/R,15082,47,45,227,12,239,,1.000,,,,,13,,
3,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8262189,41,Nicholas Toro,,,So,C,6-1,R/R,15082,13,6,50,2,52,,1.000,,3,8,2,,,3.500
4,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8277930,39,Connor Grotyohann,,,So,1B,6-5,R/R,15082,36,22,13,1,16,2,0.875,,,8,,,,6.000
5,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8259904,22,Eric Genther,,,Jr,C,6-2,L/R,15082,46,43,71,,73,2,0.973,,,,,,,
6,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8266035,1,Will Hindle,,,So,INF,5-10,R/R,15082,31,26,29,2,32,1,0.969,,,,,,,
7,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8267191,7,Ryan King,,,So,INF,5-9,R/R,15082,14,4,1,2,4,1,0.750,,,,,1,,
8,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8264750,8,Brandon Hsu,,,So,P,5-9,R/R,15082,13,5,3,2,5,,1.000,,,2,1,1,,2.000
9,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8277011,4,Trystan Levesque,,,Sr,P,5-10,L/L,15082,2,2,,,0,,,,,,,,,
10,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8265064,24,Connor Johnston,,,So,P,6-3,R/R,15082,8,5,3,3,7,1,0.857,,,2,,,,2.000
11,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8259097,21,Sean Sposato,,,Sr,P,6-1,R/R,15082,14,12,6,16,24,2,0.917,,,9,3,,,5.800
12,2024,2023-24,MBA,572,Rhode Island,1,I,Atlantic 10,8270941,15,Jeremy Urena,,,So,P,6-0,R/R,15082,21,2,,8,9,1,0.889,,,6,,,,6.000
