,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8714771,0,UNKNOWN TW,,,N/A,1b,-,,15082,1,1,7,,7,,1.000,,,,,1,,
1,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8714769,0,UNKNOWN EL,,,N/A,2b,-,,15082,1,1,1,3,4,,1.000,,,,,1,,
2,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8714770,0,UNKNOWN Steve,,,N/A,rf,-,,15082,1,1,4,,4,,1.000,,,,,,,
3,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589460,1,Chauncey Adams,,,Sr,INF,5-10,,15082,19,14,19,32,57,6,0.895,,,10,,4,,3.000
4,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8264271,22,Gabriel Fuentes,,,So,P,5-6,,15082,18,14,10,22,34,2,0.941,,,10,3,2,,4.167
5,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8278168,25,Steven Huggins,,,So,1B,6-5,,15082,32,32,146,5,163,12,0.926,,,10,1,6,,2.750
6,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8268312,24,Austin Walls,,,Sr,UT,6-0,,15082,8,7,2,3,10,5,0.500,,,,,,,
7,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8271999,21,Amir Morgan,,,Jr,INF,6-0,,15082,10,7,8,3,13,2,0.846,,,,,,,
8,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8266567,17,Tre'Bion Lindsay,,,So,C,5-10,,15082,12,10,41,3,45,1,0.978,,12,48,2,,,7.667
9,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8280236,26,Kai Finch,,,So,C,5-6,,15082,26,25,97,17,122,8,0.934,,17,100,11,,,17.390
10,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8279165,12,Justin Shelby,,,Sr,INF,6-0,,15082,11,9,6,24,37,7,0.811,,,11,1,3,,1.833
11,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8280493,11,Clayton Dyer,,,So,OF,6-0,,15082,21,16,25,2,29,2,0.931,,,13,1,,,4.500
12,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8282037,28,Austin Lampley,,,So,P,6-2,,15082,1,1,1,,1,,1.000,,2,1,,,,1.000
13,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8285916,5,Eldrion Harvell,,,Jr,SS,6-2,,15082,27,25,35,39,86,12,0.860,,,11,,1,,4.000
14,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589468,19,Ryan Meglis,,,Fr,OF,6-0,,15082,25,23,53,3,62,6,0.903,,,9,1,1,,1.667
15,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589462,13,Jerry Willis,,,Fr,P,5-7,,15082,25,25,40,45,101,16,0.842,,,11,1,3,,3.667
16,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8596964,23,Jojo Mann,,,Jr,p,-,,15082,13,10,5,8,15,2,0.867,,,33,2,,,7.375
17,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8596963,8,Jeremy Kelly,,,Jr,lf,-,,15082,28,26,39,,45,6,0.867,,,,,,,
18,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8591468,4,Vincent Norvell,,,So,C,5-10,,15082,13,5,1,1,5,3,0.400,,3,43,5,,,8.238
19,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8591477,15,Zion LaGrone,,,So,P,6-2,,15082,32,30,71,35,115,9,0.922,,,6,1,2,,3.500
20,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8683282,31,BRANDON JACKSON,,,Fr,dh,-,,15082,4,3,12,,12,,1.000,,,,,,,
21,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8684932,3,D. Price,,,Fr,,-,,15082,1,0,1,2,3,,1.000,,,,,,,
22,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589466,16,Cameron Williams,,,So,OF,6-0,,15082,10,6,20,1,22,1,0.955,,,2,,,,1.000
23,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589469,2,Mason Bevelle,,,So,OF,6-0,,15082,21,17,30,1,33,2,0.939,,,,,,,
24,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589464,14,Phillip Edwards,,,Sr,P,5-11,,15082,6,4,18,,19,1,0.947,,,,,,,
25,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589472,9,Zachi Clark,,,Sr,OF,6-0,,15082,8,3,8,,8,,1.000,,,,,,,
