,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8277730,32,Josh Pyne,,,Jr,INF,6-0,R/R,15082,60,60,36,83,130,11,0.915,,,,,2,,
1,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8270001,38,Cooper Katskee,,,So,P,6-4,R/R,15082,3,0,,,1,1,0.000,,,,,,,
2,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8273857,8,Tyler Cerny,,,So,INF,6-2,R/R,15082,60,60,80,142,238,16,0.933,,,,,21,,
3,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8270172,28,Sam Murrison,,,Sr,OF,5-11,R/R,15082,7,0,,,0,,,,,,,,,
4,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8262537,51,Brayden Risedorph,,,So,P,6-3,R/R,15082,21,7,1,7,8,,1.000,,,3,,,,2.000
5,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8264946,10,Morgan Colopy,,,Sr,OF,6-1,R/R,15082,31,21,39,1,41,1,0.976,,,,,,,
6,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8273327,9,Brock Tibbitts,,,Jr,C,6-4,R/R,15082,46,46,322,22,349,5,0.986,,3,5,5,17,,3.000
7,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8265156,23,Joey Brenczewski,,,So,P,6-3,B/R,15082,50,42,172,5,180,3,0.983,,,,,9,,
8,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8271016,29,Ryan Kraft,,,Jr,P,6-4,L/L,15082,16,2,1,6,8,1,0.875,,,1,1,,,1.000
9,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8260516,55,Aydan Decker-Petty,,,So,P,6-5,R/R,15082,16,1,2,6,11,3,0.727,,,4,,,,4.000
10,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8266662,30,Seti Manase,,,Sr,P,6-4,R/R,15082,7,1,1,1,3,1,0.667,,,,,,,
11,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8287487,18,Grant Holderfield,,,So,P,6-3,L/L,15082,9,0,,1,1,,1.000,,,,,,,
12,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8279082,14,Connor Foley,,,So,P,6-5,R/R,15082,14,14,2,4,7,1,0.857,,,7,1,,,6.000
13,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8279145,42,Austin Bode,,,Jr,C,6-0,L/R,15082,17,6,,,0,,,,,,,,,
14,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8281906,31,Evan Whiteaker,,,So,P,6-4,R/R,15082,8,0,,1,1,,1.000,,,1,,,,1.000
15,2024,2023-24,MBA,306,Indiana,1,I,Big Ten,8280833,3,Carter Mathison,,,Jr,OF,6-2,L/L,15082,60,60,145,1,146,,1.000,,,,,,,
