,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8272480,21,Jared Quandt,,,Jr,OF,6-0,B/R,15082,37,14,46,1,48,1,0.979,,,,,,,
1,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8260803,18,Nainoa Cardinez,,,Sr,P,6-2,R/R,15082,10,4,,,0,,,,,,1,,,
2,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8267309,4,Ben Zeigler-Namoa,,,Jr,UT,6-1,L/L,15082,46,42,160,9,170,1,0.994,,,,,6,,
3,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456547,19,Austin Machado,,,Jr,C,6-1,L/R,15082,52,52,147,11,159,1,0.994,,2,11,5,,,7.500
4,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8263946,12,Tai Atkins,,,Sr,P,5-10,L/L,15082,10,0,1,1,3,1,0.667,,,,,,,
5,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8259196,50,Alex Giroux,,,Jr,P,6-0,R/R,15082,21,5,2,2,5,1,0.800,,,6,2,,,5.000
6,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8265246,37,Matthew Miura,,,So,OF,6-0,R/R,15082,53,53,112,4,116,,1.000,,,,,1,,
7,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8265354,6,Kyson Donahue,,,Sr,INF,6-3,L/R,15082,51,48,322,27,350,1,0.997,,,,,26,,
8,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8287582,20,Naighel Calderon,,,Sr,OF,5-9,R/R,15082,36,12,32,1,35,2,0.943,,,,,,,
9,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8282854,41,Harrison Bodendorf,,,So,P,6-5,R/L,15082,20,11,2,13,15,,1.000,,,2,1,1,,2.000
10,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8286587,3,Jordan Donahue,,,Jr,INF,5-10,L/R,15082,51,50,66,110,182,6,0.967,,,,,21,,
11,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8284238,9,Stone Miyao,,,Sr,INF,5-10,L/R,15082,41,29,55,76,133,2,0.985,,,,,10,,
12,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456544,8,Dallas Duarte,,,Sr,C,5-9,R/R,15082,53,52,322,17,342,3,0.991,1,3,17,4,2,,14.000
13,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456550,15,Rylen Bayne,,,Jr,P,6-1,R/R,15082,2,0,,1,2,1,0.500,,,,,,,
14,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456553,26,Isaiah Magdaleno,,,Fr,P,6-3,R/R,15082,12,4,,5,6,1,0.833,,,1,2,,,1.000
15,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456554,28,Danny Veloz,,,Jr,P,6-1,R/R,15082,22,2,1,2,4,1,0.750,,,1,2,,,1.000
16,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456555,32,Hunter Faildo,,,Jr,C,5-10,R/R,15082,1,0,,,0,,,,,,,,,
17,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456557,36,Sebastian Gonzalez,,,Fr,P,5-10,L/L,15082,13,2,2,3,5,,1.000,,,4,,1,,4.000
18,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456562,52,Zacary Tenn,,,Fr,P,6-0,R/R,15082,13,0,3,3,8,2,0.750,,,1,1,,,1.000
19,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8285798,35,Tyler Dyball,,,Sr,P,6-2,R/R,15082,14,0,4,1,5,,1.000,,,2,1,1,,2.000
20,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8279780,27,Bronson Rivera,,,Jr,INF,6-2,L/R,15082,6,1,12,1,13,,1.000,,,,,1,,
21,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8278567,5,Aaron Ujimori,,,Sr,INF,5-9,B/R,15082,12,1,,2,3,1,0.667,,,,,,,
22,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8279944,7,Connor Harrison,,,Sr,P,6-0,L/L,15082,25,3,1,3,4,,1.000,,,5,,,,5.000
23,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8280070,24,Sean Rimmer,,,Sr,OF,6-3,R/R,15082,29,19,21,1,24,2,0.917,,,,,,,
24,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8285042,31,Blake Hiraki,,,Sr,C,5-11,R/R,15082,7,0,13,1,15,1,0.933,,,,,,,
25,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456563,54,Brayden Marx,,,Fr,P,6-0,R/R,15082,14,1,,1,1,,1.000,,,1,1,,,1.000
26,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456546,2,Jake Tsukada,,,Sr,INF,5-9,L/R,15082,48,45,55,51,108,2,0.981,,,,,11,,
27,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456552,25,Kamana Nahaku,,,Jr,OF,5-9,R/R,15082,34,3,7,,7,,1.000,,,,,,,
28,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456556,33,Hunter Gotschall,,,Fr,P,6-0,R/R,15082,7,0,2,2,4,,1.000,,,,,,,
29,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456558,43,Kyle Dobyns,,,Jr,P,6-5,R/R,15082,4,0,,1,1,,1.000,,,,,,,
30,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456559,48,Myles Standish,,,Fr,P,6-0,L/L,15082,6,0,,,0,,,,,,,,,
31,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456560,49,Dylan Waite,,,Jr,P,6-2,L/L,15082,6,0,,1,1,,1.000,,,,,,,
32,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456564,34,DJ Akiyama,,,Jr,INF,6-1,B/R,15082,1,0,,,0,,,,,,,,,
33,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456543,13,Randy Abshier,,,Sr,P,6-4,L/L,15082,15,15,,6,7,1,0.857,,,3,3,,,2.500
34,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456545,44,Cory Ronan,,,So,P,6-2,L/L,15082,5,3,,,1,1,0.000,,,,,,,
35,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456549,1,Elijah Ickes,,,Fr,INF,6-0,R/R,15082,53,53,41,113,166,12,0.928,,,,,11,,
36,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456551,17,Itsuki Takemoto,,,Fr,UT,6-3,L/R,15082,24,6,,5,6,1,0.833,,,2,,1,,2.000
37,2024,2023-24,MBA,277,Hawaii,1,I,Big West,8456565,38,Charlie Adamson,,,Jr,P,6-4,R/R,15082,3,0,,,0,,,,,,,,,
