,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,5,Akron,1,I,MAC,8276708,34,Michael Sprockett,,,Jr,C,5-10,,15082,42,38,241,28,274,5,0.982,2,8,58,10,,,20.383
1,2024,2023-24,MBA,5,Akron,1,I,MAC,8271517,20,Sean Perkins,,,Jr,P,6-4,,15082,21,0,1,3,7,3,0.571,,,2,,,,2.000
2,2024,2023-24,MBA,5,Akron,1,I,MAC,8270806,8,Yassir Kahook,,,Sr,P,5-11,,15082,25,0,1,2,3,,1.000,,,9,2,,,8.000
3,2024,2023-24,MBA,5,Akron,1,I,MAC,8280352,9,Sam Seeker,,,Sr,UT,6-2,L/L,15082,52,50,131,6,139,2,0.986,,,,,1,,
4,2024,2023-24,MBA,5,Akron,1,I,MAC,8280369,23,Max Bowman,,,Sr,UT,6-0,,15082,53,52,207,32,246,7,0.972,,,,,11,,
5,2024,2023-24,MBA,5,Akron,1,I,MAC,8286552,16,Ian Pennington,,,Jr,OF,6-3,,15082,8,7,11,,12,1,0.917,,,,,,,
6,2024,2023-24,MBA,5,Akron,1,I,MAC,8279402,32,Anthony Fett,,,Sr,P,6-4,,15082,19,2,,7,10,3,0.700,,,7,2,,,5.500
7,2024,2023-24,MBA,5,Akron,1,I,MAC,8283260,30,Jack Poist,,,Sr,OF,5-10,,15082,51,47,92,,94,2,0.979,,,,,,,
8,2024,2023-24,MBA,5,Akron,1,I,MAC,8287153,25,Spencer Atkins,,,Sr,P,6-2,,15082,16,12,4,4,10,2,0.800,,,4,3,,,2.667
9,2024,2023-24,MBA,5,Akron,1,I,MAC,8281179,22,Jacob  Beall,,,Jr,P,6-3,,15082,18,0,1,2,4,1,0.750,,,5,1,,,2.500
10,2024,2023-24,MBA,5,Akron,1,I,MAC,8278957,33,Andrew Horvath,,,Jr,C,6-1,,15082,16,14,82,8,90,,1.000,,3,14,5,,,8.167
11,2024,2023-24,MBA,5,Akron,1,I,MAC,8418804,2,Ben  Bromaugh,,,Jr,OF,5-11,R/R,15082,23,1,10,1,11,,1.000,,,,,,,
12,2024,2023-24,MBA,5,Akron,1,I,MAC,8418851,17,Jack Kelley,,,Jr,P,6-1,R/R,15082,19,8,1,7,8,,1.000,,,3,1,1,,3.000
13,2024,2023-24,MBA,5,Akron,1,I,MAC,8418896,44,Charlie Schebler,,,Fr,INF,6-2,L/R,15082,41,34,27,47,79,5,0.937,,,,,5,,
14,2024,2023-24,MBA,5,Akron,1,I,MAC,8418836,11,Jared Schaeffer,,,So,P,6-0,,15082,13,13,5,12,18,1,0.944,,,15,5,,,6.067
15,2024,2023-24,MBA,5,Akron,1,I,MAC,8418853,18,Josiah Ross,,,Fr,P,6-1,R/R,15082,18,0,,3,5,2,0.600,,,4,,,,3.000
16,2024,2023-24,MBA,5,Akron,1,I,MAC,8418869,26,Ryan Brown,,,So,C,6-2,,15082,7,3,21,6,28,1,0.964,,,7,2,,,1.750
17,2024,2023-24,MBA,5,Akron,1,I,MAC,8418870,28,James Strom,,,Jr,INF,6-3,L/L,15082,37,21,176,11,190,3,0.984,,,,,9,,
18,2024,2023-24,MBA,5,Akron,1,I,MAC,8418874,29,Evan Bottone,,,Fr,OF,5-9,L/R,15082,53,52,132,,132,,1.000,,,,,,,
19,2024,2023-24,MBA,5,Akron,1,I,MAC,8418888,38,Dawson Tourney,,,So,P,6-0,L/L,15082,13,11,1,10,11,,1.000,,,11,2,,,6.167
20,2024,2023-24,MBA,5,Akron,1,I,MAC,8418829,7,Fisher Pyatt,,,Jr,INF,6-0,L/R,15082,43,40,50,113,170,7,0.959,,,,,13,,
21,2024,2023-24,MBA,5,Akron,1,I,MAC,8418842,13,Michael Orlowski,,,Sr,P,5-11,,15082,7,0,,,0,,,,,2,,,,2.000
22,2024,2023-24,MBA,5,Akron,1,I,MAC,8418857,19,Elijah  Griffith,,,Fr,P,6-2,R/R,15082,14,6,,4,4,,1.000,,,11,,,,5.000
23,2024,2023-24,MBA,5,Akron,1,I,MAC,8418876,31,Reece Sutphin,,,Fr,P,5-11,L/L,15082,5,0,1,2,4,1,0.750,,,1,2,,,0.500
24,2024,2023-24,MBA,5,Akron,1,I,MAC,8418894,40,Emmett Gillies,,,Fr,P,6-3,R/R,15082,20,2,1,4,5,,1.000,,,3,3,,,2.000
25,2024,2023-24,MBA,5,Akron,1,I,MAC,8418898,45,Tre Rex,,,Fr,P,6-5,L/L,15082,7,0,,1,1,,1.000,,,3,1,,,2.000
26,2024,2023-24,MBA,5,Akron,1,I,MAC,8418802,1,Austin Lafferty,,,Fr,OF,5-11,R/R,15082,34,24,24,,24,,1.000,,,,,,,
27,2024,2023-24,MBA,5,Akron,1,I,MAC,8418821,5,Nick Kemper,,,Jr,C,6-1,,15082,7,2,2,,3,1,0.667,,1,1,,,,1.000
28,2024,2023-24,MBA,5,Akron,1,I,MAC,8418805,3,Charlie Rhee,,,Sr,OF,5-10,R/R,15082,32,20,35,52,89,2,0.978,,,,,10,,
29,2024,2023-24,MBA,5,Akron,1,I,MAC,8418807,4,Henry Hayman,,,Jr,INF,6-1,R/R,15082,30,24,14,38,62,10,0.839,,,,,2,,
30,2024,2023-24,MBA,5,Akron,1,I,MAC,8418863,21,Breydan Cavey,,,Sr,INF,6-0,,15082,33,24,71,27,103,5,0.951,,,,,6,,
31,2024,2023-24,MBA,5,Akron,1,I,MAC,8418882,36,Nicky Sackett,,,Fr,INF,5-11,R/R,15082,38,33,27,65,99,7,0.929,,,,,5,,
