,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8276106,17,Alejandro Valiente,,,Jr,P,6-0,R/R,15082,10,0,2,2,4,,1.000,,,5,1,1,,4.000
1,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8277892,27,Chase Kriebel,,,So,P,6-1,L/L,15082,14,12,,12,14,2,0.857,,,6,3,,,5.000
2,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8270217,31,Harrison Povey,,,Jr,UT,6-4,L/R,15082,56,56,146,4,150,,1.000,,,,,1,,
3,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8261265,39,David Parker,,,Jr,C,5-10,R/R,15082,11,6,1,,1,,1.000,,,1,,,,1.000
4,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8269696,4,Jacob Lojewski,,,Sr,C,5-10,R/R,15082,56,56,85,130,226,11,0.951,,1,,,30,,
5,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8274602,20,Mac Moise,,,Sr,C,6-0,R/R,15082,53,51,392,38,438,8,0.982,,10,76,15,2,,30.550
6,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8287562,23,Armani Newton,,,So,1B,6-2,,15082,23,12,15,,17,2,0.882,,,,,,,
7,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8286645,35,Dawson Place,,,Sr,P,6-3,R/R,15082,5,2,19,,19,,1.000,,,,,2,,
8,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8283058,16,Justin Henschel,,,So,P,6-3,R/R,15082,18,8,4,9,14,1,0.929,,,9,2,1,,7.000
9,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8279525,14,Connor O'Hara,,,Sr,C,6-2,R/R,15082,12,0,,,0,,,,,3,1,,,2.000
10,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8286967,40,Dylan Wolff,,,Jr,P,6-0,R/R,15082,6,0,,,0,,,,,,,,,
11,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8281011,12,Will Haberstock,,,Sr,P,6-3,R/R,15082,10,0,1,,1,,1.000,,,1,,,,1.000
12,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426261,8,Nick Love,,,Sr,P,6-1,R/R,15082,17,1,1,7,10,2,0.800,,,13,3,1,,5.667
13,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426263,1,Jake McKee,,,Jr,OF,5-10,R/R,15082,23,15,22,,23,1,0.957,,,,,,,
14,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426266,10,Anthony Ursitti,,,Jr,P,6-7,,15082,8,4,,3,3,,1.000,,,4,,,,4.000
15,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426273,13,Javier Gorostola,,,Fr,1B,6-0,R/R,15082,49,49,33,63,104,8,0.923,,,,,4,1,
16,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426275,18,Cameron Bye,,,Sr,P,6-0,R/R,15082,16,5,3,2,6,1,0.833,,,3,1,,,3.000
17,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426283,26,Ryland Bozenhard,,,Fr,P,6-0,R/R,15082,14,0,1,3,5,1,0.800,,,4,1,,,4.000
18,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426282,25,Evan Dempsey,,,Fr,OF,6-2,R/R,15082,50,46,67,1,69,1,0.986,,,1,,1,,1.000
19,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426250,2,Ian Farrow,,,Sr,OF,6-0,R/R,15082,47,47,53,2,58,3,0.948,,,,,,,
20,2024,2023-24,MBA,28755,FGCU,1,I,ASUN,8426278,21,Trevor Kole,,,Jr,INF,6-0,R/R,15082,42,35,37,75,118,6,0.949,,,,,12,1,
