,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,404,Memphis,1,I,AAC,8266756,26,Austin Baskin,,,Sr,UT,5-11,R/R,15082,55,55,51,84,147,12,0.918,,,,,8,,
1,2024,2023-24,MBA,404,Memphis,1,I,AAC,8264529,6,Jake Curtis,,,Sr,UT,5-10,R/R,15082,54,54,106,162,285,17,0.940,,,3,3,38,,2.000
2,2024,2023-24,MBA,404,Memphis,1,I,AAC,8262277,35,Jonah Sutton,,,Jr,C,5-9,R/R,15082,35,19,176,18,198,4,0.980,,3,22,10,,,10.967
3,2024,2023-24,MBA,404,Memphis,1,I,AAC,8269191,15,Logan Rushing,,,So,P,6-0,R/L,15082,17,3,1,4,5,,1.000,,,3,2,1,,2.500
4,2024,2023-24,MBA,404,Memphis,1,I,AAC,8258860,28,David Warren,,,Sr,P,6-3,R/R,15082,15,14,6,12,18,,1.000,,,6,7,1,,4.000
5,2024,2023-24,MBA,404,Memphis,1,I,AAC,8260429,21,JT Durham,,,Sr,P,6-0,L/L,15082,17,4,,3,5,2,0.600,,,8,4,,,6.667
6,2024,2023-24,MBA,404,Memphis,1,I,AAC,8261638,25,Cade Davis,,,So,P,6-6,R/R,15082,8,5,1,2,3,,1.000,,,,,,,
7,2024,2023-24,MBA,404,Memphis,1,I,AAC,8263039,37,Ethan Vandament,,,So,P,6-1,R/R,15082,3,0,,,0,,,,,,,,,
8,2024,2023-24,MBA,404,Memphis,1,I,AAC,8267982,41,Caden Robinson,,,So,P,6-0,R/R,15082,14,14,5,8,13,,1.000,,,2,,1,,2.000
9,2024,2023-24,MBA,404,Memphis,1,I,AAC,8287520,27,Luke Ellis,,,So,P,6-1,L/L,15082,14,7,,8,9,1,0.889,,,11,2,,,7.000
10,2024,2023-24,MBA,404,Memphis,1,I,AAC,8282717,24,Jackson Lyons,,,Sr,P,6-1,R/R,15082,24,0,,2,3,1,0.667,,,2,,,,2.000
11,2024,2023-24,MBA,404,Memphis,1,I,AAC,8281872,18,Seth Garner,,,So,UT,6-2,R/R,15082,17,8,3,6,11,2,0.818,,,5,5,2,,3.333
12,2024,2023-24,MBA,404,Memphis,1,I,AAC,8282080,2,Shane Cox,,,So,INF,6-2,R/R,15082,40,24,200,20,222,2,0.991,,,,,25,,
13,2024,2023-24,MBA,404,Memphis,1,I,AAC,8286905,4,Tyler Heckert,,,Sr,INF,6-1,R/R,15082,27,2,9,12,21,,1.000,,,,,4,,
14,2024,2023-24,MBA,404,Memphis,1,I,AAC,8279848,44,CJ Willis,,,Fr,INF,6-2,L/R,15082,8,1,3,,3,,1.000,,,,,,,
15,2024,2023-24,MBA,404,Memphis,1,I,AAC,8286025,34,Brennan DuBose,,,Sr,C,6-0,R/R,15082,45,37,252,34,290,4,0.986,,14,30,17,1,,17.250
16,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417722,1,Will Marcy,,,Jr,UT,6-3,R/R,15082,38,38,92,,93,1,0.989,,,,,,,
17,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417727,14,Brayden Sanders,,,Jr,P,6-0,L/R,15082,23,0,,2,2,,1.000,,,3,2,,,2.000
18,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417729,16,Seth Cox,,,Jr,UT,6-5,R/R,15082,43,29,13,,14,1,0.929,,,,,,,
19,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417777,50,Jonah Posey,,,Jr,P,6-3,R/R,15082,9,0,2,2,4,,1.000,,,1,2,,,1.000
20,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417739,36,Ryan Hunter,,,Fr,OF,6-0,R/R,15082,10,1,,,0,,,,,,,,,
21,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417724,7,Kylan Stepter,,,Jr,P,6-1,R/R,15082,10,0,2,2,4,,1.000,,,,1,,,
22,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417725,9,Alex Fernandes,,,Jr,INF,5-10,L/R,15082,46,37,71,3,78,4,0.949,,,,,,,
23,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417730,20,Daunte Stuart,,,Sr,INF,5-11,R/R,15082,55,55,86,141,231,4,0.983,,,,,35,,
24,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417732,23,Riley Davis,,,Sr,C,6-1,R/R,15082,27,17,19,,20,1,0.950,,,,,,,
25,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417733,29,Malik Harris,,,Fr,UT,6-5,R/R,15082,12,0,,1,1,,1.000,,,7,3,,,2.667
26,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417738,32,Kevin Okins,,,Jr,C,6-0,R/R,15082,5,0,,,0,,,,,,,,,
27,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417743,38,Brandon Chorzelewski,,,Jr,P,5-11,L/L,15082,16,0,1,4,5,,1.000,,,1,3,,,0.333
28,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417771,48,Waylon Sebren,,,Jr,P,5-9,R/R,15082,2,0,,,0,,,,,,,,,
29,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417723,3,Jacob Compton,,,Sr,UT,6-1,L/L,15082,55,54,246,10,264,8,0.970,,,,,23,,
30,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417726,13,Pierre Seals,,,So,OF,6-0,R/R,15082,54,54,93,1,98,4,0.959,,,,,,,
31,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417734,30,Pierce Leavengood,,,Sr,INF,6-3,L/R,15082,15,1,8,,8,,1.000,,,,,1,,
32,2024,2023-24,MBA,404,Memphis,1,I,AAC,8417735,31,Aaron Smigelski,,,Jr,INF,6-2,L/R,15082,22,17,22,2,25,1,0.960,,,,,,,
