,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8266887,7,Geovanni Blackshaw,,,Jr,1B,-,,15082,34,31,199,9,209,1,0.995,,,,,23,,
1,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426667,3,Blake Johnson,,,Jr,P,-,,15082,17,14,3,7,14,4,0.714,,,11,2,,,7.000
2,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426669,5,Richie Ponce,,,Jr,INF,-,,15082,36,31,41,75,124,8,0.935,,,,,15,,
3,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8263478,17,Noah Anderson,,,So,p,-,,15082,8,0,,1,1,,1.000,,,6,2,,,4.667
4,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8265886,31,Quinn Tocheniuk,,,Jr,p,-,,15082,11,1,,1,1,,1.000,,,,3,,,
5,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426670,10,Logan Balfanz,,,Jr,UT,-,,15082,7,3,2,,2,,1.000,,,,,,,
6,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426672,15,Christopher Spry,,,Jr,P,-,,15082,11,11,1,4,6,1,0.833,,,7,1,,,6.000
7,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426674,16,Alek Trukki,,,Jr,P,-,,15082,14,0,2,4,7,1,0.857,,,7,1,,,4.000
8,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426676,26,Alex Dehzah,,,Jr,INF,-,,15082,25,24,48,46,99,5,0.949,,,,,11,,
9,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426682,34,Gabe Russell,,,Jr,C,-,,15082,32,24,127,6,133,,1.000,,,,,12,,
10,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426683,35,Matthew Delgado,,,Jr,C,-,,15082,45,44,193,15,210,2,0.990,,3,33,11,1,,14.000
11,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426686,37,Nolan Smith,,,Jr,1B,-,,15082,11,6,26,4,30,,1.000,,,,,2,,
12,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8261097,32,Dean Grisham,,,Jr,P,-,,15082,11,0,,1,1,,1.000,,,1,,,,1.000
13,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8267122,11,Andrew Howard,,,Sr,OF,-,,15082,7,0,,,0,,,,,1,,,,1.000
14,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8274034,6,Carson Cheatwood,,,Jr,OF,-,,15082,18,8,22,,22,,1.000,,,,,,,
15,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8278032,44,Connor Hall,,,Jr,p,-,,15082,10,0,,2,2,,1.000,,,5,,,,3.000
16,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8270535,28,Mitchell Smith,,,Jr,1B,-,,15082,11,5,9,1,10,,1.000,,,,,1,,
17,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8258894,4,AJ Folds,,,Sr,OF,-,,15082,49,49,119,,122,3,0.975,,,,,,,
18,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8260177,24,Joel Escalante,,,Sr,C,-,,15082,47,45,173,19,194,2,0.990,,3,36,5,2,,15.500
19,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8273361,21,Jake Mitchell,,,So,ph/2b,-,,15082,48,48,48,87,148,13,0.912,,,,,13,,
20,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8267807,45,Tyler Hankins,,,Jr,p,-,,15082,4,0,,,0,,,,,2,1,,,0.667
21,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8275905,19,Octavio Sanchez,,,Sr,P,-,,15082,16,0,1,4,5,,1.000,,,2,,,,2.000
22,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8284016,20,Colton Anderson,,,Sr,p,-,,15082,14,14,2,18,20,,1.000,,,7,1,1,,5.500
23,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8281686,8,Andres De Leon,,,Jr,1B,-,,15082,13,1,,4,5,1,0.800,,,6,2,1,,4.000
24,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8280535,36,Matt Lintz,,,Fr,p,-,,15082,6,0,,,0,,,,,3,,,,2.000
25,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8283036,2,Ramon Torres,,,Jr,1B,-,,15082,25,23,33,45,86,8,0.907,,,,,9,,
26,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8280615,14,Nate Wohlgemuth,,,Sr,p,-,,15082,13,8,1,6,7,,1.000,,,9,2,,,4.167
27,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8278655,13,Major Due,,,Jr,UT,-,,15082,4,0,,,0,,,,,,,,,
28,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8456081,27,Ryan Tiger,,,So,rf,-,,15082,40,38,72,5,80,3,0.963,,,,,2,,
29,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426666,1,Landon Riley,,,Jr,P,-,R/R,15082,21,0,,5,6,1,0.833,,,2,2,,,1.500
30,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426671,12,Royce Tsumura,,,Jr,INF,-,,15082,23,21,43,50,95,2,0.979,,,,,11,,
31,2024,2023-24,MBA,30180,Rogers St.,2,II,Mid-America Intercollegiate,8426678,29,Matthew Schure,,,Jr,OF,-,,15082,43,41,79,2,83,2,0.976,,,,,,,
