,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8277710,10,Jamil Bentancourt,,,Sr,OF,-,,15082,2,0,,,0,,,,,,,,,
1,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8272529,3,Reyfield Adams,,,So,OF,5-9,,15082,40,35,105,2,108,1,0.991,,,,,,,
2,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8266873,25,Austin Matsoff,,,Sr,P,6-1,,15082,2,0,,,0,,,,,,,,,
3,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8264534,16,Kewan Braziel,,,So,P,5-10,,15082,17,16,7,12,20,1,0.950,,,33,4,,,13.357
4,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8263806,9,Jordan Holt,,,Jr,INF,6-0,,15082,10,2,5,1,7,1,0.857,,,,,,,
5,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8264962,33,Hayden Konkler,,,So,P,6-3,,15082,18,3,1,3,5,1,0.800,,,7,2,,,4.500
6,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8268235,28,"Kalum Banks, Jr.",,,Jr,UT,6-2,,15082,41,39,248,20,271,3,0.989,,,,,25,,
7,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8274436,15,Mason Duke,,,So,OF,6-4,,15082,10,6,8,,8,,1.000,,,,,,,
8,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8266502,17,Diego Lopez-Molina,,,Sr,INF,6-1,,15082,18,15,18,4,26,4,0.846,,,1,1,2,,0.500
9,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8275823,27,Michael De Anglis,,,So,OF,5-10,,15082,5,3,,,0,,,,,,,,,
10,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8264148,7,Ben Martin,,,So,INF,5-8,,15082,45,39,85,75,169,9,0.947,,1,,,22,,
11,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8266721,8,Jermel Ford,,,Jr,P,6-0,,15082,34,23,44,7,54,3,0.944,,,4,,1,,2.000
12,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8269886,26,Chris Tillman,,,So,OF,5-10,,15082,21,12,21,2,23,,1.000,,,,,,,
13,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8273691,14,Kameron Hopson,,,So,P,6-2,,15082,7,0,1,,1,,1.000,,,3,,,,3.000
14,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8286493,30,Michael Lorenz,,,Jr,P,6-2,,15082,20,3,1,6,11,4,0.636,,,19,2,,,9.250
15,2024,2023-24,MBA,17,Alcorn,1,I,SWAC,8279261,5,Payton Baylis,,,Jr,P,5-9,,15082,10,0,,,1,1,0.000,1,,2,,,,2.000
