,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8272471,44,Jaxon Lehr,,,So,P,5-10,R/R,15082,3,0,,,0,,,,,,,,,
1,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8272485,7,Tyler Shinn,,,Sr,C,6-3,R/R,15082,50,50,193,10,207,4,0.981,,14,26,4,,,15.167
2,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8265658,12,Tyler Sammons,,,So,P,6-1,R/R,15082,1,0,,,0,,,,,2,,,,1.000
3,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8271440,10,Jhayden Raineri,,,Jr,P,6-1,R/R,15082,16,0,1,2,3,,1.000,,,3,1,,,1.500
4,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8264491,50,Travis Lavendier,,,Sr,P,6-2,R/R,15082,14,6,1,9,11,1,0.909,,,7,2,1,,4.750
5,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8272714,20,Zack Kendall,,,So,P,6-2,R/R,15082,9,0,2,2,4,,1.000,,,4,1,,,2.500
6,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8262191,16,Jackson Hutchison,,,So,C,6-2,R/R,15082,3,0,2,,2,,1.000,,,,,,,
7,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8275126,30,Aaron Forbes,,,So,1B,6-5,R/R,15082,33,31,81,24,112,7,0.938,,,,,8,,
8,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8261103,4,Sam Schmitt,,,Jr,P,6-0,L/L,15082,13,12,2,12,14,,1.000,,,6,,,,4.000
9,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8263556,35,Ben Sitarenios,,,Sr,P,5-11,R/R,15082,5,0,,2,2,,1.000,,,,,,,
10,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8270324,2,Alex Harper,,,Jr,OF,6-0,R/R,15082,22,12,16,1,17,,1.000,,,,,,,
11,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8267336,17,Jose Lojo,,,Sr,OF,5-11,R/R,15082,50,50,120,2,122,,1.000,,,,,,,
12,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8262833,36,Ben Matos,,,So,3B,6-2,L/R,15082,12,4,1,1,2,,1.000,,,,,1,,
13,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8261797,1,Luis Angarita,,,Jr,INF,5-7,B/R,15082,50,49,66,97,165,2,0.988,,,,,24,,
14,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8267913,5,Frankie Gulko,,,Sr,P,6-1,R/R,15082,13,11,3,12,15,,1.000,,,9,6,1,,6.000
15,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8283222,55,Gabe Ross,,,Fr,OF,5-10,R/R,15082,2,0,,,0,,,,,,,,,
16,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8280766,27,Jacob Hurley,,,Jr,OF,5-10,R/R,15082,30,27,50,1,52,1,0.981,,,,,,,
17,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8283462,19,Max Atchison,,,So,C,6-0,R/R,15082,23,23,157,17,175,1,0.994,,12,23,10,,,10.167
18,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8283505,26,Jacob Barcikowski,,,Sr,OF,6-0,L/L,15082,13,1,2,,2,,1.000,,,,,,,
19,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8286324,32,Tommy Downey,,,Jr,P,5-10,R/R,15082,4,0,,1,1,,1.000,,,1,,,,1.000
20,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415273,45,Colby Scheuber,,,Jr,P,5-8,R/R,15082,12,7,1,9,12,2,0.833,,,7,2,2,,5.000
21,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415285,13,Hunter Rose,,,Jr,P,6-0,R/R,15082,26,17,20,1,22,1,0.955,,,2,,,,1.000
22,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415028,25,Brett Ehr,,,Sr,SS,6-2,L/R,15082,48,48,52,91,150,7,0.953,,,,,20,,
23,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415034,40,Layne Freese,,,Jr,INF,6-1,R/R,15082,3,0,,1,1,,1.000,,,,,,,
24,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415073,43,Justin George,,,So,1B,6-3,R/R,15082,14,10,57,4,61,,1.000,,,,,7,,
25,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415092,6,Nathan Kuhn,,,Sr,OF,5-10,L/R,15082,45,43,25,1,26,,1.000,,,,,,,
26,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8414917,48,Connor Coyan,,,Sr,P,5-10,R/R,15082,1,0,,,0,,,,,,,,,
27,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415143,3,Andrew Legineze,,,Jr,INF,5-10,R/R,15082,15,5,2,6,9,1,0.889,,,1,1,,,0.500
28,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415198,31,Aidan McMurdo,,,Sr,INF,5-9,R/R,15082,37,33,17,42,67,8,0.881,,,,,5,,
29,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415239,14,Mackenzie Wainwright,,,Fr,OF,6-2,R/R,15082,48,48,205,20,227,2,0.991,,,,,17,,
30,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415263,41,Connor Thiele,,,Jr,P,6-1,R/R,15082,10,0,,4,4,,1.000,,,1,1,,,1.000
31,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8415314,39,Richie Preston,,,Fr,P,6-6,R/R,15082,7,1,,1,1,,1.000,,,,,,,
32,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8414941,28,Jaryd Lund,,,Sr,P,5-9,L/L,15082,13,12,1,10,13,2,0.846,,,6,1,,,3.500
33,2024,2023-24,MBA,19117,Salem (WV),2,II,DII Independent,8414952,49,Adlai Muench,,,Sr,OF,6-4,R/R,15082,3,0,,,0,,,,,,,,,
