sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6349269,596852,27,7,8,3,0,11,0,6,10,3,0,1,6,0,0,0,0,2,0,7.001,11,6,6,4,4,33,4,0,0,1,1,0,0,2,0,0,0,1,0,0,20,5,25,0,0,0,0,2,0,0,0.0
MBA,6349269,596884,29,6,11,4,0,18,1,6,4,0,0,0,4,0,3,0,0,0,1,6.667,8,7,4,10,6,41,3,0,0,0,1,3,2,3,2,1,0,0,0,0,20,4,24,0,0,1,0,0,0,0,
