sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339560,596867,43,26,19,5,0,27,1,23,13,2,0,1,3,0,2,0,3,0,0,9.0,13,16,13,11,13,55,2,0,0,1,2,4,0,4,3,0,0,1,0,0,27,7,36,2,0,0,1,0,3,0,1.0
MBA,6339560,596927,40,16,13,2,0,18,1,13,11,4,0,0,13,1,0,0,1,0,1,7.998,19,26,16,13,3,59,5,0,0,1,4,2,0,11,9,1,0,0,0,0,23,12,39,4,0,0,3,2,0,0,1.0
