sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339583,596776,29,2,4,1,0,5,0,3,3,2,0,0,5,1,0,0,0,0,2,8.998999999999999,13,7,7,2,5,43,2,1,0,2,0,1,0,0,0,0,0,0,0,1,27,9,36,0,0,0,0,0,0,0,
MBA,6339583,596931,40,7,13,2,1,23,2,7,2,1,0,0,5,0,0,1,0,0,0,9.0,7,3,3,3,6,38,2,0,0,0,0,2,0,0,0,0,0,2,0,0,26,8,34,0,0,0,0,0,2,0,
