sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339497,596739,30,13,11,2,1,15,0,13,8,3,2,3,4,1,0,0,1,0,2,9.0,5,0,0,2,6,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,5,31,0,0,0,0,0,0,0,
MBA,6339497,596945,27,0,4,0,0,4,0,0,1,0,0,0,5,0,0,0,0,0,4,5.332,11,13,12,8,1,36,2,1,0,0,0,1,0,0,0,3,2,0,0,0,19,9,30,2,0,0,1,0,2,0,1.0
