sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6349281,596763,28,4,11,0,0,11,0,4,3,1,0,2,5,2,0,0,5,0,2,7.001,14,6,6,2,8,37,4,0,0,0,0,3,0,3,1,1,1,1,0,0,21,6,27,0,0,0,1,1,0,0,0.0
MBA,6349281,596882,30,6,14,4,0,18,0,6,2,3,1,1,8,0,1,0,1,0,1,6.999,11,4,3,3,5,34,0,0,0,0,0,1,0,2,0,2,0,2,0,0,21,6,28,1,0,0,5,0,6,0,1.0
