sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339532,596734,37,11,16,4,2,24,0,9,5,2,0,0,3,1,0,0,0,0,3,8.997,12,13,13,7,5,51,6,0,0,1,2,5,0,6,4,2,1,3,0,0,19,5,25,1,0,2,0,0,0,0,
MBA,6339532,596813,36,13,12,6,0,21,1,12,7,5,1,2,5,0,0,0,0,0,3,9.0,16,11,8,5,5,49,4,2,0,0,1,2,0,6,4,0,0,3,0,0,27,12,42,3,0,1,0,0,3,0,
