,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,8012773,8,Noah Butler,,,So,cf,6-3,,15002,34,10,33,1,34,,1.000,,,,,,,
1,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,8012817,30,Carlos Marquez,,,Jr,p,6-5,,15002,16,0,2,1,3,,1.000,,,2,1,,,
2,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822412,5,Jordan Vidato,,,Sr,OF,6-0,,15002,28,24,43,,45,2,0.956,,,,,,,
3,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822414,11,Roderick Coffee,,,Sr,OF,-,,15002,46,40,78,3,85,4,0.953,,,,,1,,
4,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822415,32,Michael Goudeau,,,Sr,C,5-8,,15002,36,27,214,28,245,3,0.988,,7,38,12,2,,4.000
5,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822416,19,Tyler Williams,,,Jr,ph,5-8,,15002,15,0,,,0,,,,,,,,,
6,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822418,38,Adolf Castillo,,,Jr,p,5-10,,15002,17,1,3,3,6,,1.000,,,8,1,,,0.500
7,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822419,9,Kobe Head,,,Jr,P,6-0,R/R,15002,5,1,,1,1,,1.000,,,,1,,,
8,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822421,14,Gabe Vasquez,,,Sr,UT,6-3,R/L,15002,45,42,97,5,102,,1.000,,,,,9,,
9,2023,2022-23,MBA,699,Texas Southern,1,I,SWAC,7822422,17,Josiah Castro,,,Jr,p,6-0,,15002,18,2,3,4,8,1,0.875,,,6,3,,,1.000
