,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979945,23,Mike Stellrecht,,,Fr,INF,5-11,B/R,15002,32,19,32,45,78,1,0.987,,,,,5,,
1,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824867,37,Jack Collins,,,Sr,P,-,,15002,20,0,2,3,5,,1.000,,,4,,,,
2,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824868,5,Zac Taylor,,,Sr,INF,-,,15002,21,8,6,9,16,1,0.938,,,,,3,,
3,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824869,2,Tommy Reifler,,,Jr,OF,5-10,,15002,49,49,118,3,121,,1.000,,,,,1,,
4,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824870,44,Eric Madenberg,,,Jr,OF,6-0,,15002,10,0,,,0,,,,,,,,,
5,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824871,17,Tommy Babalis,,,Sr,P,-,,15002,15,14,1,8,9,,1.000,,,11,,1,,2.000
6,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824873,27,Tanner Sinicki,,,Sr,P,-,,15002,12,1,1,2,4,1,0.750,,,,1,,,
7,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824874,29,Kyle Eskildsen,,,Sr,P,-,,15002,15,0,,3,3,,1.000,,,11,1,,,2.000
8,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824875,41,Christian Perez,,,Jr,OF,5-9,,15002,28,13,14,1,15,,1.000,,,,,,,
9,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824876,24,Kevin Reilly,,,Jr,C,6-2,,15002,39,36,204,14,221,3,0.986,,10,48,5,,,0.833
10,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824877,4,Kevin Gsell,,,Sr,1B,-,,15002,50,50,345,22,370,3,0.992,,,,,20,,
11,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824878,18,Andrew Tan,,,Jr,INF,5-9,,15002,21,10,25,3,28,,1.000,,1,1,,2,,
12,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824879,34,Isaiah Corry,,,Jr,INF,5-11,L/R,15002,37,34,32,83,122,7,0.943,,,,,9,,
13,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824880,22,Ryan Bryggman,,,Sr,P,-,,15002,15,15,7,5,12,,1.000,,,8,3,,,1.000
14,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824882,36,Justin Rosner,,,Jr,P,5-11,,15002,16,2,1,2,3,,1.000,,,5,,,,2.000
15,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824883,6,Cavan Tully,,,Sr,INF,-,,15002,45,45,75,4,80,1,0.988,,,,,,,
16,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824886,11,Alex Henderson,,,Jr,P,-,,15002,16,0,,1,1,,1.000,,,,1,,,
17,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824887,23,Logan Haskell,,,So,INF,6-0,R/R,15002,37,23,47,1,48,,1.000,,,,,1,,
18,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824891,1,Devan Bade,,,So,INF,5-11,,15002,51,51,52,88,153,13,0.915,,,,,9,,
19,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824892,30,Evin Sullivan,,,So,C,6-3,,15002,26,26,171,13,186,2,0.989,,3,26,7,,,5.000
20,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824893,15,Nick Roselli,,,So,INF,5-10,,15002,52,52,85,94,182,3,0.984,,,,,18,,
21,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824895,38,Gabe Driscoll,,,Jr,P,6-5,,15002,15,15,5,8,13,,1.000,,,16,2,,,1.000
22,2023,2022-23,MBA,62,Binghamton,1,I,America East,7824896,33,John Lumpinski,,,Jr,P,6-4,,15002,18,1,1,1,3,1,0.667,,,9,2,,,1.500
23,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979925,8,Dan McAliney,,,Fr,P,6-4,-/R,15002,14,4,1,1,2,,1.000,,,6,1,,,1.000
24,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979931,12,Matt Deutsch,,,Fr,C,5-8,R/R,15002,3,0,2,,2,,1.000,,,,,,,
25,2023,2022-23,MBA,62,Binghamton,1,I,America East,7980002,7,Tommy Snyder,,,Sr,1B,-,,15002,16,0,3,9,12,,1.000,,,1,1,,,
26,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979966,42,Andrew Fingleton,,,Fr,P,6-2,-/R,15002,5,0,,1,1,,1.000,,,1,,,,
27,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979972,10,Ryan Dee,,,Jr,P,5-10,,15002,2,0,,,0,,,,,,,,,
28,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979948,31,Nick Ugania,,,Fr,OF,5-7,L/R,15002,10,2,13,1,14,,1.000,,,,,1,,
29,2023,2022-23,MBA,62,Binghamton,1,I,America East,7979988,3,Mike Gunning,,,Jr,OF,6-1,R/R,15002,50,50,85,2,88,1,0.989,,,,,,,
30,2023,2022-23,MBA,62,Binghamton,1,I,America East,8023370,32,Aidan Pawlak,,,Fr,p,-,,15002,5,0,,,0,,,,,4,1,,,
