,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7987233,21,Alex Vergara,,,Jr,OF,6-0,R/R,15002,59,59,138,1,140,1,0.993,,,,,,,
1,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7987275,37,Evan Harmon,,,Jr,P,6-3,R/R,15002,10,0,,,0,,,,,1,1,,,
2,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7987299,38,Braydon Tucker,,,N/A,P,6-3,R/R,15002,17,16,9,10,20,1,0.950,,,14,,,,3.000
3,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824135,11,Hayden Skipper,,,Jr,OF,6-0,L/L,15002,17,8,16,,16,,1.000,,,,,,,
4,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824136,35,Mason Lundgrin,,,Jr,INF,6-0,L/R,15002,62,62,452,24,476,,1.000,,,,,34,,
5,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824139,29,Logan Van Treeck,,,Jr,P,6-4,L/L,15002,17,10,6,11,17,,1.000,,,3,1,,,
6,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824145,1,Chaz Bertolani,,,Sr,C,5-6,R/R,15002,36,29,179,9,194,6,0.969,,1,17,4,2,,1.000
7,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824146,31,Patrick Williams,,,Jr,P,6-7,R/R,15002,9,0,,1,2,1,0.500,,,,,,,
8,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824148,43,Hayden Frank,,,So,P,6-5,R/L,15002,24,1,1,2,3,,1.000,,,4,,,,2.000
9,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824150,34,Michael Dunkelberger,,,Jr,P,6-0,L/L,15002,16,11,1,4,6,1,0.833,,,8,2,,,
10,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824151,24,Collin Witzke,,,Jr,P,6-3,R/R,15002,16,0,1,3,4,,1.000,,,8,1,,,
11,2023,2022-23,MBA,28600,Lipscomb,1,I,ASUN,7824152,27,Matthew Bohnert,,,Jr,P,5-7,L/L,15002,14,0,,1,1,,1.000,,,,,,,
