,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
0,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824028,29,Mason Landers,,,Jr,INF,6-1,R/R,15002,60,60,52,96,156,8,0.949,,,,,13,,
1,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824030,39,Jack Rando,,,Jr,INF,5-8,R/R,15002,59,55,130,118,258,10,0.961,,,,,33,,
2,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824033,11,Aaron Hubbell,,,Sr,P,-,,15002,5,0,,1,1,,1.000,,,2,,,,
3,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824036,7,Andy Bean,,,Jr,P,-,,15002,13,12,3,10,13,,1.000,,,3,3,,,1.000
4,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824037,3,Drew Lowry,,,Jr,INF,-,,15002,33,32,72,11,85,2,0.976,,,,,,,
5,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824039,41,Austin Krider,,,So,C,5-9,R/R,15002,8,2,14,,14,,1.000,,2,,,,,
6,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824041,38,Carter Park,,,Jr,INF,-,,15002,1,0,,,0,,,,,,,,,
7,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824043,34,Cade Rogers,,,So,INF,6-0,R/R,15002,12,8,28,,28,,1.000,,,,,6,,
8,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824044,1,Chase Katafias,,,So,OF,-,,15002,23,14,13,,13,,1.000,,,,,,,
9,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824046,2,Brodey Heaton,,,Jr,INF,6-5,R/R,15002,59,57,388,31,422,3,0.993,,,,,37,,
10,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824047,32,Jalen Borders,,,Jr,P,6-7,R/L,15002,7,5,1,2,4,1,0.750,,,5,,,,2.000
11,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824050,36,Dominic Baratta,,,Jr,P,6-0,L/L,15002,14,13,1,1,3,1,0.667,,,3,2,,,
12,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824052,10,Blake  Barton,,,So,C,6-0,R/R,15002,59,58,469,27,504,8,0.984,3,4,66,14,1,,7.500
13,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824053,14,Caleb Guisewite,,,So,P,6-2,R/R,15002,20,0,2,3,5,,1.000,,,4,3,,,
14,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824054,23,Jordan Zuger,,,So,P,6-3,R/R,15002,13,11,4,4,10,2,0.800,,,2,1,,,
15,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7824056,13,Ethan Harden,,,So,P,6-0,R/L,15002,53,40,45,6,53,2,0.962,,,3,2,2,,1.000
16,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980202,17,Heath Owen,,,Fr,C,6-0,R/R,15002,3,1,10,2,12,,1.000,,,,1,1,,
17,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980209,31,Jake Timbes,,,Fr,P,6-2,R/R,15002,16,0,1,3,5,1,0.800,,,2,,1,,
18,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980210,33,Max Blessinger,,,Jr,OF,5-11,R/R,15002,56,51,113,2,118,3,0.975,,,,,,,
19,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980213,40,Cade Granzow,,,So,P,6-3,R/R,15002,15,0,2,3,5,,1.000,,,5,,,,
20,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980197,6,Kaden Galason,,,Fr,INF,6-0,R/R,15002,15,3,6,8,17,3,0.824,,,,,3,,
21,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980200,9,Sam Slaughter,,,Jr,OF,6-1,L/R,15002,52,44,57,1,61,3,0.951,,,,,1,,
22,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980205,25,Joe Ruzicka,,,Fr,P,6-3,R/R,15002,14,13,2,10,12,,1.000,,,17,3,,,2.000
23,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980207,27,Will Pyor,,,Fr,P,6-2,R/R,15002,19,4,2,8,13,3,0.769,,,6,2,,,1.000
24,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980201,15,Max Jones,,,Jr,INF,6-2,R/R,15002,27,23,6,15,21,,1.000,,,,,1,,
25,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980196,5,Sam Kirkpatrick,,,Jr,INF,5-10,R/R,15002,52,51,58,119,186,9,0.952,,,,,22,,
26,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980206,26,Jett Thielke,,,Jr,P,6-6,R/R,15002,24,0,,7,7,,1.000,,,9,,,,2.000
27,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980198,8,Jeff Clarke,,,Jr,OF,6-1,L/R,15002,48,42,91,,95,4,0.958,,,,,,,
28,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980203,18,Dalton Wasson,,,Fr,INF,6-1,R/R,15002,6,1,,1,1,,1.000,,,1,1,,,
29,2023,2022-23,MBA,14927,Belmont,1,I,MVC,7980195,4,Simon Tesh,,,Fr,P,6-4,R/R,15002,18,0,2,4,6,,1.000,,,5,1,,,1.000
