season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8258915,11,Davis Diaz,,,Jr,INF,-,,15080,61,60,0.248,0.350,0.385,44,226,56,10,,87,7,39,30,6,1,2,44,4,2,1,4,,4,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8264977,20,Carter Holton,,,Jr,P,-,,15080,15,13,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8265566,18,JD  Rogers,,,Jr,OF,-,,15080,16,5,0.333,0.474,0.533,4,15,5,,,8,1,1,4,,,1,5,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8267810,9,Raymond Velazquez,,,So,INF,-,,15080,3,0,1.000,1.000,1.000,,1,1,,,1,,,,,,,,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8271043,8,Chris Maldonado,,,So,INF,-,,15080,5,5,0.154,0.450,0.154,3,13,2,,,2,,1,5,2,,,3,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8271487,22,JD Thompson,,,So,P,-,,15080,14,12,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8272542,21,Calvin Hewett,,,Sr,OF,-,,15080,54,38,0.295,0.419,0.426,31,122,36,6,2,52,2,22,15,11,,3,23,1,2,3,26,,1,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8276333,98,Greysen  Carter,,,Jr,P,-,,15080,18,4,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8276478,13,Jonathan  Vastine,,,Jr,INF,-,,15080,60,60,0.299,0.384,0.545,44,211,63,18,2,115,10,42,26,5,3,8,66,4,3,,12,,3,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8277390,95,Devin Futrell,,,Jr,P,-,,15080,12,10,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,736,Vanderbilt,1,I,SEC,8278532,38,David Horn Jr.,,,So,P,-,,15080,10,0,,,,,,,,,0,,,,,,,,,,,,,,
