season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8259120,40,Aiden Watson,,,Jr,1B,-,L/R,15080,8,1,0.167,0.333,0.167,3,12,2,,,2,,1,2,1,,,5,,,,1,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8259135,4,Jacob Beauchamp,,,Jr,P,-,R/R,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8260384,35,Nathan Hall,,,Fr,C,-,R/R,15080,14,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8260815,29,Carter Young,,,Sr,OF,-,L/R,15080,61,60,0.372,0.481,0.700,88,250,93,24,5,175,16,65,52,4,4,2,46,3,7,2,30,,3,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8260992,48,Brennan van Breusegen,,,Sr,OF,-,R/R,15080,61,61,0.384,0.477,0.796,71,216,83,14,6,172,21,69,37,5,4,3,38,3,9,,21,1,2,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8262298,36,Conner Wolf,,,Jr,P,-,R/R,15080,18,17,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8262757,34,Harrison Babbitt,,,Sr,P,-,R/R,15080,22,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8263370,32,Ethan Imel,,,Jr,C,-,R/R,15080,6,0,0.000,0.250,0.000,,3,,,,0,,1,1,,,,1,,,,,,,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8265971,8,Jacob Steele,,,Jr,INF,-,R/R,15080,61,60,0.362,0.450,0.610,78,213,77,12,1,130,13,64,34,7,8,2,30,1,5,1,21,,1,
2024,2023-24,MBA,130,Central Mo.,2,II,Mid-America Intercollegiate,8269027,10,Chase Heath,,,Jr,C,-,R/R,15080,54,40,0.378,0.466,0.769,55,156,59,13,,120,16,62,25,4,4,4,15,4,2,2,6,,4,
