season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8274850,22,Reichle Arcilise,,,Sr,P,6-4,R/R,15080,13,11,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8261955,2,Zane Covey,,,Sr,P,6-2,L/L,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8271329,13,Nolan Livsey,,,So,P,6-2,L/L,15080,9,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8265736,25,Jayden Cordova,,,Sr,OF,5-9,R/R,15080,13,3,0.143,0.429,0.357,7,14,2,,,5,1,3,6,1,,,7,,,,1,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8264557,41,Brady McLean,,,Sr,P,6-0,L/L,15080,19,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8270271,26,Adrian Rodriguez,,,So,P,5-11,L/L,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8276921,9,Brad Helton,,,Jr,P,6-2,R/R,15080,11,11,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8269274,4,Caleb Albaugh,,,Sr,INF,5-9,R/R,15080,51,51,0.328,0.408,0.441,55,195,64,12,2,86,2,38,21,6,1,2,18,5,1,,9,,5,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8271843,55,Jake Williams,,,Sr,1B,6-3,R/R,15080,50,50,0.348,0.447,0.613,46,181,63,12,,111,12,53,28,11,8,,30,4,1,1,4,1,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8262709,28,Andrew Hayes,,,Sr,P,6-1,R/R,15080,2,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8262721,6,Gavin Schmeh,,,So,INF,5-10,B/R,15080,25,15,0.373,0.480,0.763,17,59,22,5,,45,6,29,14,,2,,13,,,,4,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8277267,31,Gavin Kaiser,,,So,P,6-2,R/R,15080,14,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8267766,14,Tyler Schultz,,,Sr,P,6-2,R/R,15080,8,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8265555,7,Jack Slominski,,,Jr,P,6-2,R/R,15080,15,14,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8285155,16,Kai Inouye,,,Sr,P,5-9,L/L,15080,10,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8282805,33,Gabe Austin,,,Sr,P,6-4,R/R,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8286589,8,Zach Schuler,,,Sr,UT,6-3,R/R,15080,49,48,0.364,0.484,0.795,53,176,64,16,,140,20,71,35,8,2,,47,2,,,,,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8285421,27,Cam Yuran,,,Jr,P,6-3,L/R,15080,44,43,0.340,0.433,0.642,51,159,54,15,3,102,9,46,28,2,5,2,31,2,1,1,16,1,1,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8286688,34,Carson Brown,,,Sr,P,5-11,R/R,15080,14,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424256,15,Andrew Paolini,,,Jr,UT,6-3,R/R,15080,17,5,0.185,0.313,0.222,5,27,5,1,,6,,,5,,,,8,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424264,18,Cal Walsh,,,Jr,INF,6-0,R/R,15080,37,30,0.313,0.398,0.626,35,115,36,9,,72,9,30,8,9,1,,32,2,2,1,3,,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424240,1,Tyler Tobey,,,Jr,INF,6-1,R/R,15080,42,35,0.370,0.425,0.616,39,138,51,21,2,85,3,32,9,5,1,1,24,4,2,,6,,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424241,3,Nathan Gutierrez,,,So,OF,6-1,L/L,15080,2,1,0.250,0.400,0.250,1,4,1,,,1,,,1,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424243,5,Hayes Edens,,,So,C,5-11,R/R,15080,34,28,0.219,0.306,0.469,19,96,21,6,,45,6,31,7,5,,,36,3,1,,1,,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424247,10,Jason Kramlich,,,Jr,P,6-0,R/R,15080,5,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424251,11,Nathan Greene,,,Jr,C,5-10,R/R,15080,12,6,0.217,0.296,0.217,4,23,5,,,5,,3,3,,1,,9,1,,,1,,1,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424253,12,Marcos Palacios,,,Jr,P,6-3,R/R,15080,11,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424260,17,Andrew Graham,,,So,INF,5-9,R/R,15080,22,22,0.355,0.490,0.632,22,76,27,6,,48,5,21,14,8,2,,11,1,,,5,,1,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424285,30,Brody Brown,,,Jr,C,5-11,R/R,15080,20,9,0.152,0.282,0.242,6,33,5,3,,8,,2,2,4,,,6,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424275,23,Brayden Brooks,,,Sr,P,6-1,R/R,15080,9,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424271,20,Jesse Velders,,,Jr,INF,6-1,R/R,15080,46,41,0.460,0.562,0.860,61,150,69,22,4,129,10,57,22,18,4,2,13,3,1,,11,1,2,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424283,29,Brooks Rasmussen,,,Jr,OF,6-0,L/R,15080,11,10,0.244,0.367,0.341,10,41,10,2,1,14,,6,7,1,,,7,,1,,2,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424295,37,Andrew Biddle,,,Jr,OF,5-10,R/R,15080,46,46,0.362,0.428,0.551,59,196,71,19,3,108,4,34,18,6,2,,25,3,2,,16,,1,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424289,32,Andre Chacon,,,Jr,OF,6-2,R/R,15080,33,24,0.326,0.417,0.413,23,92,30,5,,38,1,20,11,4,1,1,20,2,,,1,,1,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424303,38,Kobe Krenz,,,Sr,P,5-11,R/R,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,413,MSU Denver,2,II,RMAC,8424310,44,Dylan Webber,,,Jr,UT,6-1,R/R,15080,16,10,0.000,0.000,0.000,,2,,,,0,,,,,,,2,,,,,,,
