,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,739,Villanova,1,I,Big East,8261996,21,Jake Bollin,,,So,C,6-0,R/R,15080,3,0,0.250,0.250,0.250,1,4,1,,,1,,,,,,,1,,,,,,,
1,2024,2023-24,MBA,739,Villanova,1,I,Big East,8271548,23,Cade Udell,,,Sr,P,6-6,B/R,15080,13,1,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,739,Villanova,1,I,Big East,8274072,29,Aidan Barry,,,So,OF,6-2,L/L,15080,11,9,0.226,0.368,0.355,5,31,7,1,,11,1,5,7,,,,6,,,,1,,,
3,2024,2023-24,MBA,739,Villanova,1,I,Big East,8262751,2,Cameron Hassert,,,Sr,SS,6-2,L/R,15080,49,47,0.228,0.349,0.383,34,180,41,8,1,69,6,24,28,7,3,4,48,3,1,,8,1,2,
4,2024,2023-24,MBA,739,Villanova,1,I,Big East,8259158,18,Shane Solari,,,Jr,OF,6-0,R/R,15080,29,27,0.286,0.394,0.440,15,91,26,8,,40,2,23,10,7,1,1,17,3,1,,4,,3,
5,2024,2023-24,MBA,739,Villanova,1,I,Big East,8262801,24,Josue Valdez,,,Jr,C,6-1,R/R,15080,26,25,0.211,0.348,0.333,11,90,19,2,,30,3,16,17,3,2,,34,1,1,,,,1,
6,2024,2023-24,MBA,739,Villanova,1,I,Big East,8285228,17,Patrick Montfort,,,Sr,P,6-1,L/L,15080,24,0,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,739,Villanova,1,I,Big East,8281664,22,Collin Quintano,,,So,INF,6-3,R/R,15080,17,13,0.178,0.240,0.356,6,45,8,2,,16,2,9,4,,1,,16,,,,,,,
8,2024,2023-24,MBA,739,Villanova,1,I,Big East,8279257,15,Luke Matta,,,So,P,6-4,R/R,15080,6,1,,,,,,,,,0,,,,,,,,,,,,,,
9,2024,2023-24,MBA,739,Villanova,1,I,Big East,8280454,13,Michael Whooley,,,So,INF,6-0,R/R,15080,50,50,0.258,0.382,0.414,29,186,48,14,,77,5,31,32,7,3,1,51,2,2,2,5,,2,
10,2024,2023-24,MBA,739,Villanova,1,I,Big East,8284296,14,Connor Hale,,,Jr,OF,5-10,L/L,15080,19,13,0.239,0.386,0.478,7,46,11,2,,22,3,8,8,3,,1,18,,,,2,,,
11,2024,2023-24,MBA,739,Villanova,1,I,Big East,8283410,19,Devin Rivera,,,Sr,P,6-1,R/R,15080,14,13,,,,,,,,,0,,,,,,,,,,,,,,
12,2024,2023-24,MBA,739,Villanova,1,I,Big East,8287043,43,Graham Moore,,,So,P,6-2,R/R,15080,8,3,,,,,,,,,0,,,,,,,,,,,,,,
13,2024,2023-24,MBA,739,Villanova,1,I,Big East,8415085,3,Jason Neff,,,Sr,C,6-3,R/R,15080,50,49,0.260,0.357,0.449,31,196,51,8,1,88,9,43,20,11,3,,43,3,1,,8,,2,
14,2024,2023-24,MBA,739,Villanova,1,I,Big East,8413984,36,Jack O'Reilly,,,Sr,INF,6-4,R/R,15080,51,51,0.285,0.358,0.493,46,221,63,19,,109,9,43,17,8,,,26,4,2,,8,1,3,
