,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,219,Evansville,1,I,MVC,8264322,25,Evan Waggoner,,,Jr,C,6-2,L/R,15080,32,17,0.271,0.416,0.300,11,70,19,2,,21,,9,16,2,1,,17,2,,,,1,2,
1,2024,2023-24,MBA,219,Evansville,1,I,MVC,8276158,17,Shane Harris,,,Sr,P,6-3,R/R,15080,27,6,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,219,Evansville,1,I,MVC,8277852,19,Brendan Hord,,,Sr,C,5-10,R/R,15080,62,59,0.242,0.378,0.475,51,198,48,19,,94,9,44,39,7,5,,63,6,,1,,,5,
3,2024,2023-24,MBA,219,Evansville,1,I,MVC,8277026,4,Drew Howard,,,So,INF,5-11,R/R,15080,14,0,0.000,0.286,0.000,4,5,,,,0,,,2,,,,2,,1,,,,,
4,2024,2023-24,MBA,219,Evansville,1,I,MVC,8267539,18,Kip Fougerousse,,,Sr,INF,6-3,R/R,15080,65,65,0.348,0.428,0.678,71,270,94,21,1,183,22,71,31,8,2,,75,5,,,1,,3,
5,2024,2023-24,MBA,219,Evansville,1,I,MVC,8267791,5,Kevin McCormick,,,So,INF,6-1,L/R,15080,10,1,0.125,0.417,0.125,2,8,1,,,1,,1,3,1,,,4,,,,,,,
6,2024,2023-24,MBA,219,Evansville,1,I,MVC,8269783,15,Max Hansmann,,,So,P,6-1,R/R,15080,26,0,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,219,Evansville,1,I,MVC,8265470,35,Nick Smith,,,Sr,P,6-5,R/R,15080,18,9,,,,,,,,,0,,,,,,,,,,,,,,
8,2024,2023-24,MBA,219,Evansville,1,I,MVC,8268728,42,Donovan Schultz,,,Sr,P,6-3,L/L,15080,17,17,,,,,,,,,0,,,,,,,,,,,,,,
9,2024,2023-24,MBA,219,Evansville,1,I,MVC,8268750,2,Ty Rumsey,,,Jr,OF,5-11,L/R,15080,61,55,0.282,0.391,0.441,45,195,55,8,1,86,7,45,27,10,3,3,61,3,2,2,16,,2,
10,2024,2023-24,MBA,219,Evansville,1,I,MVC,8281687,9,Simon Scherry,,,Sr,SS,6-2,R/R,15080,65,65,0.289,0.376,0.419,57,253,73,15,,106,6,44,35,4,6,,35,4,,1,16,,3,
11,2024,2023-24,MBA,219,Evansville,1,I,MVC,8284159,14,Ben Stuart,,,Jr,INF,6-3,R/R,15080,6,0,0.400,0.500,0.600,2,5,2,1,,3,,,,1,,,3,,,,,,,
12,2024,2023-24,MBA,219,Evansville,1,I,MVC,8280510,12,Ethan Bell,,,So,P,6-1,R/R,15080,8,0,,,,,,,,,0,,,,,,,,,,,,,,
13,2024,2023-24,MBA,219,Evansville,1,I,MVC,8281944,36,Elias Hachem,,,So,P,6-8,R/R,15080,4,2,,,,,,,,,0,,,,,,,,,,,,,,
14,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414486,16,Kenton Deverman,,,Fr,P,-,L/L,15080,18,16,,,,,,,,,0,,,,,,,,,,,,,,
15,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414377,11,Chase Hug,,,Sr,UT,6-0,L/L,15080,39,38,0.278,0.446,0.508,30,126,35,11,,64,6,31,35,5,2,,34,,1,,2,,,
16,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414392,10,Jace Kressin,,,Sr,P,6-3,L/L,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
17,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414404,44,Jakob Meyer,,,Sr,P,6-2,R/R,15080,30,0,,,,,,,,,0,,,,,,,,,,,,,,
18,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414529,7,Cal McGinnis,,,Jr,INF,5-11,L/R,15080,52,50,0.348,0.394,0.530,38,198,69,14,2,105,6,39,16,2,5,2,22,3,,,1,,3,
19,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414563,29,Kellen Roberts,,,Fr,P,-,R/R,15080,3,0,,,,,,,,,0,,,,,,,,,,,,,,
20,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414574,21,Harrison Taubert,,,Jr,OF,-,R/R,15080,64,62,0.292,0.400,0.500,54,240,70,21,1,120,9,49,30,14,1,,71,1,1,,8,,,
21,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414554,24,Kevin Reed,,,Fr,P,-,L/L,15080,17,15,,,,,,,,,0,,,,,,,,,,,,,,
22,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414583,38,Kaleb Wilkey,,,Fr,C,-,R/R,15080,26,14,0.130,0.259,0.152,7,46,6,1,,7,,5,6,2,,2,16,,,,,,,
23,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414480,3,Brent Widder,,,Sr,INF,6-0,R/R,15080,65,65,0.280,0.384,0.494,46,261,73,20,,129,12,58,30,15,1,,50,11,3,1,2,1,9,
24,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414507,31,Jacob Jarvis,,,Jr,P,-,L/L,15080,3,0,,,,,,,,,0,,,,,,,,,,,,,,
25,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414518,40,Parker MacCauley,,,Jr,P,6-3,L/R,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
26,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414546,26,Brodie Peart,,,Fr,INF,-,R/R,15080,40,29,0.270,0.328,0.361,20,122,33,5,,44,2,17,11,,1,,28,4,2,,2,,3,
27,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414499,20,Drew Fieger,,,Jr,P,-,R/R,15080,27,0,,,,,,,,,0,,,,,,,,,,,,,,
28,2024,2023-24,MBA,219,Evansville,1,I,MVC,8414445,32,Mark Shallenberger,,,Sr,OF,6-2,L/L,15080,65,65,0.374,0.514,0.687,72,243,91,21,2,167,17,64,45,28,3,,28,5,4,2,6,4,5,
