season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590936,35,Ryan Harrahill,,,Fr,P,6-4,R/R,15080,1,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590724,19,Kyle Perry,,,Sr,P,-,,15080,25,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8272561,10,Ben Columbus,,,Sr,C,-,L/R,15080,44,34,0.309,0.422,0.520,21,123,38,5,,64,7,29,23,4,4,2,34,2,,,,1,1,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8270136,34,Brett Sears,,,Sr,P,6-0,R/R,15080,17,16,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590708,36,Grant  Cleavinger,,,So,P,6-5,L/L,15080,10,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8272742,18,Garrett Anglim,,,Jr,OF,-,,15080,50,27,0.259,0.361,0.384,21,112,29,8,,43,2,23,13,6,2,6,28,4,5,1,6,,4,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8275289,30,Will Walsh,,,Sr,P,-,,15080,28,19,0.235,0.333,0.706,8,34,8,1,,24,5,14,3,2,,,11,1,,,,,1,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8273175,15,Dylan Carey,,,So,INF,-,R/R,15080,61,61,0.255,0.326,0.421,30,235,60,18,,99,7,31,17,8,1,3,63,7,3,3,3,,4,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8277457,25,Drew Christo,,,Jr,P,-,,15080,17,10,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8268640,42,Jalen Worthley,,,So,P,-,,15080,22,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8275971,44,Gabe Swansen,,,Jr,INF,-,,15080,34,25,0.327,0.385,0.653,16,98,32,8,,64,8,22,7,3,1,1,26,,1,,3,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8268713,12,Cole Evans,,,Sr,,-,R/R,15080,58,49,0.251,0.373,0.393,40,183,46,11,,72,5,41,27,12,6,1,38,4,4,,8,,4,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8269865,5,Josh Caron,,,Jr,INF,-,,15080,60,59,0.308,0.388,0.579,46,240,74,15,1,139,16,65,25,7,1,,51,10,1,,3,2,7,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8280426,23,Bryce Hughes,,,Sr,INF,-,R/R,15080,12,0,0.000,0.000,0.000,3,2,,,,0,,1,,,,,,,,,2,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8279760,24,Caleb Clark,,,So,P,-,L/L,15080,17,3,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8282466,33,Jackson Brockett,,,Jr,P,-,,15080,13,7,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590949,1,Riley Silva,,,Jr,OF,6-0,L/R,15080,61,61,0.256,0.406,0.302,51,199,51,5,2,60,,20,25,26,1,18,35,4,3,3,32,,2,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590706,21,Clay Bradford,,,Sr,OF,6-4,L/L,15080,30,9,0.238,0.396,0.571,12,42,10,5,,24,3,7,10,1,,,18,1,,,2,,1,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590707,0,Cayden Brumbaugh,,,So,INF,5-11,R/R,15080,40,36,0.307,0.395,0.431,33,137,42,11,3,59,,19,22,,3,4,36,2,3,,13,,2,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590711,28,Bobby Olsen,,,Sr,P,6-0,R/R,15080,13,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590712,4,Josh Overbeek,,,Jr,INF,6-1,B/R,15080,51,49,0.276,0.394,0.432,41,185,51,9,1,80,6,29,29,7,,1,53,3,3,,16,,1,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590713,48,Rans Sanders,,,Sr,P,6-0,R/R,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590718,55,Tyler Stone,,,Jr,INF,6-3,L/R,15080,54,43,0.289,0.392,0.488,28,166,48,9,,81,8,33,29,1,3,,51,3,1,,,3,3,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590943,17,Hayden Lewis,,,Fr,UT,6-1,L/L,15080,2,0,0.000,0.000,0.000,,1,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590948,14,Case Sanderson,,,Fr,INF,6-2,L/L,15080,54,43,0.338,0.469,0.450,27,151,51,6,1,68,3,26,31,9,3,,42,4,3,,,1,3,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590934,54,Trey Frahm,,,Jr,P,6-0,R/R,15080,5,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590926,8,Evan Borst,,,Jr,P,5-11,R/R,15080,16,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590938,20,Ty Horn,,,Fr,P,6-2,L/R,15080,13,4,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590939,6,Dylan Hufft,,,So,INF,5-11,R/R,15080,21,5,0.278,0.480,0.278,4,18,5,,,5,,1,6,1,,1,7,,,,1,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590941,13,Will Jesske,,,Fr,C,6-1,R/R,15080,19,4,0.280,0.357,0.320,6,25,7,1,,8,,4,3,,,,3,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590951,32,Tucker Timmerman,,,Fr,P,6-3,R/R,15080,15,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590929,11,Max Buettenback,,,Fr,C,6-1,L/R,15080,6,1,0.167,0.286,0.667,1,6,1,,,4,1,1,1,,,,4,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590931,45,Casey Daiss,,,Jr,P,6-4,R/R,15080,21,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590946,51,Mason McConnaughey,,,So,P,6-3,R/R,15080,17,11,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590950,9,Rhett Stokes,,,Jr,INF,5-10,R/R,15080,53,43,0.360,0.409,0.487,31,150,54,16,,73,1,18,11,2,1,7,34,2,3,2,6,,1,
2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590710,26,Kyle Froehlich,,,Sr,P,6-1,L/R,15080,20,0,,,,,,,,,0,,,,,,,,,,,,,,
