,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8276131,25,Jacob Walsh,,,Jr,1B,6-4,L/L,15080,60,58,0.254,0.348,0.548,38,228,58,13,,125,18,56,31,4,4,,70,7,,1,1,3,3,
1,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8271386,32,Turner Spoljaric,,,So,P,6-2,R/R,15080,10,3,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8276245,21,Matthew Grabmann,,,So,P,6-1,B/R,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
3,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8273156,20,Logan Mercado,,,Sr,P,6-0,R/R,15080,27,0,,,,,,,,,0,,,,,,,,,,,,,,
4,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8260203,6,Jack Brooks,,,Fr,UT,5-10,L/R,15080,29,3,0.294,0.429,0.294,10,17,5,,,5,,1,3,1,,1,2,1,1,,3,,,
5,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491593,43,Mason Goodson,,,Fr,P,6-3,R/R,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
6,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8273326,16,Bennett Thompson,,,Jr,C,5-10,R/R,15080,50,44,0.286,0.391,0.423,35,168,48,8,3,71,3,24,22,9,3,,28,5,2,,8,,5,
7,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491491,26,Mason Neville,,,So,OF,6-3,L/L,15080,56,36,0.268,0.369,0.664,36,149,40,5,3,99,16,43,25,1,4,,60,4,4,2,8,,3,
8,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491614,50,Sammy Cova,,,Fr,P,6-2,L/L,15080,3,0,,,,,,,,,0,,,,,,,,,,,,,,
9,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8265369,2,Grayson Grinsell,,,So,P,6-1,L/L,15080,17,14,,,,,,,,,0,,,,,,,,,,,,,,
10,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8273611,3,Carter Garate,,,So,INF,6-2,L/R,15080,60,60,0.289,0.390,0.402,41,194,56,13,,78,3,27,21,12,1,8,58,3,3,1,2,,3,
11,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491577,34,Luke Honikel,,,Jr,OF,6-0,L/R,15080,11,2,0.100,0.250,0.100,,10,1,,,1,,,1,1,,1,1,,,,,,,
12,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8260696,45,Dominic Hellman,,,So,INF,6-6,R/R,15080,24,14,0.271,0.317,0.508,6,59,16,2,,30,4,9,3,1,,,26,,1,,,,,
13,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8279115,17,Drew Smith,,,So,INF,6-2,R/R,15080,56,56,0.314,0.422,0.451,38,204,64,16,,92,4,29,29,10,1,1,61,7,2,,5,,5,
14,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8284189,24,Ian Umlandt,,,So,P,6-0,L/L,15080,8,4,,,,,,,,,0,,,,,,,,,,,,,,
15,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8284286,77,Anson Aroz,,,So,C,5-11,B/R,15080,45,35,0.281,0.365,0.466,27,146,41,9,,68,6,25,15,5,1,2,35,2,1,1,2,1,1,
16,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8278281,28,Bryce Boettcher,,,Sr,OF,6-2,R/R,15080,56,54,0.276,0.372,0.500,46,192,53,7,,96,12,35,20,11,3,7,42,1,2,2,15,,1,
17,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491624,55,Cole Stokes,,,Fr,P,6-6,R/R,15080,8,0,,,,,,,,,0,,,,,,,,,,,,,,
18,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491647,52,Brock Moore,,,Sr,P,6-6,R/R,15080,17,1,,,,,,,,,0,,,,,,,,,,,,,,
19,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8282658,27,Chase Meggers,,,So,C,6-0,L/R,15080,46,38,0.316,0.395,0.480,32,152,48,8,1,73,5,33,12,10,3,3,26,,3,,2,,,
20,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491585,38,Collin Clarke,,,Fr,P,6-3,R/R,15080,13,1,,,,,,,,,0,,,,,,,,,,,,,,
21,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491602,46,Ryan Featherston,,,Fr,P,6-2,R/R,15080,19,0,,,,,,,,,0,,,,,,,,,,,,,,
22,2024,2023-24,MBA,529,Oregon,1,I,Pac-12,8491454,31,Justin Cassella,,,Sr,OF,6-0,R/R,15080,45,33,0.250,0.399,0.460,29,124,31,5,,57,7,28,25,7,2,1,34,3,2,1,12,,2,
