,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8265643,3,Kolbe Aven,,,Sr,C,5-10,R/R,15080,10,6,0.280,0.419,0.400,3,25,7,3,,10,,4,5,1,,,8,,,,,,,
1,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8270050,22,Justin Wachs,,,Jr,C,6-2,B/R,15080,45,45,0.353,0.476,0.557,45,167,59,9,2,93,7,35,23,18,2,,26,5,2,,6,,1,
2,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8264742,0,MC Sagaro,,,Sr,INF,5-5,R/R,15080,23,15,0.200,0.384,0.218,14,55,11,1,,12,,7,14,3,1,2,13,,,1,,,,
3,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8271761,27,Frank Elissalt,,,Sr,P,6-1,R/R,15080,19,3,,,,,,,,,0,,,,,,,,,,,,,,
4,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8275526,8,Jarrett Bond,,,Jr,P,6-2,R/R,15080,12,2,,,,,,,,,0,,,,,,,,,,,,,,
5,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8268438,5,Tyler Venegas,,,So,UT,6-0,R/R,15080,8,6,0.286,0.304,0.286,3,21,6,,,6,,2,1,,1,2,3,2,,,1,,1,
6,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8270907,9,Ryan Cainzos,,,So,OF,5-10,R/R,15080,33,27,0.278,0.421,0.356,19,90,25,1,,32,2,12,13,10,1,4,41,1,3,,5,,,
7,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8271024,11,Charlie Nichols,,,Jr,P,6-3,R/R,15080,10,0,,,,,,,,,0,,,,,,,,,,,,,,
8,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8284160,23,Kristian Noriega,,,So,UT,6-0,L/R,15080,28,20,0.197,0.388,0.268,13,71,14,2,,19,1,15,18,6,3,1,15,3,,,3,,1,
9,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8283129,99,Michael Dillon,,,Sr,P,6-0,L/R,15080,14,3,,,,,,,,,0,,,,,,,,,,,,,,
10,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415448,1,Zeth Rodriguez,,,Jr,INF,5-10,R/R,15080,44,43,0.293,0.415,0.471,42,157,46,7,,74,7,33,25,9,2,,25,6,3,,5,1,3,
11,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415586,25,Alex Valentin,,,Fr,P,5-10,R/R,15080,12,9,,,,,,,,,0,,,,,,,,,,,,,,
12,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415612,35,Boris Pena,,,Sr,C,6-4,R/R,15080,44,44,0.346,0.455,0.593,43,162,56,11,1,96,9,38,25,9,2,,31,4,,1,4,,2,
13,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415624,45,Mario Lopez,,,Jr,C,5-11,R/R,15080,15,13,0.269,0.377,0.404,7,52,14,4,,21,1,6,7,2,,,11,,,,,,,
14,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415451,2,Tyson Cooper,,,Sr,C,6-2,B/R,15080,40,35,0.333,0.447,0.409,27,132,44,7,,54,1,25,17,11,1,2,17,4,1,,,,3,
15,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415564,20,Kader Rabagh,,,Jr,P,5-10,R/R,15080,18,4,0.333,0.600,0.333,1,3,1,,,1,,,2,,,,2,,,,,,,
16,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415611,32,Carlos Nolasco,,,Jr,P,6-0,R/R,15080,14,9,,,,,,,,,0,,,,,,,,,,,,,,
17,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415473,6,Jorge Braceras,,,Sr,C,5-10,R/R,15080,38,33,0.188,0.279,0.231,15,117,22,5,,27,,15,12,4,3,5,27,5,,,,,2,
18,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415495,10,Bryan Loriga,,,Jr,INF,5-10,R/R,15080,39,38,0.364,0.420,0.603,22,151,55,15,,91,7,30,15,1,2,,33,2,,2,2,2,1,
19,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415514,13,Landon Lowe,,,Jr,INF,5-10,B/L,15080,36,24,0.241,0.356,0.345,19,87,21,4,1,30,1,14,8,8,1,,28,1,2,,6,,1,
20,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415551,15,Frank Villella,,,Fr,P,6-0,L/L,15080,11,2,0.267,0.389,0.400,4,15,4,2,,6,,3,1,2,,,7,,,,,,,
21,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415499,12,Chris Perez,,,Fr,INF,6-4,R/R,15080,2,1,,,,,,,,,0,,,,,,,,,,,,,,
22,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415518,14,Tyler  Monzon,,,Jr,P,6-0,L/L,15080,8,0,,,,,,,,,0,,,,,,,,,,,,,,
23,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415555,16,Ariel Garcia,,,Jr,INF,6-2,R/R,15080,37,34,0.159,0.269,0.230,21,126,20,3,,29,2,14,16,3,,2,41,3,,,,,,
24,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415563,18,Pedro Acosta,,,Fr,UT,6-1,R/R,15080,13,2,,,,1,,,,,0,,,,,,,,,,,,,,
25,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415568,21,Oscar Hernandez,,,Fr,P,6-4,R/R,15080,7,0,,,,,,,,,0,,,,,,,,,,,,,,
26,2024,2023-24,MBA,24639,Nova Southeastern,2,II,Sunshine State,8415574,24,Keyler Gonzalez,,,Fr,P,5-10,R/R,15080,18,2,,,,,,,,,0,,,,,,,,,,,,,,
