,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8268903,37,Griffen Leiner,,,Sr,P,6-3,,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
1,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8260947,8,Walker Retz,,,Jr,P,6-3,,15080,12,8,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8278167,33,Carl Cano,,,Jr,P,6-1,,15080,15,0,,,,,,,,,0,,,,,,,,,,,,,,
3,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8272976,41,Tucker Huhn,,,Jr,P,6-2,,15080,14,0,,,,,,,,,0,,,,,,,,,,,,,,
4,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8267459,22,Evan Esch,,,Jr,P,5-10,,15080,9,8,,,,,,,,,0,,,,,,,,,,,,,,
5,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8259109,46,Nolan Kemp,,,So,P,5-11,,15080,8,2,,,,,,,,,0,,,,,,,,,,,,,,
6,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8262772,28,Kolby Gartner,,,Sr,P,6-2,,15080,12,3,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8265132,21,Jonah Hoeg,,,Sr,1B,6-1,,15080,4,2,0.222,0.300,0.333,1,9,2,1,,3,,1,1,,,1,2,,,,,,,
8,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8260399,17,Joe Vos,,,Jr,P,6-1,,15080,43,43,0.280,0.374,0.478,28,157,44,6,2,75,7,25,19,5,1,4,50,6,,,12,,5,
9,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8270972,19,Max Moris,,,Sr,C,6-0,,15080,45,44,0.322,0.405,0.461,27,180,58,9,2,83,4,35,24,3,3,1,32,8,2,1,1,,6,
10,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8259261,4,Ben Vujovich,,,Jr,OF,6-0,,15080,46,46,0.307,0.403,0.397,44,189,58,7,2,75,2,24,27,4,1,4,48,2,1,1,17,,1,
11,2024,2023-24,MBA,620,St. Thomas (MN),1,I,Summit League,8282900,5,Brigs Richartz,,,Jr,OF,5-9,,15080,46,46,0.332,0.405,0.522,27,184,61,13,2,96,6,33,19,5,2,1,28,2,2,,3,,2,
