,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,741,VMI,1,I,SoCon,8586770,31,Peter Phillips,,,Fr,P,6-4,,15080,5,0,,,,,,,,,0,,,,,,,,,,,,,,
1,2024,2023-24,MBA,741,VMI,1,I,SoCon,8265661,13,Hunter Sipe,,,So,P,6-1,,15080,17,0,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,741,VMI,1,I,SoCon,8260904,34,Caden Plummer,,,Jr,P,5-11,,15080,16,1,,,,,,,,,0,,,,,,,,,,,,,,
3,2024,2023-24,MBA,741,VMI,1,I,SoCon,8277827,27,Cole Garrett,,,Sr,C,6-0,,15080,16,16,0.228,0.318,0.421,6,57,13,2,,24,3,13,8,,1,1,9,2,1,,3,,2,
4,2024,2023-24,MBA,741,VMI,1,I,SoCon,8275088,17,Evan Parmer,,,Jr,P,6-0,,15080,12,1,,,,,,,,,0,,,,,,,,,,,,,,
5,2024,2023-24,MBA,741,VMI,1,I,SoCon,8265913,2,Owen Prince,,,So,INF,5-9,,15080,56,56,0.288,0.440,0.387,44,191,55,11,1,74,2,23,39,13,,9,38,7,6,3,26,,6,
6,2024,2023-24,MBA,741,VMI,1,I,SoCon,8271534,18,Darrell Fletcher-Knight,,,So,P,6-1,,15080,4,0,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,741,VMI,1,I,SoCon,8277928,16,Ryan  Peterson,,,Jr,UT,6-1,,15080,17,10,0.219,0.324,0.438,4,32,7,1,,14,2,9,4,1,,2,14,,,,1,,,
8,2024,2023-24,MBA,741,VMI,1,I,SoCon,8262391,24,Will Riley,,,Sr,UT,6-0,,15080,14,14,,,,,,,,,0,,,,,,,,,,,,,,
9,2024,2023-24,MBA,741,VMI,1,I,SoCon,8277024,25,Nathan Hawley,,,Jr,P,6-2,,15080,21,5,,,,,,,,,0,,,,,,,,,,,,,,
10,2024,2023-24,MBA,741,VMI,1,I,SoCon,8258922,7,Jaxon Lloyd,,,Jr,P,6-1,,15080,7,1,,,,,,,,,0,,,,,,,,,,,,,,
11,2024,2023-24,MBA,741,VMI,1,I,SoCon,8273224,20,Grayson Fitzwater,,,So,UT,6-1,,15080,56,56,0.294,0.427,0.652,48,201,59,16,1,131,18,63,35,14,3,2,49,6,1,2,10,,4,
12,2024,2023-24,MBA,741,VMI,1,I,SoCon,8265037,30,Addison Clark,,,Jr,1B,6-3,,15080,5,1,0.250,0.333,0.250,1,8,2,,,2,,1,,1,,,3,,,,,,,
13,2024,2023-24,MBA,741,VMI,1,I,SoCon,8260303,23,Holden Wilkerson,,,Jr,P,6-4,,15080,4,4,,,,,,,,,0,,,,,,,,,,,,,,
14,2024,2023-24,MBA,741,VMI,1,I,SoCon,8266530,14,Ty Swaim,,,Sr,INF,5-11,,15080,55,55,0.346,0.418,0.484,44,217,75,14,2,105,4,47,23,7,4,5,32,5,10,3,27,,5,
15,2024,2023-24,MBA,741,VMI,1,I,SoCon,8270985,32,Andrew Jones,,,So,P,6-0,,15080,13,8,,,,,,,,,0,,,,,,,,,,,,,,
16,2024,2023-24,MBA,741,VMI,1,I,SoCon,8271010,8,Brett Cook,,,Sr,INF,5-9,,15080,47,44,0.310,0.417,0.544,39,158,49,10,,86,9,33,19,12,3,4,40,2,3,,20,2,,
17,2024,2023-24,MBA,741,VMI,1,I,SoCon,8268616,29,Jack Thompson,,,Sr,P,6-1,,15080,21,2,,,,,,,,,0,,,,,,,,,,,,,,
18,2024,2023-24,MBA,741,VMI,1,I,SoCon,8273571,40,Alex LaRou,,,Sr,P,6-7,,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
19,2024,2023-24,MBA,741,VMI,1,I,SoCon,8273630,28,Roberto Velasquez,,,So,P,5-11,,15080,9,2,,,,,,,,,0,,,,,,,,,,,,,,
20,2024,2023-24,MBA,741,VMI,1,I,SoCon,8286520,33,Clark Driscoll,,,So,UT,5-5,,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
21,2024,2023-24,MBA,741,VMI,1,I,SoCon,8283004,12,Jed Barrett,,,Sr,INF,5-11,,15080,21,16,0.241,0.349,0.444,14,54,13,3,1,24,2,7,5,4,,4,22,1,,2,5,,,
22,2024,2023-24,MBA,741,VMI,1,I,SoCon,8286675,43,Kazuya Jordan,,,So,UT,5-9,,15080,47,41,0.227,0.364,0.394,26,132,30,7,3,52,3,18,26,3,1,5,44,,6,1,29,,,
23,2024,2023-24,MBA,741,VMI,1,I,SoCon,8592211,1,Trey Morgan,,,Sr,UT,5-10,,15080,55,55,0.327,0.437,0.472,53,199,65,14,,94,5,38,41,4,8,5,29,8,7,1,18,,5,
24,2024,2023-24,MBA,741,VMI,1,I,SoCon,8286889,37,James Newsome,,,Jr,P,6-7,-/R,15080,1,1,,,,,,,,,0,,,,,,,,,,,,,,
25,2024,2023-24,MBA,741,VMI,1,I,SoCon,8286903,26,Marcus Van Alstine,,,So,P,6-0,,15080,20,3,,,,,,,,,0,,,,,,,,,,,,,,
26,2024,2023-24,MBA,741,VMI,1,I,SoCon,8287104,11,Jimmy Koza,,,So,UT,5-10,,15080,30,20,0.211,0.337,0.254,12,71,15,1,1,18,,4,13,2,3,,22,2,6,1,6,,2,
27,2024,2023-24,MBA,741,VMI,1,I,SoCon,8287170,9,Cole Jenkins,,,Sr,INF,6-3,,15080,49,49,0.277,0.337,0.424,30,184,51,10,1,78,5,31,11,7,3,3,30,5,2,,8,,3,
28,2024,2023-24,MBA,741,VMI,1,I,SoCon,8586759,3,Seth Buchanan,,,Fr,INF,5-11,,15080,8,1,0.000,0.167,0.000,1,5,,,,0,,,,1,,,3,,,,,,,
