,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8592761,30,Ricardo Gonzalez,,,Fr,P,6-2,,15080,14,10,,,,,,,,,0,,,,,,,,,,,,,,
1,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8269958,7,Wilfredo Mendez,,,Sr,OF,5-10,,15080,47,47,0.199,0.299,0.324,30,176,35,7,,57,5,21,23,3,2,1,40,1,2,,2,,1,
2,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8259477,21,Nathan Vidmar,,,So,P,6-4,,15080,18,3,1.000,1.000,1.000,,1,1,,,1,,,,,,,,,,,,,,
3,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8266831,36,Krew Bouldin,,,Sr,UT,6-3,R/R,15080,49,49,0.320,0.457,0.579,35,178,57,13,,103,11,55,40,8,4,,26,3,,,3,1,1,
4,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8259532,25,Jack Messmore,,,So,P,6-1,,15080,36,32,0.265,0.400,0.309,8,68,18,3,,21,,12,14,2,1,,21,1,,,,,,
5,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8276233,34,Hunter Thompson,,,So,1B,6-0,,15080,9,1,0.000,0.000,0.000,,1,,,,0,,,,,,,1,,,,,,,
6,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8262206,23,Brandon Hatch,,,Jr,P,6-3,R/R,15080,16,1,0.000,0.000,0.000,,1,,,,0,,,,,,,1,,,,,,,
7,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8276825,1,Jancarlos Colon,,,Sr,INF,5-10,,15080,49,49,0.328,0.443,0.419,50,198,65,10,4,83,,25,35,8,3,1,25,4,2,,21,,1,
8,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8276858,24,Chris Amparo,,,Sr,INF,6-0,,15080,47,47,0.264,0.392,0.516,38,182,48,11,1,94,11,50,31,8,1,1,55,4,,,8,,2,
9,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8272934,5,Brady Daniels,,,Sr,INF,6-2,B/R,15080,7,7,0.118,0.400,0.118,2,17,2,,,2,,1,6,2,,,7,1,,,,,1,
10,2024,2023-24,MBA,178,Delaware St.,1,I,NEC,8260233,10,Amari Gordon,,,So,P,6-0,,15080,9,1,,,,,,,,,0,,,,,,,,,,,,,,
