,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8268009,10,Tyler Borges,,,Sr,UT,5-9,R/R,15080,53,49,0.263,0.351,0.381,26,160,42,5,1,61,4,23,21,2,2,3,41,3,1,1,5,,3,
1,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8269974,38,Austin Mills,,,Jr,P,6-2,R/R,15080,11,0,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8271200,25,Grant Wood,,,Jr,P,6-2,R/R,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
3,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8272455,43,Eric Lin,,,Jr,P,5-11,R/R,15080,13,0,,,,,,,,,0,,,,,,,,,,,,,,
4,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8270189,15,Leif Moore,,,Sr,P,5-10,R/R,15080,16,9,,,,,,,,,0,,,,,,,,,,,,,,
5,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8271770,8,Micah Morgan,,,Sr,UT,6-0,L/R,15080,47,31,0.330,0.440,0.557,18,115,38,5,,64,7,30,18,6,2,3,19,3,1,,,1,1,
6,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8273127,17,Seth  Carter,,,Jr,P,5-11,R/R,15080,16,0,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8590570,11,Cam Hill,,,Sr,P,6-4,L/L,15080,14,14,,,,,,,,,0,,,,,,,,,,,,,,
8,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8590573,18,Jaxon Milam,,,Fr,UT,6-1,L/R,15080,15,5,0.130,0.192,0.174,1,23,3,1,,4,,1,2,,1,1,9,1,,1,,,1,
9,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8590575,19,Ty Brooks,,,Fr,INF,5-8,L/R,15080,13,2,0.250,0.308,0.250,1,12,3,,,3,,,,1,,,5,,,,,,,
10,2024,2023-24,MBA,646,South Alabama,1,I,Sun Belt,8590586,24,Lucas Ismaili,,,Jr,INF,6-0,R/R,15080,54,53,0.247,0.333,0.475,27,198,49,10,1,94,11,42,20,6,1,3,32,5,1,,,,4,
