,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454871,31,Will Girardi,,,Jr,P,-,B/L,15080,8,1,,,,,,,,,0,,,,,,,,,,,,,,
1,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8276335,30,Reese Lueck,,,So,P,6-1,R/R,15080,10,0,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8267161,8,Santino Panaro,,,Jr,OF,5-10,L/L,15080,39,34,0.258,0.372,0.306,20,124,32,6,,38,,18,16,7,1,2,13,3,,,2,,2,
3,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454852,23,Gunnar Myro,,,Fr,INF,-,R/R,15080,20,5,0.130,0.333,0.217,6,23,3,2,,5,,2,6,1,,,9,2,,,1,,2,
4,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454877,40,Jesus Gonzalez,,,Jr,P,-,R/R,15080,9,0,,,,,,,,,0,,,,,,,,,,,,,,
5,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454880,41,Albert Roblez,,,Jr,P,-,R/R,15080,13,4,,,,,,,,,0,,,,,,,,,,,,,,
6,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454882,43,Blaze Hill,,,Jr,P,-,R/R,15080,9,0,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454884,44,Matthew Sigafoos,,,Jr,P,-,R/R,15080,4,0,,,,,,,,,0,,,,,,,,,,,,,,
8,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8454885,45,Seth McGrath,,,Jr,P,-,R/R,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
9,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8259963,32,Zander Bretza,,,Fr,P,6-0,R/R,15080,7,0,,,,,,,,,0,,,,,,,,,,,,,,
10,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8267299,42,Jordan Hanson,,,So,P,6-6,R/R,15080,7,4,,,,,,,,,0,,,,,,,,,,,,,,
11,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8260085,26,Sam Simon,,,Jr,P,6-3,R/R,15080,13,7,,,,,,,,,0,,,,,,,,,,,,,,
12,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8260162,17,Cole Roberts,,,So,P,5-11,R/R,15080,5,0,,,,,,,,,0,,,,,,,,,,,,,,
13,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8286465,47,Austin Kryszczuk,,,Sr,OF,5-8,R/L,15080,52,52,0.372,0.477,0.779,59,199,74,20,2,155,19,75,31,11,2,1,33,5,1,,,2,5,
14,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8280542,22,Alex Pimentel,,,Sr,OF,6-2,R/R,15080,40,23,0.275,0.391,0.510,23,102,28,9,,52,5,27,18,4,4,1,28,1,,1,1,,1,
15,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8281801,10,Chase Gallegos,,,So,C,6-1,R/R,15080,26,19,0.234,0.347,0.250,9,64,15,1,,16,,7,6,5,,,17,4,,,1,,3,
16,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8285680,3,Paul Myro IV,,,Jr,INF,5-9,R/R,15080,39,38,0.272,0.396,0.416,29,125,34,9,,52,3,21,19,8,2,1,28,1,,2,2,,,
17,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8280935,14,Kade Higgins,,,Jr,OF,6-2,L/R,15080,50,50,0.320,0.425,0.515,52,194,62,15,1,100,7,31,26,11,2,,53,2,1,,5,1,1,
18,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8281072,12,Noah Carabajal,,,Sr,P,6-2,R/R,15080,10,6,,,,,,,,,0,,,,,,,,,,,,,,
19,2024,2023-24,MBA,465,UNLV,1,I,Mountain West,8283724,7,Chase Ditmar,,,Fr,3B,6-1,B/B,15080,41,35,0.296,0.414,0.409,21,115,34,8,1,47,1,24,16,8,1,2,22,6,,,,,4,
