season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8259153,56,Preston Workman,,,So,P,-,,15080,11,4,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8263963,7,Tyson Bass,,,Sr,OF,-,,15080,49,49,0.364,0.463,0.748,70,214,78,11,4,160,21,57,36,5,2,,36,1,3,2,31,,1,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8265922,15,Jackson Hobbs,,,Sr,1B,-,,15080,44,44,0.396,0.555,0.632,52,144,57,17,1,91,5,36,42,17,6,,23,1,,2,,2,1,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8266066,48,Zach  Joyner,,,Sr,INF,-,,15080,2,0,0.000,0.000,0.000,,2,,,,0,,,,,,,1,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8266731,54,Kylen Davis,,,Sr,OF,-,,15080,5,0,0.000,0.000,0.000,1,1,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8267449,9,Blake Bennett,,,So,P,-,,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8267677,34,Dylan Cheeley,,,Jr,P,-,,15080,18,7,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8267815,25,Alex Moskal,,,Sr,OF,-,,15080,43,38,0.385,0.460,0.491,41,161,62,12,1,79,1,32,20,5,3,2,22,,5,1,18,1,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8275515,43,Drake Hobgood,,,So,P,-,,15080,10,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8276664,24,Justin McDonald,,,Jr,OF,-,,15080,11,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8279103,12,Cullen Davis,,,Sr,P,-,,15080,16,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8279966,22,Ethan Martin,,,Sr,C,-,,15080,4,1,0.000,0.000,0.000,,5,,,,0,,,,,,1,2,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8280059,17,Haden Blanks,,,So,P,-,,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8280523,36,Clay Wardius,,,Jr,P,-,,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8280716,46,Seth Jones,,,So,C,-,,15080,31,24,0.165,0.306,0.228,14,79,13,2,,18,1,14,13,4,2,4,22,2,1,,2,,2,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8280900,21,Javier Quintana,,,Jr,INF,-,,15080,37,30,0.345,0.486,0.455,27,110,38,6,,50,2,35,30,3,3,3,19,4,,,,,2,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8281231,31,Nate Volk,,,So,P,-,,15080,8,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8284064,49,Hunter Pohl,,,Jr,OF,-,,15080,7,0,0.286,0.375,0.286,1,7,2,,,2,,,1,,,,3,1,,,,,1,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8285299,27,Caleb Elias,,,So,INF,-,,15080,15,5,0.174,0.345,0.217,5,23,4,1,,5,,4,6,,,,9,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8286073,11,Eli Garner,,,So,P,-,,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8287304,42,Colin Scoggins,,,Jr,INF,-,,15080,49,49,0.271,0.378,0.346,32,188,51,5,,65,3,36,26,8,3,,33,9,1,,,,8,
2024,2023-24,MBA,491,N.C. Wesleyan,3,III,USA South,8287922,41,Matt Balen,,,Jr,OF,-,,15080,2,0,0.333,0.333,0.333,1,3,1,,,1,,1,,,,,2,,,,,,,
