season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8259359,4,Thomas Schroeder IV,,,Jr,SS,5-11,R/R,15080,47,46,0.294,0.448,0.382,33,136,40,7,1,52,1,24,31,11,5,4,23,2,1,2,18,,2,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8262274,17,Collin Perkins,,,So,INF,6-0,R/R,15080,11,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8269541,52,Aiden Berggren,,,So,P,6-6,R/R,15080,3,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8270036,21,Logan Stockton,,,Sr,UT,5-9,R/R,15080,40,34,0.300,0.435,0.540,26,100,30,6,,54,6,29,25,2,4,3,18,4,1,,5,,4,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8271776,13,Tanner Folds,,,Jr,P,6-2,R/L,15080,12,8,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8272330,10,Kobe Jones,,,Sr,OF,5-10,L/L,15080,38,36,0.387,0.459,0.540,33,137,53,7,1,74,4,26,17,3,2,,16,2,1,2,10,,1,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8272769,24,Cole McDaniel,,,Jr,P,6-4,L/L,15080,15,10,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8273586,15,Coy Martin,,,Jr,P,6-1,L/L,15080,18,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8274598,30,David Baillio,,,Jr,OF,5-9,R/R,15080,6,0,0.200,0.333,0.200,1,5,1,,,1,,,1,,,,4,,,,,,,
2024,2023-24,MBA,30151,Shorter,2,II,Gulf South,8276922,44,Gavin Millians,,,Jr,DH,6-2,R/R,15080,8,4,0.188,0.316,0.188,2,16,3,,,3,,,2,1,,,7,1,,,,,1,
