season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8268001,5,Niko Diaz,,,Sr,OF,5-7,L/L,15080,25,7,0.219,0.390,0.313,10,32,7,1,1,10,,4,7,2,,3,3,1,,,,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8276075,12,Ethan Rivera,,,Jr,C,6-1,R/R,15080,46,46,0.368,0.455,0.467,31,152,56,9,,71,2,34,22,8,7,4,19,4,1,,,2,4,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8265840,27,Preston Kelly,,,So,P,5-10,R/R,15080,23,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8275213,2,Emilio Luna,,,Jr,INF,5-9,R/R,15080,41,22,0.232,0.376,0.290,16,69,16,2,1,20,,9,7,9,,7,19,2,,1,2,,2,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8269580,10,Jake Adams,,,So,C,5-9,R/R,15080,23,1,0.286,0.333,0.286,3,14,4,,,4,,1,1,,,,8,,1,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8272209,11,Luke Reece,,,Jr,INF,5-11,R/R,15080,44,44,0.354,0.442,0.634,46,164,58,8,1,104,12,48,23,6,4,4,26,1,3,,4,2,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8265454,9,Trevor Schott,,,Jr,P,6-2,R/R,15080,7,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8285961,4,Sean McGrew,,,Jr,UT,6-0,R/R,15080,34,12,0.300,0.403,0.450,19,60,18,3,,27,2,15,9,2,1,2,9,2,,,1,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8287300,13,Conner Gleissner,,,Jr,P,6-0,L/L,15080,8,5,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8284936,14,Nolan Long,,,Jr,P,6-0,L/L,15080,19,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421517,15,Jordan Ku,,,Jr,INF,6-0,B/R,15080,36,26,0.256,0.347,0.477,17,86,22,5,1,41,4,13,7,5,,3,20,2,1,,2,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421593,28,Mateo Lake,,,Jr,1B,5-11,L/R,15080,34,26,0.261,0.393,0.364,17,88,23,6,,32,1,16,12,7,,1,27,6,,,1,,2,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421506,1,Cameron Mahaffy,,,Jr,OF,6-1,R/R,15080,46,41,0.349,0.436,0.624,33,149,52,12,1,93,9,45,15,11,4,3,36,1,,1,4,2,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421510,3,Mauricio Guardado,,,Jr,C,6-1,L/R,15080,30,10,0.244,0.333,0.366,6,41,10,2,,15,1,4,3,3,1,2,10,2,,,2,,2,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421513,7,Ruben Cedillo,,,Jr,OF,5-10,R/R,15080,40,16,0.222,0.434,0.444,20,54,12,3,,24,3,11,16,5,1,2,16,1,1,1,4,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421516,8,Garrett Teunissen,,,Jr,INF,5-9,R/R,15080,48,47,0.380,0.445,0.575,48,179,68,16,2,103,5,44,17,9,6,12,21,7,3,1,22,,5,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421526,17,Phoenix Sommay,,,So,UT,5-10,R/R,15080,47,47,0.341,0.469,0.469,53,179,61,9,1,84,4,37,22,22,1,4,25,2,3,1,8,1,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421600,29,Bruno De Leon,,,Jr,P,5-11,R/R,15080,11,4,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421601,30,Victor Castaneda,,,Fr,INF,5-7,L/R,15080,38,31,0.297,0.400,0.559,23,111,33,4,2,62,7,25,14,5,,2,20,2,1,1,2,1,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421612,36,Nate Jaramillo,,,Jr,INF,5-8,R/R,15080,19,2,0.000,0.000,0.000,1,1,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421619,40,Will Potter,,,Jr,INF,6-1,R/R,15080,25,12,0.237,0.431,0.395,11,38,9,3,,15,1,10,5,8,,1,9,1,,,,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421545,20,Evan Scalley,,,Jr,OF,6-1,L/R,15080,33,22,0.266,0.318,0.380,12,79,21,3,,30,2,10,6,,,1,15,1,,,,,1,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421615,39,Jacob Juarez,,,Jr,P,6-0,B/L,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421532,18,Sammy Murphy,,,Jr,P,6-4,R/R,15080,12,12,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421603,34,Bradley Chesteron,,,Sr,C,6-1,R/R,15080,37,22,0.370,0.469,0.543,19,81,30,8,,44,2,19,10,6,1,5,8,6,,,,,6,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421560,21,Luke Higgins,,,Jr,P,6-1,R/R,15080,4,4,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421563,22,Hayden Johns,,,Sr,P,6-4,R/R,15080,3,2,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421608,35,Ryan White,,,Jr,1B,6-2,R/R,15080,2,0,0.000,0.000,0.000,,1,,,,0,,,,,,,1,,,1,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421518,16,Isaac Ontiveros,,,Jr,P,6-1,L/L,15080,11,1,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421585,25,Carson Hamro,,,Jr,P,6-6,R/R,15080,6,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421620,41,Spencer Anderson,,,Jr,P,6-4,L/R,15080,13,6,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8421621,19,Roman Connolly,,,Jr,P,6-1,R/R,15080,13,10,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,30198,Cal St. San Marcos,2,II,CCAA,8687172,42,Jillian Albayati,,,So,P,5-6,R/R,15080,1,0,,,,,,,,,0,,,,,,,,,,,,,,
