,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
0,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8266797,6,Seaver Sheets,,,So,INF,5-10,,15080,7,1,,,,,,,,,0,,,,,,,,,,,,,,
1,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8263210,29,Zach Shaw,,,Jr,P,6-3,R/R,15080,15,0,,,,,,,,,0,,,,,,,,,,,,,,
2,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8264263,10,Chipper Menard,,,Sr,P,6-0,L/L,15080,18,2,,,,,,,,,0,,,,,,,,,,,,,,
3,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8268107,40,Carson Orton,,,Sr,P,6-1,R/R,15080,25,0,,,,,,,,,0,,,,,,,,,,,,,,
4,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8261063,39,Michelle Artzberger,,,Sr,1B,6-0,L/L,15080,45,45,0.323,0.438,0.547,43,161,52,12,,88,8,43,28,5,,1,28,3,,,4,,1,
5,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8271682,25,Matt Abshire,,,Sr,C,5-10,,15080,45,41,0.293,0.352,0.469,21,147,43,11,,69,5,24,13,1,1,3,29,3,,,3,,3,
6,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8274068,43,Dalton Burrell,,,Sr,P,6-5,R/R,15080,10,1,,,,,,,,,0,,,,,,,,,,,,,,
7,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8263610,12,Jayson Zmejkoski,,,Sr,INF,6-1,,15080,45,23,0.250,0.384,0.315,19,92,23,4,1,29,,11,12,8,,2,28,,1,,3,,,
8,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8267295,14,Jake Haggard,,,So,INF,6-3,,15080,54,52,0.258,0.322,0.395,28,190,49,11,,75,5,40,15,4,2,6,35,15,2,2,2,,8,
9,2024,2023-24,MBA,498,ULM,1,I,Sun Belt,8263764,4,Kade Dupont,,,So,INF,5-9,R/R,15080,43,27,0.158,0.271,0.178,13,101,16,,1,18,,7,7,9,1,4,17,2,2,1,4,,2,
