,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826077,33,Josh Venti,,,Jr,P,6-2,R/R,15001,1,1,,54.00,0.2,,2,4,4,2,2,,6,4,,,,2,1,,,,,,,,,,,,,,
1,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826078,40,Reece Bolton,,,Jr,P,6-5,L/L,15001,6,6,,18.00,4.0,,3,10,8,7,3,,24,15,1,,,1,,2,,2,2,,,87,6,2,,,,1,
2,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826079,16,Eric Ludman,,,Jr,INF,6-4,L/R,15001,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826080,19,Brett Lesher,,,So,INF,6-4,R/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826081,29,Joey Loynd,,,Jr,INF,6-1,R/R,15001,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826086,7,Aidan Kane,,,Jr,OF,6-4,L/R,15001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826088,37,Luke Pizzico,,,Jr,P,6-4,R/R,15001,4,4,,9.64,4.2,,7,7,5,6,3,,28,21,,1,,,1,1,1,1,,,,60,3,7,1,1,,,
7,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826089,9,Jake Dunion,,,Jr,INF,5-11,R/R,15001,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826091,11,Joey Silan,,,Sr,P,6-0,R/R,15001,15,15,7,4.29,79.2,,83,48,38,28,54,,355,309,17,4,3,6,6,8,1,5,2,6,4,"1,065",101,72,4,2,1,18,
9,2023,2022-23,MBA,180,Delaware,1,I,CAA,7826092,27,Nate Rolka,,,Jr,P,6-3,R/R,15001,16,16,12,6.57,38.1,,35,30,28,30,32,,183,141,5,,,5,4,7,,,,2,3,604,36,41,2,5,,13,
