,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829023,45,Trent Hillen,,,Fr,P,-,,15001,3,3,,0.00,2.0,,5,2,,1,1,,14,12,1,,,,2,1,,3,3,,,49,2,3,,,,1,
1,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829024,1,Jordan Thompson,,,So,INF,6-2,,15001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829026,42,Josh Mancuso,,,Sr,P,-,,15001,20,20,2,4.15,21.2,,21,12,10,8,27,,96,84,4,,,2,1,4,,24,7,,,379,17,18,2,1,,9,
3,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829027,8,Xane Washington,,,Sr,OF,-,,15001,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829029,15,Austin Cain,,,Sr,INF,-,,15001,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829032,29,Parker Coddou,,,Jr,INF,5-10,,15001,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829033,28,Chase Gearing,,,Sr,P,-,,15001,23,23,2,4.96,49.0,,44,31,27,22,45,,217,183,12,,,8,4,9,1,19,1,1,2,800,56,37,3,2,1,12,2
7,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829039,18,Jaden Collura,,,So,C,5-9,,15001,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829040,6,Garrett Felix,,,Jr,INF,5-8,,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829046,38,Nico Saltaformaggio,,,Jr,P,6-0,,15001,27,27,,3.70,56.0,,47,25,23,19,45,,239,208,3,1,1,1,4,9,2,25,6,1,2,775,71,45,5,2,3,12,1
10,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829050,5,Wes Toups,,,So,OF,-,,15001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829051,7,Basiel Williams,,,Jr,OF,6-3,,15001,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829052,12,Devin Desandro,,,Jr,P,5-9,,15001,18,18,13,6.00,51.0,,63,41,34,12,26,,229,203,13,1,,7,9,9,1,4,2,3,2,725,54,61,2,5,,15,2
13,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829053,17,Gavin Galy,,,So,P,6-0,,15001,21,21,1,2.04,35.1,,23,10,8,5,34,,135,120,5,3,,3,3,4,,27,8,3,3,418,28,40,2,,1,15,
14,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829054,19,Tyler Theriot,,,Sr,P,-,,15001,17,17,10,5.52,62.0,1,73,44,38,21,42,,277,244,13,2,2,9,3,8,1,9,7,2,2,868,65,65,3,4,,15,4
15,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829055,25,Edgar Alvarez,,,Jr,INF,6-4,,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829058,10,Jayden Kay,,,Jr,UT,6-0,,15001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2023,2022-23,MBA,483,Nicholls,1,I,Southland,7829062,23,Hunter LeBlanc,,,Sr,OF,-,,15001,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010895,16,Cole Poirrier,,,Fr,UT,6-3,,15001,5,5,,14.54,4.1,,8,7,7,5,2,,27,20,1,,,1,,2,,3,,,,100,5,5,,1,,1,
19,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010977,13,Jacob Mayers,,,Fr,P,6-5,,15001,15,15,15,2.02,75.2,,44,21,17,58,105,,317,251,10,1,,6,3,5,,,,1,2,"1,231",36,64,9,1,,27,2
20,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010192,21,Cade Crosby,,,Jr,INF,5-11,L/R,15001,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8011000,43,Alexander Llinas,,,Fr,P,5-11,,15001,6,6,,18.90,3.1,,7,9,7,3,4,,21,17,,1,,3,2,1,,5,2,,,83,4,2,1,,,,
22,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8011008,30,Harper Jordan,,,So,P,6-3,,15001,19,19,,4.50,32.0,,36,16,16,14,19,,149,126,4,,,3,,8,,13,6,1,,488,42,29,2,,1,4,1
23,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010954,34,Gerardo Villarreal,,,Jr,INF,5-10,,15001,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8011012,32,Chat Hayes,,,Jr,P,-,,15001,11,11,3,6.06,16.1,,23,12,11,8,16,,78,69,8,,,3,3,,,3,3,,1,290,14,16,,1,,1,1
25,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010195,14,Michael Quevedo,,,So,P,5-10,L/L,15001,13,13,9,5.80,40.1,,48,27,26,18,24,,183,156,7,1,,6,4,4,,4,2,4,1,658,33,53,4,2,,9,
26,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010955,27,Kade Turnage,,,Jr,C,5-11,,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010964,20,Arturo Rodriguez,,,Jr,P,5-11,,15001,16,16,2,5.81,26.1,,29,20,17,6,21,,114,104,7,,,4,5,3,1,13,1,,1,382,29,25,1,3,,5,
28,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8011004,26,Brayden Kuriger,,,Fr,UT,6-1,,15001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010968,41,Chase Richter,,,So,P,6-0,,15001,2,2,,5.40,1.2,,2,1,1,1,,,7,6,1,,,1,,,,1,,,,35,2,2,,,,,
30,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010971,31,Nuno Parache,,,So,P,6-1,,15001,2,2,,0.00,1.0,,0,,,0,1,,5,4,,,,,,1,,1,1,,,19,2,,,,,,
31,2023,2022-23,MBA,483,Nicholls,1,I,Southland,8010972,33,Erick Ordonez,,,Jr,UT,5-8,,15001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
