season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814342,4,Brendan Martin,,,Sr,3B,-,,15001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814343,8,Garrett Kile,,,Jr,SS,-,,15001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814344,26,Zach Reed,,,Sr,P,-,,15001,11,11,11,5.74,58.0,1,74,48,37,14,47,,274,247,7,2,,8,8,6,,,,5,2,345,41,83,2,6,,10,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814345,32,Teegan Starr,,,Jr,P,-,,15001,3,3,,27.00,2.2,,12,10,8,1,1,,22,19,1,,,1,,,,,,1,1,31,1,6,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814346,44,Connor Pickle,,,Jr,UT,-,,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814347,17,Ryan Kulick,,,Sr,P,-,,15001,6,6,,3.00,15.0,,15,5,5,4,4,,63,54,5,1,,1,1,2,,,,,3,155,11,26,,,,1,1
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814348,28,Ethan Kennedy,,,Jr,P,-,,15001,21,21,,5.02,37.2,,45,29,21,16,31,,178,155,7,1,,2,5,2,1,3,1,3,2,453,44,34,4,2,5,14,1
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814349,40,Sam Gardner,,,Jr,P,-,,15001,8,8,,3.75,12.0,,9,5,5,10,5,,52,40,,,,,1,,1,5,2,1,1,83,9,18,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814350,7,Brett DeWees,,,Jr,C,-,,15001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814351,27,Robby Elzinga,,,Sr,OF,-,,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814352,13,Emidio Bucci,,,Sr,C,5-10,L/R,15001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814354,12,Brian Jakubek,,,Sr,C,-,,15001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814356,16,Michael Tinneny,,,So,2B,5-11,R/R,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814358,1,Chris Nesensohn,,,So,OF,5-6,L/R,15001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814359,33,Bryce Shaffer,,,So,UT,6-2,R/R,15001,23,11,9,4.94,47.1,,60,34,26,9,22,,214,193,8,,2,5,7,6,,,,3,3,542,51,60,6,2,,5,1
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814360,6,Gabe Trevena,,,So,2B,5-9,R/R,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814361,37,Yandel Tolentino,,,So,P,5-10,R/R,15001,15,15,1,6.56,23.1,,37,25,17,6,9,,118,106,8,1,,2,2,2,,1,1,1,3,228,12,46,2,2,,2,2
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814363,39,Dawson Rightenour,,,So,P,6-3,R/R,15001,8,8,5,10.62,20.1,,32,30,24,10,7,,106,88,2,1,,6,5,5,,,,,3,144,22,27,,3,,3,
2023,2022-23,MBA,815,York (PA),3,III,MAC Commonwealth,7814365,34,Brandon Purdy,,,So,P,6-2,R/R,15001,12,11,11,4.18,60.1,1,60,31,28,23,46,,266,234,15,1,,5,3,2,1,,,4,3,530,54,74,4,3,,13,3
