season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807522,37,Brenden Lewis,,,So,p,5-8,R/L,15001,14,14,,4.29,21.0,,20,13,10,13,25,,101,77,3,,2,,2,7,,8,3,3,1,167,11,7,4,2,1,12,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807524,29,Tanner Dixon,,,Sr,P,6-0,R/R,15001,10,10,3,7.78,19.2,,22,19,17,19,24,,98,77,5,1,,2,7,,,4,,,2,274,11,11,2,1,1,6,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807527,31,Nate Hodgkinson,,,Sr,UT,-,,15001,11,11,1,6.63,19.0,,22,15,14,11,13,,94,73,7,1,,2,3,6,,10,5,1,3,105,5,7,2,2,1,2,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807528,37,Cole Daugherty,,,Sr,UT,-,,15001,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807529,42,Cameron Morales,,,Jr,p,6-6,R/R,15001,6,6,,5.79,9.1,,6,6,6,5,13,,41,32,1,1,,1,2,3,,3,1,,1,29,5,2,1,,,7,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807530,40,Trey Sine,,,Jr,ph/rf,5-9,R/R,15001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807532,16,Chris Chaney,,,Jr,P,6-1,R/R,15001,10,10,8,10.02,32.1,,48,41,36,26,39,,172,134,10,1,,3,5,7,,1,1,3,2,392,22,22,2,1,,18,1
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807533,29,Ryan Haddaway,,,Sr,3B,-,,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807534,55,Ross Mulhall,,,Sr,INF,-,,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807535,10,Corey Jamison,,,Jr,OF,6-0,L/R,15001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807536,12,Daniel Keane,,,Jr,p,5-11,R/R,15001,6,6,2,3.68,14.2,,10,6,6,8,11,,63,49,,,,,2,4,,6,3,1,1,133,4,12,,,,5,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807537,23,Z. Rose,,,Fr,p,-,,15001,4,4,1,23.14,2.1,,4,6,6,3,1,,14,10,,,,,1,1,,3,,,,55,3,1,1,1,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807538,4,Gino Serechia,,,Fr,ss,5-10,R/R,15001,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807539,25,Aaron Snyder,,,Fr,p,6-0,R/R,15001,13,13,,7.84,20.2,,26,21,18,17,26,,106,85,4,1,,6,5,3,,10,4,,1,178,11,15,1,1,2,13,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807540,36,P. Mason,,,Fr,dh,-,,15001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,7807542,26,Sam Daggers,,,Sr,OF,-,,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012316,15,Idris Carter,,,Jr,cf,6-2,R/R,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012325,32,John Cummings,,,So,p,-,,15001,9,9,3,5.91,21.1,,25,14,14,10,19,,98,86,8,,,2,2,1,,3,2,1,,178,13,14,3,,,10,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012337,26,Andrew Edwards,,,Sr,C,-,,15001,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012338,22,Nicco German,,,Jr,dh,-,,15001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012339,8,Wyatt Miles,,,So,2b,5-11,R/R,15001,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012380,33,Jake Andrey,,,Jr,p,-,,15001,8,8,6,7.15,22.2,1,33,26,18,17,17,,123,97,9,1,,1,8,4,,1,1,4,1,312,21,16,,2,,4,
2023,2022-23,MBA,10870,Shepherd,2,II,PSAC,8012381,3,Connor Dewees,,,Sr,INF,5-10,R/R,15001,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
