,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,8004510,19,Brandon Mann,,,Fr,P,6-3,R/R,15001,13,13,1,6.88,17.0,,15,14,13,12,7,,78,64,1,,1,4,3,1,1,5,5,1,,257,28,13,,1,,2,
1,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828251,10,Cody Hultnik,,,So,UT,6-0,R/R,15001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828253,20,Connor O'Halloran,,,Jr,P,6-2,R/L,15001,17,17,15,4.11,103.0,1,90,54,47,26,110,,432,389,21,3,,9,5,10,2,1,1,3,4,"1,594",97,91,8,6,,19,1
3,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828254,24,Joey Velazquez,,,Sr,OF,6-0,L/L,15001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828256,7,Jake Marti,,,Sr,OF,6-4,B/R,15001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828257,47,Jacob Denner,,,Sr,P,6-0,L/L,15001,24,24,9,4.56,71.0,1,72,43,36,21,75,,304,275,11,6,,12,2,4,,18,3,3,1,"1,102",72,57,2,6,3,13,2
6,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828258,4,Brandon Lawrence,,,Jr,INF,6-0,B/R,15001,23,3,,27.00,2.1,,6,7,7,4,1,,21,13,,,,1,1,4,,3,,,,49,3,3,,,,1,
7,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828259,3,Ted Burton,,,Sr,INF,6-3,R/R,15001,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828260,22,Tito Flores,,,Sr,OF,6-1,R/R,15001,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828261,54,Ryan Zimmer,,,Jr,P,6-5,R/R,15001,12,12,,11.32,10.1,,10,13,13,16,10,,56,38,3,,,,3,1,,6,2,,1,231,8,12,,,,,
10,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828263,37,Chase Allen,,,Jr,P,6-6,R/R,15001,12,12,10,7.44,52.0,,73,47,43,30,49,,262,224,15,2,1,8,6,6,,,,,2,925,41,59,5,3,,12,
11,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828264,5,Jimmy Obertop,,,Sr,C,6-2,R/R,15001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828267,23,Joe Longo,,,So,C,6-0,R/R,15001,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828268,34,Ahmad Harajli,,,Jr,P,6-4,R/R,15001,20,20,3,8.23,27.1,,28,27,25,32,35,,143,107,4,,,5,8,2,,10,3,1,1,616,24,18,,1,,13,
14,2023,2022-23,MBA,418,Michigan,1,I,Big Ten,7828269,36,Trevor Kilinski,,,Jr,UT,6-1,L/R,15001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
