season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820959,36,Bo Nicholson,,,Jr,p,-,,15001,7,7,,10.80,8.1,,11,13,10,5,5,,43,35,1,1,,,1,2,,,,1,,157,11,7,1,,,2,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820961,30,Matt Fabian,,,Sr,INF,-,,15001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820962,11,Garrett Bell,,,Sr,P,6-0,,15001,12,12,11,3.94,59.1,,52,29,26,21,51,,255,215,11,2,1,3,7,13,1,,,3,3,734,66,48,3,3,,15,2
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820963,34,Carter Kowalczyk,,,Sr,P,-,,15001,1,1,,9.00,1.0,,2,1,1,0,2,,6,5,,,,1,1,1,,,,,,25,,1,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820964,26,Sean Kelly,,,Jr,p,-,,15001,4,4,,19.29,4.2,,3,10,10,9,6,,30,16,1,,,1,3,4,,,,,1,43,3,5,,,,3,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820965,1,Mike Nauta,,,Sr,INF,-,,15001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820966,7,Riley Brawdy,,,So,INF,-,,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820967,26,David Cifonelli,,,Sr,OF,-,,15001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820968,6,Gil Merod,,,Sr,C,-,,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820969,17,Ben Landis,,,Jr,1B,-,,15001,8,1,,0.00,1.0,,0,,,0,1,,3,3,,,,,,,,,,,,15,1,1,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820972,32,Matthew Chase,,,Sr,P,-,,15001,16,16,1,4.58,35.1,,40,26,18,13,28,,161,139,3,,,6,1,2,2,12,3,5,2,323,49,22,4,1,2,11,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820973,14,Colin Shashaty,,,Jr,lf,-,,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820974,21,Louis Fabbo,,,Jr,2b,-,,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820975,19,Ethan Rothstein,,,Jr,ph/2b,-,,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820977,2,Connor Pedersen,,,So,INF,-,,15001,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,313,Ithaca,3,III,Liberty League,7820978,25,Ryan Laubscher,,,So,1B,-,,15001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
