,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,19651,High Point,1,I,Big South,7980333,19,Brett Ahalt,,,So,INF,6-1,L/R,15001,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824058,35,Jack Nathan,,,Sr,P,6-2,L/L,15001,6,6,,10.13,2.2,,3,3,3,3,5,,16,11,,,,,,2,,5,3,,,69,2,1,,,,4,
2,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824059,4,Jackson Melton,,,Jr,INF,5-11,R/R,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994159,44,Johannes Lopez,,,Fr,P,6-1,R/R,15001,2,2,,0.00,0.2,,0,,,4,2,,6,2,,,,,,,,3,1,,,32,,,,,,,
4,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824061,40,Miggy Echazarreta,,,So,INF,6-0,L/R,15001,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994163,28,Jack Pokorak,,,Fr,INF,6-2,R/R,15001,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824066,9,Peyton Carr,,,Jr,INF,6-2,R/R,15001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824067,23,Sean Duffy,,,Jr,P,6-4,R/R,15001,18,18,6,9.93,29.0,,43,38,32,21,25,,154,125,5,1,1,5,4,4,,11,3,2,2,594,30,28,,5,1,7,
8,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824069,32,Carter Sheppard,,,Jr,P,6-6,R/R,15001,13,13,4,9.17,35.1,,48,40,36,28,24,,181,144,4,,1,12,6,6,,5,3,2,1,632,44,31,,1,,5,
9,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824070,13,Teddy Merritt,,,Jr,P,6-6,R/R,15001,9,9,,13.50,7.1,,15,23,11,6,6,,49,37,4,,,1,7,5,,3,,,1,168,10,4,,,,2,
10,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824075,16,Cole Singsank,,,Jr,INF,6-4,R/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824079,20,Adam Stuart,,,Jr,INF,5-10,R/R,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824080,33,Reid Viar,,,Sr,P,6-3,R/R,15001,16,16,,3.34,32.1,,39,16,12,4,20,,141,131,3,1,,2,1,3,,20,10,1,2,469,45,26,3,,1,6,
13,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824081,21,David Keith,,,Jr,P,6-0,R/R,15001,14,14,6,9.89,33.2,,43,43,37,39,36,,183,137,3,,,5,9,5,,7,1,,2,783,29,25,1,3,,10,2
14,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824082,45,CJ Neese,,,Jr,P,6-2,L/L,15001,12,12,,12.15,6.2,,12,11,9,9,8,,42,32,3,,,1,,1,,9,2,,,155,6,5,,1,,3,
15,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824083,3,Blake Sutton,,,Jr,C,6-3,L/R,15001,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824085,22,Sam Garcia,,,Jr,P,6-3,L/L,15001,18,18,8,7.57,44.0,,48,45,37,35,49,,222,171,14,2,,10,3,7,,9,4,4,5,909,28,49,1,8,,18,
17,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824087,8,Charlie Klingler,,,Jr,C,6-0,L/R,15001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824088,39,Josh Deslauriers,,,So,OF,6-1,R/R,15001,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824089,14,Everett Vaughan,,,So,P,6-3,R/R,15001,15,15,1,6.27,18.2,,20,17,13,18,15,,95,71,2,,,3,3,3,1,12,3,1,2,349,20,19,1,1,,5,
20,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824091,17,Patrick Libby,,,Jr,P,6-2,R/R,15001,15,15,,12.10,9.2,,17,15,13,8,9,,61,47,5,,,3,2,6,,11,9,,,199,10,10,1,2,1,2,
21,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824092,37,Connor Smith,,,Sr,P,6-4,R/R,15001,10,10,1,13.50,7.1,,14,16,11,12,2,,48,34,4,,,1,5,2,,9,6,,,179,11,6,,1,1,,
22,2023,2022-23,MBA,19651,High Point,1,I,Big South,7824094,24,Javon Fields,,,Sr,OF,6-1,R/R,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994121,6,Cael Chatham,,,Sr,INF,6-1,L/R,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994190,31,Brett Wozniak,,,So,P,6-0,L/L,15001,12,12,10,4.91,62.1,1,74,39,34,19,34,,278,248,14,1,1,10,4,3,,2,2,5,3,853,93,50,3,2,,9,1
25,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994187,10,Brayden Simpson,,,Fr,INF,6-1,R/R,15001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994132,34,Matthew Martinez II,,,Fr,C,5-11,R/R,15001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994122,5,Xavier Cumbee,,,Jr,OF,6-0,R/R,15001,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994180,12,Patrick Matthews,,,Jr,INF,5-8,L/R,15001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994189,36,Dalton Williams,,,Fr,P,6-5,R/R,15001,21,21,,6.35,22.2,,35,23,16,23,22,,127,99,7,,,3,3,2,3,20,8,2,1,412,22,21,,2,2,5,
30,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994181,2,Trenton Pallas,,,Jr,OF,6-1,R/R,15001,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994183,47,Howell Polk,,,Fr,P,6-1,R/R,15001,16,16,2,9.25,24.1,,29,30,25,12,16,,120,101,4,,,5,3,5,,9,1,2,,431,17,37,1,,,7,
32,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994188,41,Tristan Snyder,,,Jr,P,6-3,R/R,15001,1,1,,18.00,1.0,,4,2,2,0,,,6,6,1,,,,,,,,,,,15,2,,,,,,
33,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994049,48,Will Burgess,,,Fr,P,6-5,L/L,15001,2,2,,9.00,2.0,,0,2,2,4,1,,9,5,,,,,,,,1,,,,38,3,1,,,,1,
34,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994155,29,Lucas Glover,,,Fr,P,6-5,R/R,15001,10,10,,5.40,8.1,,12,5,5,1,10,,39,37,2,1,,1,,1,,4,3,,,132,3,12,,,1,2,
35,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994156,30,Braden Halladay,,,Jr,P,6-3,R/R,15001,24,24,2,4.61,41.0,,35,25,21,19,29,,179,150,3,1,,7,4,6,1,25,11,1,3,632,29,57,3,3,1,12,
36,2023,2022-23,MBA,19651,High Point,1,I,Big South,7994157,53,Gus Hughes,,,Jr,P,6-0,R/R,15001,14,14,14,4.98,81.1,1,73,46,45,35,90,,361,305,18,2,1,14,15,15,,,,2,4,"1,288",47,98,6,5,,21,
