,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828967,39,Collin Horton,,,Jr,P,6-0,R/R,15001,13,13,7,5.92,38.0,1,35,25,25,21,34,,166,140,6,,1,13,1,1,1,3,,2,2,507,27,48,3,4,,9,
1,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828972,25,Beau Blanchard,,,Jr,P,6-5,R/R,15001,17,17,4,9.29,31.0,,38,36,32,24,30,,156,127,1,1,,10,6,4,1,11,,1,,525,33,26,,4,2,3,
2,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828973,8,Tyler LeBlanc,,,Jr,P,6-3,L/L,15001,13,13,11,6.32,57.0,,57,42,40,37,46,,268,215,13,1,,4,6,11,,1,,2,3,875,61,52,3,3,,14,1
3,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828974,26,Andrew Guidry,,,So,C,6-0,L/R,15001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828975,44,Keegan Rich,,,Jr,P,6-5,L/L,15001,3,3,,10.13,2.2,,3,3,3,2,3,,15,11,,,,,1,2,,,,,,48,2,3,,,,2,
5,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828976,24,Jacob Mead,,,Sr,P,6-4,R/R,15001,20,20,,3.63,22.1,,18,10,9,3,19,,91,85,4,,,,,3,,14,7,,,318,24,23,1,1,5,4,
6,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828978,10,Issac Williams,,,Jr,OF,5-11,R/R,15001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828979,34,Jorge Tejeda,,,Sr,C,5-10,R/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828980,33,Brandon Mitchell,,,Sr,P,6-2,L/L,15001,16,16,16,3.65,101.0,4,82,45,41,28,88,,407,360,19,,,7,3,12,,,,3,4,"1,336",111,84,11,3,,23,
9,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828983,7,Jeissy De la Cruz,,,Sr,INF,5-10,B/R,15001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828984,13,Miguel Useche,,,Jr,C,6-1,R/R,15001,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828985,19,Anthony Herron Jr.,,,Sr,INF,6-3,R/R,15001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828987,6,Max Dias,,,So,OF,6-0,R/R,15001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828989,29,Collin Loupe,,,So,INF,5-9,R/R,15001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828991,30,Andrew Duran,,,So,UT,6-3,R/R,15001,7,6,,10.38,4.1,,7,5,5,5,5,,26,19,,2,,,3,1,,5,1,,1,104,2,6,,,,2,
15,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828992,16,Connor Macip,,,Jr,P,6-5,R/R,15001,9,9,3,6.32,15.2,,16,12,11,11,14,,73,60,4,1,,2,2,1,1,2,,1,,292,12,19,1,1,1,4,
16,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828993,2,Caleb Seroski,,,Jr,P,6-0,R/R,15001,17,17,1,5.20,27.2,,35,18,16,15,20,,132,112,5,,1,3,,1,,14,2,2,2,425,19,41,4,1,,4,1
17,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828994,18,Kasten Furr,,,Jr,INF,5-10,R/R,15001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828996,11,Tod Gauthe,,,Sr,P,5-10,R/R,15001,5,5,,5.79,4.2,,3,3,3,2,5,,19,17,,,,1,1,,,,,,,83,4,5,1,,,2,
19,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828997,46,Caleb Menina,,,So,P,6-0,L/L,15001,13,13,,3.21,14.0,,11,5,5,9,11,,62,49,2,1,1,2,1,4,1,13,6,,,255,20,7,2,,,,
20,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828998,12,Jack Williams,,,Jr,P,6-1,R/R,15001,11,11,5,4.05,20.0,,21,9,9,5,12,,81,74,2,,,3,,1,,6,2,,1,282,19,22,3,1,,3,
21,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7828999,1,Tyler Bischke,,,Jr,INF,5-10,R/R,15001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7992577,38,Carson Garza,,,So,OF,6-3,R/R,15001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7992565,27,Ryan Delorbe,,,Jr,P,5-10,L/L,15001,16,16,2,5.06,21.1,,22,13,12,12,20,,96,81,5,1,,2,2,2,,10,5,,1,352,19,20,2,,,4,
24,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7992575,35,Zeph Hoffpauir,,,Jr,OF,6-2,R/R,15001,8,8,,3.68,7.1,,3,3,3,8,10,,36,25,,,,,1,3,,4,,,,160,5,7,,,,2,
25,2023,2022-23,MBA,474,New Orleans,1,I,Southland,7992533,17,Trey Usey,,,Fr,P,6-1,R/R,15001,14,14,2,6.30,20.0,,24,19,14,12,15,,98,83,3,,,8,1,1,,6,5,2,,329,16,27,,,2,7,1
