,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,5,Akron,1,I,MAC,7822323,6,Max Bowman,,,Jr,UT,6-0,,15001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,5,Akron,1,I,MAC,7822324,3,Kaito Hara,,,Sr,INF,-,,15001,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,5,Akron,1,I,MAC,7822325,32,Anthony Fett,,,Jr,P,6-4,,15001,19,19,3,6.79,50.1,,63,45,38,21,24,,241,205,12,1,,12,5,7,,18,12,3,5,793,49,73,3,2,,6,2
3,2023,2022-23,MBA,5,Akron,1,I,MAC,7822326,41,Brett Dietrich,,,Sr,P,6-3,,15001,18,18,9,7.99,50.2,,67,52,45,29,44,,260,207,13,3,1,3,5,16,,13,6,2,6,952,60,37,2,4,,18,4
4,2023,2022-23,MBA,5,Akron,1,I,MAC,7822327,8,Yassir Kahook,,,Jr,P,5-11,,15001,18,18,,4.26,31.2,,24,16,15,15,9,,136,111,3,,,3,1,6,,19,8,1,3,451,31,50,4,,1,1,
5,2023,2022-23,MBA,5,Akron,1,I,MAC,7822328,5,Dylan James,,,Sr,P,-,,15001,1,1,,,,,0,,,1,,,1,,,,,,,,,,,,,5,,,,,,,
6,2023,2022-23,MBA,5,Akron,1,I,MAC,7822329,21,Breydan Cavey,,,Sr,INF,6-0,,15001,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,5,Akron,1,I,MAC,7822330,16,Ian Pennington,,,So,OF,6-3,,15001,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,5,Akron,1,I,MAC,7822332,35,Andrew Horvath,,,So,C,6-1,,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,5,Akron,1,I,MAC,7822333,23,Jackson Miller,,,Sr,P,-,,15001,1,1,,54.00,0.2,,2,4,4,3,,,7,3,1,,,,3,,,2,2,,1,22,,2,,,,,
