,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825546,4,Mike DeStefano,,,Sr,OF,6-0,L/R,15001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825548,18,Carlin Dick,,,Jr,OF,5-8,L/L,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825549,27,Rockne Seidel,,,Sr,P,6-1,L/R,15001,4,4,1,9.00,5.0,,6,5,5,7,4,,27,19,3,,,1,1,1,,3,3,,,79,1,8,,,,1,
3,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825550,21,Levi Abbott,,,Jr,P,6-3,R/R,15001,12,12,,6.04,25.1,,19,19,17,21,22,,112,88,4,2,,1,8,1,,2,,2,,349,36,12,4,,2,8,
4,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825551,19,Tom Peltier,,,Sr,P,6-1,L/L,15001,14,14,11,6.46,46.0,,52,37,33,29,42,,220,185,7,,1,8,12,4,,1,,1,1,608,46,41,2,5,,8,
5,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825552,14,Matt Duffy,,,Jr,P,6-1,L/R,15001,14,14,14,4.13,80.2,,64,39,37,28,119,,340,301,12,3,,12,7,9,,,,2,,"1,063",58,60,6,3,,30,
6,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825553,8,Max Grant,,,Jr,INF,6-0,L/R,15001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825554,17,Ethan Hennessy,,,Jr,UT,6-4,R/R,15001,20,20,,5.66,41.1,,47,38,26,23,46,,204,168,5,1,,4,6,9,,10,9,,4,660,46,28,,2,2,12,
8,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825555,2,Kenny Dodson,,,Sr,INF,5-10,R/R,15001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825556,28,Justin Guiliano,,,Jr,P,6-4,L/L,15001,13,13,3,6.89,32.2,,48,31,25,18,49,,170,145,12,,,3,1,4,,,,1,2,638,19,29,3,4,,10,
10,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825557,15,Brennan Chisholm,,,Sr,INF,5-9,R/R,15001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825558,24,Josh Niles,,,Jr,INF,6-3,R/R,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825559,26,Aaron Duffy,,,So,P,6-4,L/R,15001,11,11,5,9.00,31.0,,31,32,31,24,32,,151,116,7,,,4,8,7,,3,2,1,3,310,25,31,2,2,,6,
13,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825560,25,Chris Pouliot,,,Sr,P,6-0,L/L,15001,6,6,6,3.68,22.0,,18,13,9,9,28,,93,83,2,1,,4,4,1,,,,,,209,8,27,1,1,,7,
14,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825561,9,Cole Sebastian,,,So,OF,6-0,R/R,15001,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825562,37,Alex Terry-Emanuel,,,So,INF,5-10,R/R,15001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825564,39,Peyton Consigli,,,So,P,6-5,L/R,15001,13,13,,5.63,24.0,,22,16,15,18,32,,112,90,6,,3,2,2,3,,5,1,,1,394,20,18,1,1,3,12,
17,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825565,1,Trent Rumley,,,So,INF,5-7,R/R,15001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825566,22,Jackson Strong,,,So,OF,6-2,L/L,15001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825568,5,JT Ennen,,,Jr,C,5-11,R/R,15001,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825569,31,Tyler Greenleaf,,,So,P,6-2,R/R,15001,7,7,,10.50,6.0,,8,7,7,9,5,,35,24,3,,,1,1,2,,9,4,,,140,5,6,,,,,
21,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7825570,40,Joe Abramson,,,So,P,5-9,L/L,15001,13,13,,4.73,13.1,,11,9,7,9,7,,58,45,1,,,1,,2,,14,5,,2,185,17,11,1,1,,2,
22,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986299,16,Brett Kochanski,,,Sr,P,5-11,R/R,15001,16,16,,8.85,20.1,,20,23,20,30,26,,115,79,2,,,1,8,6,,10,8,,,415,17,15,1,2,3,5,
23,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986300,29,Dylan Vincent,,,Sr,OF,6-0,L/R,15001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986268,12,Tommy Sheridan,,,Fr,C,6-1,R/R,15001,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986274,20,Felix Morin,,,Fr,P,6-4,L/L,15001,13,13,4,6.69,40.1,,55,38,30,25,35,,206,174,9,1,,6,3,4,1,8,3,2,1,537,32,44,3,1,,15,1
26,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986271,13,Bryan Aduddle,,,Jr,P,6-0,R/R,15001,17,17,,7.41,17.0,,20,19,14,14,13,,94,73,4,,3,1,5,5,,19,8,1,1,280,22,14,1,2,1,3,
27,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986263,3,Mason Cisco,,,Fr,INF,6-0,L/R,15001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986264,7,Andrew  Marcello,,,Fr,OF,5-10,R/R,15001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986298,23,Ty Wevers,,,Jr,C,6-2,R/R,15001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2023,2022-23,MBA,116,Canisius,1,I,MAAC,7986290,6,Kyle Kush,,,Sr,INF,5-9,L/R,15001,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
