,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988893,5,Nick Groves,,,Fr,UT,5-10,,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988942,26,Kelly Corl,,,Jr,INF,5-10,R/R,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829000,13,Zac Laird,,,So,P,5-8,L/L,15001,20,20,,5.40,23.1,,15,16,14,25,35,,114,81,2,,,,3,5,,12,5,1,2,492,13,16,1,,,10,
3,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829001,24,Vincent Mauro,,,So,INF,6-2,R/R,15001,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829003,23,Wyatt Palmer,,,Jr,OF,-,,15001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829005,29,Zach Cameron,,,Sr,P,5-11,R/R,15001,21,21,,4.34,47.2,,48,23,23,9,53,,202,186,10,2,,4,,3,,15,7,2,2,667,45,41,3,1,8,11,
6,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829006,39,Matt Ward,,,Sr,C,6-0,R/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829008,9,Brady Desjardins,,,Jr,INF,5-10,R/R,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829011,19,Mike Brisson,,,Sr,INF,-,,15001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829012,17,Steven Hospital,,,Sr,P,6-5,R/R,15001,24,24,,6.44,43.1,,47,34,31,17,33,,200,163,10,2,1,2,5,10,1,22,10,5,5,599,51,37,6,5,,8,
10,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829013,20,Marcus Cashman,,,Sr,P,6-2,R/R,15001,14,14,14,5.13,59.2,,55,36,34,34,57,,265,222,11,,2,10,1,5,,,,3,1,"1,011",34,78,2,2,,11,4
11,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829015,11,Blake MacMillan,,,Sr,P,6-5,L/L,15001,9,9,6,9.30,20.1,,45,33,21,9,17,,120,106,4,1,,3,7,3,,2,1,2,,414,15,26,1,2,,3,
12,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829017,32,Nick Veselinovic,,,So,P,6-4,L/L,15001,13,13,8,7.93,36.1,,53,37,32,17,34,,179,155,12,1,,6,3,5,,3,1,2,,569,32,34,2,1,,9,
13,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7829022,28,Liam Reynolds,,,Sr,P,6-1,R/R,15001,13,13,,5.87,15.1,,11,10,10,7,16,,67,55,4,1,1,2,,4,,5,3,,1,197,11,16,1,1,,8,
14,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988985,27,Ryan Minckler,,,Fr,P,6-3,-/R,15001,14,14,13,6.97,50.1,,54,50,39,33,45,,246,193,12,3,,4,2,14,,,,4,2,767,49,44,,9,,15,1
15,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7989025,35,Adam Smith,,,Fr,P,6-2,R/R,15001,5,5,,10.38,4.1,,8,5,5,5,4,,26,19,2,,,,1,2,,,,,,98,2,5,,,1,3,
16,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988925,16,Oliver Barkal,,,Fr,P,-,,15001,4,4,,9.82,3.2,,2,4,4,4,5,,20,13,,,,,5,3,,,,,,77,2,4,,,,,
17,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988870,1,Marty Cole,,,Sr,INF,-,,15001,22,21,,4.87,20.1,,29,16,11,5,10,,100,84,6,,,1,1,6,,24,12,1,4,348,17,30,,,,3,1
18,2023,2022-23,MBA,482,Niagara,1,I,MAAC,8015682,10,Tommy Bednarski,,,Sr,P,-,,15001,16,16,1,14.19,19.2,,35,32,31,15,20,,113,88,6,1,4,2,4,7,,11,5,2,1,371,22,11,,,,5,
19,2023,2022-23,MBA,482,Niagara,1,I,MAAC,8015709,4,Gavin Shrader,,,Fr,ph,6-4,,15001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988930,18,Max Giordano,,,Sr,SS,-,,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988990,30,Preston Prince,,,Fr,P,6-4,-/L,15001,11,11,2,10.54,13.2,,16,24,16,23,17,,85,57,7,,,,9,4,,,,1,,325,9,13,,,,5,
22,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988904,6,Cole Tucker,,,Sr,INF,-,,15001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988907,4,Gavin Schrader,,,Fr,OF,6-4,,15001,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988922,15,Nate Milk,,,Fr,OF,6-0,,15001,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7989020,33,Noah Richardson,,,Sr,P,6-4,-/L,15001,8,8,,16.20,6.2,,7,13,12,10,12,,42,28,1,,,3,,4,,3,1,,,171,6,2,1,1,,7,
26,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7991888,12,Cameron Moore,,,Fr,C,-,,15001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988957,22,Brady Kobitiwich,,,Jr,P,6-1,-/R,15001,18,18,3,5.10,30.0,,37,20,17,21,19,,150,121,4,2,1,3,7,4,,5,2,2,2,523,30,35,5,,,9,1
28,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988917,14,Jake Hutchins,,,Jr,OF,6-1,,15001,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988872,2,Cole O'Connor,,,Sr,INF,-,,15001,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2023,2022-23,MBA,482,Niagara,1,I,MAAC,7988951,38,Josh Marchese,,,Sr,INF,-,,15001,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2023,2022-23,MBA,482,Niagara,1,I,MAAC,8016564,21,Cal Theal,,,So,P,-,,15001,12,12,,8.53,12.2,,21,17,12,10,12,,70,55,4,1,,1,2,3,,4,3,1,1,245,13,9,,,,5,
