season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826445,1,Dante Girardi,,,Jr,INF,6-0,R/R,15001,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826448,33,Angel Tiburcio,,,Sr,P,6-3,R/R,15001,15,15,13,6.52,59.1,,71,48,43,21,37,,279,241,17,1,,7,5,8,,1,,4,5,"1,040",66,68,4,5,,13,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826449,20,Mario Zabala,,,Jr,OF,6-0,R/R,15001,7,3,,19.29,2.1,,3,5,5,4,4,,15,10,,,,1,1,1,,1,,,,52,,3,1,,,2,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826450,26,Adrian Figueroa,,,Jr,INF,6-5,L/L,15001,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826451,44,Zac Lampton,,,Sr,P,6-4,L/L,15001,14,14,1,7.30,24.2,,26,20,20,15,33,,118,95,5,2,,4,2,5,,4,1,1,2,488,10,27,,,1,10,2
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826452,8,Mario Fernandez,,,Jr,P,5-11,R/R,15001,9,9,,15.12,8.1,,15,14,14,8,6,,48,38,3,1,,1,,1,,11,6,,1,179,8,10,1,,,1,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826453,7,Robert Sotolongo,,,Jr,INF,5-10,R/R,15001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826454,42,Richie Pena,,,Jr,P,6-2,R/R,15001,16,16,3,5.79,42.0,,49,29,27,18,35,,196,165,14,1,,4,6,8,1,14,6,1,4,670,45,40,2,,,11,1
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826455,12,Orlando Hernandez,,,Jr,P,5-11,R/R,15001,12,12,2,6.90,30.0,,35,26,23,14,26,,143,123,5,1,,3,2,2,,4,2,3,1,474,40,21,1,4,1,5,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826457,38,David Eckaus,,,So,P,6-0,R/R,15001,9,9,1,18.32,9.1,,18,20,19,7,13,,58,46,6,,,1,,4,,3,3,1,,210,8,7,,1,,1,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826460,10,Bryan Loriga,,,So,INF,5-10,R/R,15001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826463,45,Ruben Carpio,,,Jr,OF,6-0,L/R,15001,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826464,2,Steven Ondina,,,Jr,INF,5-8,R/R,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826465,13,Alec Sanchez,,,Sr,OF,5-11,L/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826466,25,Bryan Pazos,,,Jr,P,5-11,R/L,15001,19,19,,3.61,42.1,,29,18,17,28,24,,179,145,6,,,6,4,3,,20,6,2,1,630,48,45,1,1,1,6,2
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826467,18,Noel Perez,,,Jr,INF,5-8,L/R,15001,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826468,47,Daniel McAuliff,,,So,P,6-2,R/R,15001,20,20,3,6.69,36.1,,42,30,27,14,30,,172,147,9,4,,5,3,5,1,16,13,4,1,617,30,48,,2,1,11,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826475,22,Joel Pinerio,,,So,P,6-0,R/R,15001,4,4,4,4.91,7.1,,8,5,4,2,9,,33,28,1,,,,3,3,,,,,,123,6,5,,2,,3,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826476,34,Kevin Martin,,,Jr,P,6-2,R/R,15001,16,16,3,3.65,37.0,,23,16,15,23,34,,156,126,5,,,2,1,5,1,13,5,2,,576,47,23,,2,,15,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7826478,6,Ryan Cabarcas,,,Sr,P,5-10,L/L,15001,18,18,10,5.09,58.1,,63,44,33,25,81,,277,236,9,1,,10,11,11,,3,1,3,2,"1,051",56,32,2,7,1,20,1
2023,2022-23,MBA,231,FIU,1,I,CUSA,7996425,0,Ronny Medina,,,Jr,C,5-10,R/R,15001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,231,FIU,1,I,CUSA,7978998,29,Craig Palidar,,,So,C,6-0,R/R,15001,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
