,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830912,34,DeOnte Dotson,,,Jr,P,6-4,L/L,15001,5,5,,17.18,3.2,,4,8,7,8,4,,23,12,1,,,1,5,,,3,3,,3,79,1,6,,,,1,
1,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830914,6,Jaylen Armstrong,,,Sr,OF,6-0,L/L,15001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830915,36,Jerry Burkett II,,,Jr,P,6-2,L/L,15001,13,13,,6.51,27.2,,28,27,20,23,24,,139,108,6,2,,3,2,5,,6,3,2,1,164,26,29,,2,1,4,
3,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830916,1,Jalon Mack,,,So,INF,6-0,B/R,15001,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830917,23,Ryan Ollison,,,Sr,OF,5-11,R/R,15001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830918,40,Caleb Washington,,,Jr,P,5-10,L/L,15001,10,10,,7.36,7.1,,9,6,6,8,5,,39,30,2,,,,3,,,8,3,,1,124,6,10,,1,,1,
6,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830919,39,Carlos Tumpkin,,,Jr,P,6-2,R/R,15001,4,4,,6.75,4.0,,6,4,3,6,3,,25,19,,,,,5,,,,,,,97,3,6,,,,1,
7,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830920,8,JJ Rollon,,,Jr,OF,5-7,L/L,15001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830922,20,Quincy Smith,,,Jr,OF,6-0,B/R,15001,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830923,4,Jahli Hendricks,,,Sr,INF,5-8,R/R,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830924,32,O'Neill Burgos,,,Sr,DH,6-1,R/R,15001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830925,13,Gustavo Sanchez,,,Jr,C,5-10,B/R,15001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830927,17,Hunter Tabb,,,Jr,INF,6-0,R/R,15001,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830928,27,Perry Kyles,,,So,P,6-1,R/R,15001,7,7,,23.32,7.1,,16,20,19,8,10,,50,37,1,,,3,10,5,,2,2,,,118,5,5,,,,4,1
14,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830930,43,Nyle Banks,,,So,P,5-11,R/R,15001,1,1,,,,,1,4,4,1,,,4,1,,,,,,2,,,,,,,,,,,,,
15,2023,2022-23,MBA,665,Southern U.,1,I,SWAC,7830931,9,Anthony Fidanza,,,Sr,P,6-0,R/R,15001,12,12,3,11.70,20.0,,32,27,26,16,24,,109,88,6,1,,1,2,4,,10,7,,1,229,22,10,3,1,,7,1
