season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818703,5,Jared Peake,,,So,P,5-9,L/L,15001,7,7,,4.26,6.1,,7,4,3,3,8,,31,28,1,2,,,,,,,,,,117,3,8,,,,2,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818704,22,Reid Long,,,Jr,P,-,,15001,13,13,13,7.39,63.1,,89,58,52,16,41,,301,271,10,2,1,11,2,5,,,,3,6,905,65,73,2,5,,13,2
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818705,16,Nick Griffin,,,Jr,P,-,,15001,18,18,3,10.06,34.0,,49,41,38,13,30,,174,145,5,3,1,2,5,10,1,5,4,2,4,478,45,22,1,3,,10,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818707,2,Isaiah Blanks,,,Sr,INF,-,,15001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818708,30,Ben Anderson,,,Sr,C,-,,15001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818709,6,Bowe Rogers,,,Sr,P,-,,15001,17,17,,4.50,30.0,,37,19,15,13,32,,142,123,7,1,1,2,3,4,1,2,2,1,1,549,21,32,4,1,,8,1
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818710,19,Tanner Ray,,,Jr,P,-,,15001,18,18,1,8.00,27.0,,41,25,24,18,25,,145,114,7,3,,2,4,8,,2,1,2,2,435,19,33,3,,,9,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818711,7,Jeffrey Snider,,,Sr,INF,-,,15001,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818712,25,Kyle Carlson,,,Jr,P,-,,15001,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818713,11,Brandan Hartman,,,Jr,C,-,,15001,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818714,35,Collin Reid,,,Sr,1B,-,,15001,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818715,33,Evan Gagne,,,Sr,P,-,,15001,8,8,,14.40,5.0,,6,8,8,10,7,,31,20,,,,1,8,,1,3,,,1,135,5,2,,,,4,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818717,14,Hunter Clever,,,Sr,P,-,,15001,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818718,21,James Swart,,,Jr,P,-,,15001,16,16,4,8.10,30.0,,48,32,27,20,25,,165,136,7,,,2,3,4,,,,2,3,633,21,41,,1,,8,3
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818720,13,Jonathan Sexton,,,Sr,C,-,,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818721,31,Tristan Gordon,,,Jr,1B,6-2,R/R,15001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818722,26,Joe Christopher,,,So,P,6-0,R/R,15001,14,14,,7.31,16.0,,18,18,13,11,11,,80,63,4,,1,1,6,3,,3,1,1,2,289,13,21,1,,,5,
2023,2022-23,MBA,75,Bridgewater (VA),3,III,ODAC,7818723,32,Tyler Jones,,,So,P,6-2,R/R,15001,2,2,,13.50,2.0,,5,3,3,2,1,,13,10,,,,,,1,,,,,,51,4,,,,,1,
