,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7994786,33,Maddox Mihalakis,,,Fr,INF,6-2,L/R,15001,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7994787,37,Tony Pluta,,,Fr,P,5-8,R/R,15001,6,6,,7.71,7.0,,10,6,6,1,6,,35,30,4,,,,,3,,5,2,,1,121,7,7,,,,1,
2,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7994788,14,Cam Walty,,,Jr,P,6-0,R/R,15001,13,13,9,6.30,50.0,,67,35,35,8,49,,223,210,16,,2,8,3,4,1,2,,,1,818,39,57,5,1,,16,1
3,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7994792,45,Derek Drees,,,Sr,P,6-6,R/R,15001,20,20,,5.49,19.2,,14,12,12,11,22,,84,66,5,,,3,5,5,,7,3,,2,312,13,19,2,,,6,
4,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7994799,52,Hayden Lewis,,,Fr,P,5-11,R/R,15001,1,1,,0.00,1.0,,2,1,,0,,,5,5,,,,,,,,,,,,16,2,1,,,,,
5,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7824550,3,Tony Bullard,,,Sr,INF,6-4,R/R,15001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7824551,27,Dawson Netz,,,Jr,P,6-1,R/R,15001,32,32,,3.33,27.0,,26,12,10,10,27,,119,104,3,1,,4,4,2,1,24,8,,3,451,17,36,2,,,9,
7,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7824553,13,Tyler Casagrande,,,Sr,OF,6-0,L/R,15001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7824554,36,George Arias Jr.,,,Sr,P,5-10,R/R,15001,12,12,,5.79,9.1,,16,8,6,4,5,,47,42,3,,,2,,1,,7,3,,,158,12,7,,,,,
9,2023,2022-23,MBA,29,Arizona,1,I,Pac-12,7824558,5,Chase Davis,,,Jr,OF,6-1,L/L,15001,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
