season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808307,19,Trevonte Green,,,Sr,P,-,,15001,16,16,1,14.11,29.1,,56,57,46,32,16,,180,118,12,2,2,2,3,5,,10,6,,9,230,14,47,,2,,4,1
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808308,12,Kyle Hawkins,,,Sr,INF,5-8,R/R,15001,16,16,14,10.72,68.0,3,119,96,81,40,22,,371,311,23,3,,12,5,9,,,,,11,598,65,105,,13,,3,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808309,32,Da'Avion Sumpter,,,Sr,INF,-,,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808311,26,Khalil Hassan,,,Sr,P,6-1,R/R,15001,6,6,,6.75,6.2,,11,6,5,7,2,,39,30,3,1,,1,1,2,,11,5,,,16,11,6,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808314,18,Jaden Hardin,,,Sr,1B,-,,15001,18,18,2,12.62,25.2,,52,44,36,22,7,,152,119,13,,1,4,7,7,,16,8,1,3,192,17,43,,2,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808315,30,Christopher Holley,,,Jr,P,-,,15001,13,13,4,22.50,24.0,,53,66,60,35,17,,167,105,10,1,,2,9,8,,1,1,1,8,226,19,32,,4,,4,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808317,21,Eric Sledge,,,Jr,OF,6-0,R/R,15001,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808318,34,Mackenze Gay,,,Sr,1B,-,,15001,25,6,4,17.02,15.1,,27,34,29,17,10,,98,67,5,1,,1,3,11,,,,,3,178,18,13,,4,,3,2
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808322,9,Joshua Cooper,,,So,ss,-,R/R,15001,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808323,20,Kobe Miller,,,Jr,lf,5-6,L/L,15001,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808324,9,Austin Montgomery,,,So,PR,-,,15001,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808326,23,DeShawnte CARRAWAY,,,Sr,c,-,,15001,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808327,16,Jelani Howard,,,So,rf,6-0,R/R,15001,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808328,7,Corey Brown,,,So,OF,-,,15001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808330,24,Michael Coit,,,So,p,5-9,R/R,15001,16,13,,24.55,11.0,,29,38,30,19,5,,88,61,4,,,6,8,5,,10,10,,2,50,9,17,,,,2,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,7808331,35,E FIGUEORA,,,Sr,p,-,,15001,11,11,,11.57,9.1,,13,21,12,21,5,,70,41,1,,,1,6,7,,3,3,,1,105,13,8,,,,3,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,8002021,1,Dallas YOUNG,,,Sr,rf,-,,15001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,8002041,31,Malcolm Brown,,,Sr,1B,6-1,L/L,15001,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2022-23,MBA,30058,Claflin,2,II,Peach Belt,8002042,25,"Duane Henderson, Jr.",,,Jr,cf,5-9,R/R,15001,28,2,,5.06,5.1,,8,4,3,2,1,,27,25,3,,,1,1,,,3,3,,,,4,11,,,,1,
