,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808753,4,Will Lanxon,,,Jr,SS,5-10,L/R,15001,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808755,32,Drake Roberts,,,Jr,C,6-0,R/R,15001,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808759,38,Brody Roach,,,Sr,P,6-2,R/R,15001,16,16,1,6.61,31.1,,52,34,23,15,26,,165,140,13,1,1,3,7,4,,11,4,3,3,543,31,28,2,4,1,5,1
3,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808762,29,Ethan Abercrombie,,,Jr,3B,6-0,R/R,15001,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808763,6,Sam Kissane,,,Sr,OF,5-10,L/L,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808773,3,Colin Shea,,,Jr,OF,5-10,R/R,15001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808783,16,Bennett Stice,,,So,P,6-5,R/R,15001,13,13,8,6.57,38.1,,58,28,28,16,25,,182,163,6,4,,6,3,3,,,,,,599,34,43,2,5,,8,
7,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808784,20,Eli  Brown,,,So,P,6-3,R/L,15001,14,14,14,6.03,74.2,,85,66,50,31,64,,361,311,19,3,1,5,10,8,,,,6,5,"1,205",56,100,2,7,,17,1
8,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808787,23,Matt James,,,So,3B,6-2,R/R,15001,6,6,3,20.06,11.2,,19,26,26,15,8,,72,53,6,,,1,8,2,,,,1,1,272,22,5,,3,,,
9,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808792,28,Carson  Subbert,,,So,P,6-0,R/R,15001,17,17,1,6.14,36.2,,48,27,25,8,36,,170,155,11,,,4,4,4,1,12,5,2,1,577,21,48,1,3,2,12,1
10,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7808798,1,Ambrose  Russo,,,So,OF,6-0,L/R,15001,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976361,13,Graham Breite,,,So,P,6-4,R/R,15001,6,6,,2.84,6.1,,6,2,2,6,5,,31,25,2,,,,,,,2,2,,,123,7,6,,,,3,
12,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976357,8,Jacob Brown,,,Fr,P,5-10,R/R,15001,18,18,,4.00,27.0,,23,22,12,21,21,,131,98,6,2,,1,4,8,,23,12,1,3,388,20,34,,,,9,
13,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976358,10,Anthony  Stellato,,,Jr,INF,6-0,L/R,15001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976359,11,Easton Rakers,,,Fr,P,6-1,R/R,15001,20,20,,3.31,32.2,,33,18,12,13,30,,155,123,8,,1,,3,12,,25,13,3,4,524,32,29,2,2,2,9,
15,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976360,12,Joseph Copeland,,,Jr,OF,5-9,L/L,15001,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976444,36,Aaron Jungers,,,Fr,OF,6-0,R/L,15001,19,19,2,6.89,32.2,,46,33,25,21,25,,168,135,8,1,,7,4,5,,12,7,5,2,523,23,43,,1,,7,
17,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976363,14,Dawson Hokuf,,,Jr,1B,6-4,L/R,15001,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976364,19,Michael Doerr,,,Jr,OF,6-1,L/R,15001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976443,34,Bradley Chesteron,,,Jr,C,6-1,R/R,15001,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976445,37,Michael Walsh,,,Fr,P,6-0,R/R,15001,16,16,7,11.30,28.2,,45,40,36,12,27,,154,128,11,1,3,6,5,12,,3,2,1,,462,26,30,3,4,,5,1
21,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976336,7,Landon Willbrand,,,Fr,INF,5-9,R/R,15001,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976314,2,Tyson Ludwig,,,Jr,INF,5-10,R/R,15001,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976348,15,Marcus Heusohn,,,So,1B,6-1,L/L,15001,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976352,22,Bret Bowers,,,Jr,INF,6-1,R/R,15001,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976353,24,Logan Stevens,,,Jr,OF,6-2,L/R,15001,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976349,17,Josh Newell,,,Fr,P,6-2,R/R,15001,14,14,4,7.99,32.2,,49,35,29,10,21,,164,141,6,2,,6,2,6,,10,8,3,4,603,26,47,,1,,8,1
27,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976351,21,Preston Salazar,,,So,P,6-4,R/R,15001,21,14,14,8.58,71.1,1,95,75,68,38,45,1,351,304,22,5,,16,7,5,2,,,3,1,"1,040",80,76,1,11,,18,
28,2023,2022-23,MBA,30136,Lindenwood,1,I,OVC,7976413,27,Dalton Boruff,,,Fr,P,6-0,R/R,15001,6,6,,8.59,7.1,,10,8,7,3,5,,36,32,3,,,1,,,,7,2,,1,81,2,16,,,,1,
